datapath,in-port,eth-dst,out-port,packets,bytes,duration-sec,duration-nsec,flags,vlan
000000000000001a,       2,8a:91:5e:64:27:03,       1,      12,     504,55,21000000,0x0000,0
000000000000000e,       1,1a:d9:eb:06:76:99,       1,       0,       0,0,0,0x0000,0
000000000000000a,       1,1a:d9:eb:06:76:99,       2,     194,   14356,35,249000000,0x0000,0
000000000000000a,       2,7e:ba:50:68:c8:ee,       1,      10,     420,29,200000000,0x0000,0
000000000000000a,       2,8a:91:5e:64:27:03,       1,      12,     504,41,268000000,0x0000,0
0000000000000027,       1,1a:d9:eb:06:76:99,       3,     193,   14282,37,761000000,0x0000,0
0000000000000027,       3,7e:ba:50:68:c8:ee,       1,      11,     462,36,169000000,0x0000,0
0000000000000027,       3,8a:91:5e:64:27:03,       1,      11,     462,38,481000000,0x0000,0
0000000000000007,       2,1a:d9:eb:06:76:99,       2,      16,    1184,0,486000000,0x0000,0
0000000000000008,       1,1a:d9:eb:06:76:99,       1,      17,    1258,0,943000000,0x0000,0
000000000000001a,       1,1a:d9:eb:06:76:99,       2,      32,    2368,0,2000000,0x0000,0
000000000000001a,       2,8a:91:5e:64:27:03,       1,       1,      42,0,183000000,0x0000,0
000000000000000c,       1,1a:d9:eb:06:76:99,       1,       2,     148,0,487000000,0x0000,0
000000000000001a,       1,1a:d9:eb:06:76:99,       2,      61,    4514,9,63000000,0x0000,0
000000000000001a,       2,7e:ba:50:68:c8:ee,       1,       2,      84,1,603000000,0x0000,0
000000000000001a,       2,8a:91:5e:64:27:03,       1,       3,     126,10,442000000,0x0000,0
0000000000000027,       3,7e:ba:50:68:c8:ee,       1,       2,      84,0,191000000,0x0000,0
0000000000000027,       3,8a:91:5e:64:27:03,       1,       2,      84,0,467000000,0x0000,0
0000000000000006,       4,8a:91:5e:64:27:03,       1,       0,       0,0,175000000,0x0000,0
000000000000001c,       1,8a:91:5e:64:27:03,       1,       0,       0,1,272000000,0x0000,0
000000000000001a,       1,1a:d9:eb:06:76:99,       2,      61,    4514,19,56000000,0x0000,0
000000000000001a,       2,7e:ba:50:68:c8:ee,       1,       5,     210,11,596000000,0x0000,0
000000000000001a,       2,8a:91:5e:64:27:03,       1,       5,     210,20,435000000,0x0000,0
0000000000000006,       1,1a:d9:eb:06:76:99,       4,      20,    1480,0,3000000,0x0000,0
000000000000001a,       1,1a:d9:eb:06:76:99,       2,      91,    6734,29,427000000,0x0000,0
000000000000001a,       2,7e:ba:50:68:c8:ee,       1,       8,     336,21,967000000,0x0000,0
000000000000001a,       2,8a:91:5e:64:27:03,       1,       8,     336,30,806000000,0x0000,0
000000000000000a,       2,7e:ba:50:68:c8:ee,       1,       0,       0,1,105000000,0x0000,0
0000000000000012,       1,1a:d9:eb:06:76:99,       1,      11,     814,0,661000000,0x0000,0
0000000000000013,       1,1a:d9:eb:06:76:99,       1,      14,    1036,0,546000000,0x0000,0
0000000000000014,       1,1a:d9:eb:06:76:99,       1,      11,     814,0,668000000,0x0000,0
000000000000001a,       1,1a:d9:eb:06:76:99,       2,      27,    1998,1,63000000,0x0000,0
000000000000001a,       2,7e:ba:50:68:c8:ee,       1,       0,       0,0,69000000,0x0000,0
000000000000001a,       2,8a:91:5e:64:27:03,       1,       0,       0,0,668000000,0x0000,0
0000000000000027,       1,1a:d9:eb:06:76:99,       3,      13,     962,0,0,0x0000,0
000000000000000c,       1,1a:d9:eb:06:76:99,       1,       3,     222,0,336000000,0x0000,0
