@relation monitor-ddos-port-attack-stats

@attribute datapath string
@attribute port string
@attribute rx-pkts numeric
@attribute rx-bytes numeric
@attribute rx-error numeric
@attribute tx-pkts numeric
@attribute tx-bytes numeric
@attribute tx-error numeric

@data
1,2,12,828,0,56,3450,0
1,fffffffe,0,0,0,0,0,0
3,1,58,3588,0,14,930,0
3,2,22,1465,0,69,4571,0
3,3,11,768,0,56,3450,0
3,4,52,3210,0,11,768,0
3,5,17,1451,0,63,3925,0
3,6,6,468,0,53,3270,0
3,fffffffe,0,0,0,0,0,0
9,1,55,3390,0,9,648,0
9,2,8,588,0,54,3330,0
9,fffffffe,0,0,0,0,0,0
10,1,54,3330,0,10,708,0
10,2,8,588,0,53,3280,0
10,fffffffe,0,0,0,0,0,0
000000000000000c,1,54,3330,0,11,768,0
000000000000000c,2,14,958,0,56,3450,0
000000000000000c,fffffffe,0,0,0,0,0,0
4,1,56,3450,0,11,768,0
4,2,11,768,0,54,3330,0
4,3,8,588,0,53,3270,0
4,fffffffe,0,0,0,0,0,0
2,1,59,3648,0,15,990,0
2,2,14,930,0,58,3588,0
2,fffffffe,0,0,0,0,0,0
13,1,56,3480,0,7,528,0
13,fffffffe,0,0,0,0,0,0
14,1,56,3480,0,7,528,0
14,fffffffe,0,0,0,0,0,0
000000000000000f,1,55,3390,0,7,528,0
000000000000000f,fffffffe,0,0,0,0,0,0
19,1,10,708,0,53,3270,0
19,2,55,3390,0,11,768,0
19,fffffffe,0,0,0,0,0,0
17,1,54,3330,0,9,648,0
17,2,12,828,0,54,3330,0
17,fffffffe,0,0,0,0,0,0
000000000000000a,1,69,4571,0,20,1345,0
000000000000000a,2,21,1435,0,64,4271,0
000000000000000a,3,11,768,0,55,3390,0
000000000000000a,fffffffe,0,0,0,0,0,0
12,1,56,3480,0,7,528,0
12,fffffffe,0,0,0,0,0,0
15,1,54,3330,0,8,588,0
15,2,8,588,0,52,3210,0
15,fffffffe,0,0,0,0,0,0
7,1,54,3330,0,11,768,0
7,2,54,3330,0,10,738,0
7,3,7,528,0,56,3480,0
7,4,7,528,0,56,3480,0
7,5,7,528,0,56,3480,0
7,fffffffe,0,0,0,0,0,0
18,1,9,648,0,54,3330,0
18,2,53,3270,0,10,708,0
18,fffffffe,0,0,0,0,0,0
6,1,69,4571,0,22,1465,0
6,2,10,738,0,54,3330,0
6,3,13,888,0,59,3630,0
6,4,20,1345,0,69,4571,0
6,fffffffe,0,0,0,0,0,0
000000000000001a,1,64,4271,0,21,1435,0
000000000000001a,2,19,1285,0,64,4271,0
000000000000001a,fffffffe,0,0,0,0,0,0
5,1,53,3270,0,8,588,0
5,2,8,588,0,53,3270,0
5,fffffffe,0,0,0,0,0,0
000000000000001b,1,64,4271,0,19,1285,0
000000000000001b,2,11,768,0,52,3210,0
000000000000001b,3,15,1045,0,62,4151,0
000000000000001b,fffffffe,0,0,0,0,0,0
000000000000000e,1,57,3520,0,8,588,0
000000000000000e,2,7,528,0,55,3390,0
000000000000000e,fffffffe,0,0,0,0,0,0
000000000000000d,1,56,3450,0,14,958,0
000000000000000d,2,10,708,0,54,3330,0
000000000000000d,3,8,588,0,57,3520,0
000000000000000d,fffffffe,0,0,0,0,0,0
16,1,52,3210,0,8,588,0
16,fffffffe,0,0,0,0,0,0
000000000000001c,1,52,3210,0,11,768,0
000000000000001c,2,8,588,0,53,3270,0
000000000000001c,fffffffe,0,0,0,0,0,0
000000000000000b,1,56,3450,0,12,828,0
000000000000000b,2,11,768,0,52,3210,0
000000000000000b,3,11,768,0,54,3330,0
000000000000000b,fffffffe,0,0,0,0,0,0
8,1,59,3630,0,13,888,0
8,2,53,3270,0,8,588,0
8,3,9,648,0,55,3390,0
8,fffffffe,0,0,0,0,0,0
11,1,53,3280,0,8,588,0
11,fffffffe,0,0,0,0,0,0
4,1,61,3750,0,11,768,0
4,2,11,768,0,59,3630,0
4,3,8,588,0,58,3570,0
4,fffffffe,0,0,0,0,0,0
3,1,63,3888,0,14,930,0
3,2,31,2383,0,250016,18500579,0
3,3,11,768,0,61,3750,0
3,4,57,3510,0,11,768,0
3,5,249959,18497159,0,77,5143,0
3,6,6,468,0,58,3570,0
3,fffffffe,0,0,0,0,0,0
9,1,60,3690,0,9,648,0
9,2,8,588,0,59,3630,0
9,fffffffe,0,0,0,0,0,0
6,1,250016,18500579,0,31,2383,0
6,2,10,738,0,59,3630,0
6,3,13,888,0,64,3930,0
6,4,29,2263,0,250016,18500579,0
6,fffffffe,0,0,0,0,0,0
1,1,15,990,0,64,3948,0
1,2,12,828,0,61,3750,0
1,fffffffe,0,0,0,0,0,0
10,1,59,3630,0,10,708,0
10,2,8,588,0,58,3580,0
10,fffffffe,0,0,0,0,0,0
000000000000000f,1,60,3690,0,7,528,0
000000000000000f,fffffffe,0,0,0,0,0,0
000000000000000e,1,62,3820,0,8,588,0
000000000000000e,2,7,528,0,60,3690,0
000000000000000e,fffffffe,0,0,0,0,0,0
7,1,59,3630,0,11,768,0
7,2,59,3630,0,10,738,0
7,3,7,528,0,61,3780,0
7,4,7,528,0,61,3780,0
7,5,7,528,0,61,3780,0
7,fffffffe,0,0,0,0,0,0
000000000000000b,1,61,3750,0,12,828,0
000000000000000b,2,11,768,0,57,3510,0
000000000000000b,3,11,768,0,59,3630,0
000000000000000b,fffffffe,0,0,0,0,0,0
2,1,64,3948,0,15,990,0
2,2,14,930,0,63,3888,0
2,fffffffe,0,0,0,0,0,0
000000000000000d,1,61,3750,0,14,958,0
000000000000000d,2,10,708,0,59,3630,0
000000000000000d,3,8,588,0,62,3820,0
000000000000000d,fffffffe,0,0,0,0,0,0
000000000000000c,1,59,3630,0,11,768,0
000000000000000c,2,14,958,0,61,3750,0
000000000000000c,fffffffe,0,0,0,0,0,0
8,1,64,3930,0,13,888,0
8,2,58,3570,0,8,588,0
8,3,9,648,0,60,3690,0
8,fffffffe,0,0,0,0,0,0
5,1,58,3570,0,8,588,0
5,2,8,588,0,58,3570,0
5,fffffffe,0,0,0,0,0,0
000000000000000a,1,250016,18500579,0,29,2263,0
000000000000000a,2,30,2353,0,250011,18500279,0
000000000000000a,3,11,768,0,60,3690,0
000000000000000a,fffffffe,0,0,0,0,0,0
15,1,59,3630,0,8,588,0
15,2,8,588,0,57,3510,0
15,fffffffe,0,0,0,0,0,0
18,1,9,648,0,59,3630,0
18,2,58,3570,0,10,708,0
18,fffffffe,0,0,0,0,0,0
17,1,59,3630,0,9,648,0
17,2,12,828,0,59,3630,0
17,fffffffe,0,0,0,0,0,0
12,1,61,3780,0,7,528,0
12,fffffffe,0,0,0,0,0,0
000000000000001d,1,58,3570,0,8,588,0
000000000000001d,2,59,3630,0,12,828,0
000000000000001d,fffffffe,0,0,0,0,0,0
11,1,58,3580,0,8,588,0
11,fffffffe,0,0,0,0,0,0
000000000000001a,1,250011,18500279,0,30,2353,0
000000000000001a,2,28,2203,0,250011,18500279,0
000000000000001a,fffffffe,0,0,0,0,0,0
14,1,61,3780,0,7,528,0
14,fffffffe,0,0,0,0,0,0
000000000000001c,1,57,3510,0,11,768,0
000000000000001c,2,8,588,0,58,3570,0
000000000000001c,fffffffe,0,0,0,0,0,0
16,1,57,3510,0,8,588,0
16,fffffffe,0,0,0,0,0,0
19,1,10,708,0,58,3570,0
19,2,60,3690,0,11,768,0
19,fffffffe,0,0,0,0,0,0
000000000000001b,1,250011,18500279,0,28,2203,0
000000000000001b,2,11,768,0,57,3510,0
000000000000001b,3,24,1963,0,250009,18500159,0
000000000000001b,fffffffe,0,0,0,0,0,0
13,1,61,3780,0,7,528,0
13,fffffffe,0,0,0,0,0,0
000000000000000c,1,64,3930,0,11,768,0
000000000000000c,2,14,958,0,66,4050,0
000000000000000c,fffffffe,0,0,0,0,0,0
1,1,15,990,0,69,4248,0
1,2,12,828,0,66,4050,0
1,fffffffe,0,0,0,0,0,0
3,1,68,4188,0,14,930,0
3,2,41,3403,0,886958,65634217,0
3,3,11,768,0,66,4050,0
3,4,62,3810,0,11,768,0
3,5,886896,65630497,0,92,6463,0
3,6,6,468,0,63,3870,0
3,fffffffe,0,0,0,0,0,0
19,1,10,708,0,63,3870,0
19,2,65,3990,0,11,768,0
19,fffffffe,0,0,0,0,0,0
18,1,9,648,0,64,3930,0
18,2,63,3870,0,10,708,0
18,fffffffe,0,0,0,0,0,0
17,1,64,3930,0,9,648,0
17,2,12,828,0,64,3930,0
17,fffffffe,0,0,0,0,0,0
000000000000001a,1,886953,65633917,0,40,3373,0
000000000000001a,2,38,3223,0,886953,65633917,0
000000000000001a,fffffffe,0,0,0,0,0,0
000000000000000b,1,66,4050,0,12,828,0
000000000000000b,2,11,768,0,62,3810,0
000000000000000b,3,11,768,0,64,3930,0
000000000000000b,fffffffe,0,0,0,0,0,0
000000000000000e,1,67,4120,0,8,588,0
000000000000000e,2,7,528,0,65,3990,0
000000000000000e,fffffffe,0,0,0,0,0,0
2,1,69,4248,0,15,990,0
2,2,14,930,0,68,4188,0
2,fffffffe,0,0,0,0,0,0
8,1,69,4230,0,13,888,0
8,2,63,3870,0,8,588,0
8,3,9,648,0,65,3990,0
8,fffffffe,0,0,0,0,0,0
000000000000001d,1,63,3870,0,8,588,0
000000000000001d,2,64,3930,0,12,828,0
000000000000001d,fffffffe,0,0,0,0,0,0
000000000000000f,1,65,3990,0,7,528,0
000000000000000f,fffffffe,0,0,0,0,0,0
6,1,886958,65634217,0,41,3403,0
6,2,10,738,0,64,3930,0
6,3,13,888,0,69,4230,0
6,4,39,3283,0,886958,65634217,0
6,fffffffe,0,0,0,0,0,0
7,1,64,3930,0,11,768,0
7,2,64,3930,0,10,738,0
7,3,7,528,0,66,4080,0
7,4,7,528,0,66,4080,0
7,5,7,528,0,66,4080,0
7,fffffffe,0,0,0,0,0,0
11,1,63,3880,0,8,588,0
11,fffffffe,0,0,0,0,0,0
000000000000000a,1,886958,65634217,0,39,3283,0
000000000000000a,2,40,3373,0,886953,65633917,0
000000000000000a,3,11,768,0,65,3990,0
000000000000000a,fffffffe,0,0,0,0,0,0
000000000000001b,1,886953,65633917,0,38,3223,0
000000000000001b,2,11,768,0,62,3810,0
000000000000001b,3,34,2983,0,886951,65633797,0
000000000000001b,fffffffe,0,0,0,0,0,0
16,1,62,3810,0,8,588,0
16,fffffffe,0,0,0,0,0,0
5,1,63,3870,0,8,588,0
5,2,8,588,0,63,3870,0
5,fffffffe,0,0,0,0,0,0
000000000000000d,1,66,4050,0,14,958,0
000000000000000d,2,10,708,0,64,3930,0
000000000000000d,3,8,588,0,67,4120,0
000000000000000d,fffffffe,0,0,0,0,0,0
000000000000001c,1,62,3810,0,11,768,0
000000000000001c,2,8,588,0,63,3870,0
000000000000001c,fffffffe,0,0,0,0,0,0
12,1,66,4080,0,7,528,0
12,fffffffe,0,0,0,0,0,0
9,1,65,3990,0,9,648,0
9,2,8,588,0,64,3930,0
9,fffffffe,0,0,0,0,0,0
10,1,64,3930,0,10,708,0
10,2,8,588,0,63,3880,0
10,fffffffe,0,0,0,0,0,0
4,1,66,4050,0,11,768,0
4,2,11,768,0,64,3930,0
4,3,8,588,0,63,3870,0
4,fffffffe,0,0,0,0,0,0
13,1,66,4080,0,7,528,0
13,fffffffe,0,0,0,0,0,0
15,1,64,3930,0,8,588,0
15,2,8,588,0,62,3810,0
15,fffffffe,0,0,0,0,0,0
14,1,66,4080,0,7,528,0
14,fffffffe,0,0,0,0,0,0
12,1,71,4380,0,7,528,0
12,fffffffe,0,0,0,0,0,0
000000000000000d,1,71,4350,0,14,958,0
000000000000000d,2,10,708,0,69,4230,0
000000000000000d,3,8,588,0,72,4420,0
000000000000000d,fffffffe,0,0,0,0,0,0
10,1,69,4230,0,10,708,0
10,2,8,588,0,68,4180,0
10,fffffffe,0,0,0,0,0,0
000000000000001d,1,68,4170,0,8,588,0
000000000000001d,2,69,4230,0,12,828,0
000000000000001d,fffffffe,0,0,0,0,0,0
000000000000001b,1,1531638,113340505,0,49,4285,0
000000000000001b,2,11,768,0,67,4110,0
000000000000001b,3,45,4045,0,1531636,113340385,0
000000000000001b,fffffffe,0,0,0,0,0,0
6,1,1531365,113320233,0,52,4465,0
6,2,10,738,0,69,4230,0
6,3,13,888,0,74,4530,0
6,4,50,4345,0,1531365,113320233,0
6,fffffffe,0,0,0,0,0,0
18,1,9,648,0,69,4230,0
18,2,68,4170,0,10,708,0
18,fffffffe,0,0,0,0,0,0
5,1,68,4170,0,8,588,0
5,2,8,588,0,68,4170,0
5,fffffffe,0,0,0,0,0,0
13,1,71,4380,0,7,528,0
13,fffffffe,0,0,0,0,0,0
14,1,71,4380,0,7,528,0
14,fffffffe,0,0,0,0,0,0
3,1,73,4488,0,14,930,0
3,2,52,4465,0,1531365,113320233,0
3,3,11,768,0,71,4350,0
3,4,67,4110,0,11,768,0
3,5,1531298,113316213,0,108,7825,0
3,6,6,468,0,68,4170,0
3,fffffffe,0,0,0,0,0,0
000000000000000a,1,1531365,113320233,0,50,4345,0
000000000000000a,2,51,4435,0,1531360,113319933,0
000000000000000a,3,11,768,0,70,4290,0
000000000000000a,fffffffe,0,0,0,0,0,0
000000000000001a,1,1531638,113340505,0,51,4435,0
000000000000001a,2,49,4285,0,1531638,113340505,0
000000000000001a,fffffffe,0,0,0,0,0,0
9,1,70,4290,0,9,648,0
9,2,8,588,0,69,4230,0
9,fffffffe,0,0,0,0,0,0
19,1,10,708,0,68,4170,0
19,2,70,4290,0,11,768,0
19,fffffffe,0,0,0,0,0,0
000000000000000e,1,72,4420,0,8,588,0
000000000000000e,2,7,528,0,70,4290,0
000000000000000e,fffffffe,0,0,0,0,0,0
15,1,69,4230,0,8,588,0
15,2,8,588,0,67,4110,0
15,fffffffe,0,0,0,0,0,0
8,1,74,4530,0,13,888,0
8,2,68,4170,0,8,588,0
8,3,9,648,0,70,4290,0
8,fffffffe,0,0,0,0,0,0
4,1,71,4350,0,11,768,0
4,2,11,768,0,69,4230,0
4,3,8,588,0,68,4170,0
4,fffffffe,0,0,0,0,0,0
7,1,69,4230,0,11,768,0
7,2,69,4230,0,10,738,0
7,3,7,528,0,71,4380,0
7,4,7,528,0,71,4380,0
7,5,7,528,0,71,4380,0
7,fffffffe,0,0,0,0,0,0
000000000000000b,1,71,4350,0,12,828,0
000000000000000b,2,11,768,0,67,4110,0
000000000000000b,3,11,768,0,69,4230,0
000000000000000b,fffffffe,0,0,0,0,0,0
17,1,69,4230,0,9,648,0
17,2,12,828,0,69,4230,0
17,fffffffe,0,0,0,0,0,0
16,1,67,4110,0,8,588,0
16,fffffffe,0,0,0,0,0,0
000000000000000c,1,69,4230,0,11,768,0
000000000000000c,2,14,958,0,71,4350,0
000000000000000c,fffffffe,0,0,0,0,0,0
000000000000001c,1,67,4110,0,11,768,0
000000000000001c,2,8,588,0,68,4170,0
000000000000001c,fffffffe,0,0,0,0,0,0
11,1,68,4180,0,8,588,0
11,fffffffe,0,0,0,0,0,0
000000000000000f,1,70,4290,0,7,528,0
000000000000000f,fffffffe,0,0,0,0,0,0
1,1,15,990,0,74,4548,0
1,2,12,828,0,71,4350,0
1,fffffffe,0,0,0,0,0,0
2,1,74,4548,0,15,990,0
2,2,14,930,0,73,4488,0
2,fffffffe,0,0,0,0,0,0
8,1,79,4830,0,13,888,0
8,2,73,4470,0,8,588,0
8,3,9,648,0,75,4590,0
8,fffffffe,0,0,0,0,0,0
3,1,78,4788,0,14,930,0
3,2,63,5527,0,2168467,160465679,0
3,3,11,768,0,76,4650,0
3,4,72,4410,0,11,768,0
3,5,2168395,160461359,0,124,9187,0
3,6,6,468,0,73,4470,0
3,fffffffe,0,0,0,0,0,0
17,1,74,4530,0,9,648,0
17,2,12,828,0,74,4530,0
17,fffffffe,0,0,0,0,0,0
000000000000001d,1,73,4470,0,8,588,0
000000000000001d,2,74,4530,0,12,828,0
000000000000001d,fffffffe,0,0,0,0,0,0
000000000000001c,1,72,4410,0,11,768,0
000000000000001c,2,8,588,0,73,4470,0
000000000000001c,fffffffe,0,0,0,0,0,0
7,1,74,4530,0,11,768,0
7,2,74,4530,0,10,738,0
7,3,7,528,0,76,4680,0
7,4,7,528,0,76,4680,0
7,5,7,528,0,76,4680,0
7,fffffffe,0,0,0,0,0,0
000000000000000e,1,77,4720,0,8,588,0
000000000000000e,2,7,528,0,75,4590,0
000000000000000e,fffffffe,0,0,0,0,0,0
000000000000001a,1,2168462,160465379,0,62,5497,0
000000000000001a,2,60,5347,0,2168462,160465379,0
000000000000001a,fffffffe,0,0,0,0,0,0
11,1,73,4480,0,8,588,0
11,fffffffe,0,0,0,0,0,0
000000000000000d,1,76,4650,0,14,958,0
000000000000000d,2,10,708,0,74,4530,0
000000000000000d,3,8,588,0,77,4720,0
000000000000000d,fffffffe,0,0,0,0,0,0
000000000000000b,1,76,4650,0,12,828,0
000000000000000b,2,11,768,0,72,4410,0
000000000000000b,3,11,768,0,74,4530,0
000000000000000b,fffffffe,0,0,0,0,0,0
18,1,9,648,0,74,4530,0
18,2,73,4470,0,10,708,0
18,fffffffe,0,0,0,0,0,0
10,1,74,4530,0,10,708,0
10,2,8,588,0,73,4480,0
10,fffffffe,0,0,0,0,0,0
000000000000000a,1,2168467,160465679,0,61,5407,0
000000000000000a,2,62,5497,0,2168462,160465379,0
000000000000000a,3,11,768,0,75,4590,0
000000000000000a,fffffffe,0,0,0,0,0,0
19,1,10,708,0,73,4470,0
19,2,75,4590,0,11,768,0
19,fffffffe,0,0,0,0,0,0
1,1,15,990,0,79,4848,0
1,2,12,828,0,76,4650,0
1,fffffffe,0,0,0,0,0,0
9,1,75,4590,0,9,648,0
9,2,8,588,0,74,4530,0
9,fffffffe,0,0,0,0,0,0
12,1,76,4680,0,7,528,0
12,fffffffe,0,0,0,0,0,0
000000000000000c,1,74,4530,0,11,768,0
000000000000000c,2,14,958,0,76,4650,0
000000000000000c,fffffffe,0,0,0,0,0,0
4,1,76,4650,0,11,768,0
4,2,11,768,0,74,4530,0
4,3,8,588,0,73,4470,0
4,fffffffe,0,0,0,0,0,0
14,1,76,4680,0,7,528,0
14,fffffffe,0,0,0,0,0,0
000000000000001b,1,2168462,160465379,0,60,5347,0
000000000000001b,2,11,768,0,72,4410,0
000000000000001b,3,56,5107,0,2168460,160465259,0
000000000000001b,fffffffe,0,0,0,0,0,0
13,1,76,4680,0,7,528,0
13,fffffffe,0,0,0,0,0,0
16,1,72,4410,0,8,588,0
16,fffffffe,0,0,0,0,0,0
5,1,73,4470,0,8,588,0
5,2,8,588,0,73,4470,0
5,fffffffe,0,0,0,0,0,0
2,1,79,4848,0,15,990,0
2,2,14,930,0,78,4788,0
2,fffffffe,0,0,0,0,0,0
6,1,2168467,160465679,0,63,5527,0
6,2,10,738,0,74,4530,0
6,3,13,888,0,79,4830,0
6,4,61,5407,0,2168467,160465679,0
6,fffffffe,0,0,0,0,0,0
15,1,74,4530,0,8,588,0
15,2,8,588,0,72,4410,0
15,fffffffe,0,0,0,0,0,0
000000000000000f,1,75,4590,0,7,528,0
000000000000000f,fffffffe,0,0,0,0,0,0
14,1,81,4980,0,7,528,0
14,fffffffe,0,0,0,0,0,0
13,1,81,4980,0,7,528,0
13,fffffffe,0,0,0,0,0,0
2,1,84,5148,0,15,990,0
2,2,14,930,0,83,5088,0
2,fffffffe,0,0,0,0,0,0
000000000000001a,1,2800799,207258247,0,72,6517,0
000000000000001a,2,70,6367,0,2800799,207258247,0
000000000000001a,fffffffe,0,0,0,0,0,0
000000000000000d,1,81,4950,0,14,958,0
000000000000000d,2,10,708,0,79,4830,0
000000000000000d,3,8,588,0,82,5020,0
000000000000000d,fffffffe,0,0,0,0,0,0
7,1,79,4830,0,11,768,0
7,2,79,4830,0,10,738,0
7,3,7,528,0,81,4980,0
7,4,7,528,0,81,4980,0
7,5,7,528,0,81,4980,0
7,fffffffe,0,0,0,0,0,0
18,1,9,648,0,79,4830,0
18,2,78,4770,0,10,708,0
18,fffffffe,0,0,0,0,0,0
000000000000001b,1,2800799,207258247,0,70,6367,0
000000000000001b,2,11,768,0,77,4710,0
000000000000001b,3,66,6127,0,2800797,207258127,0
000000000000001b,fffffffe,0,0,0,0,0,0
11,1,78,4780,0,8,588,0
11,fffffffe,0,0,0,0,0,0
12,1,81,4980,0,7,528,0
12,fffffffe,0,0,0,0,0,0
000000000000000e,1,82,5020,0,8,588,0
000000000000000e,2,7,528,0,80,4890,0
000000000000000e,fffffffe,0,0,0,0,0,0
1,1,15,990,0,84,5148,0
1,2,12,828,0,81,4950,0
1,fffffffe,0,0,0,0,0,0
000000000000000f,1,80,4890,0,7,528,0
000000000000000f,fffffffe,0,0,0,0,0,0
16,1,77,4710,0,8,588,0
16,fffffffe,0,0,0,0,0,0
9,1,80,4890,0,9,648,0
9,2,8,588,0,79,4830,0
9,fffffffe,0,0,0,0,0,0
000000000000001d,1,78,4770,0,8,588,0
000000000000001d,2,79,4830,0,12,828,0
000000000000001d,fffffffe,0,0,0,0,0,0
000000000000000b,1,81,4950,0,12,828,0
000000000000000b,2,11,768,0,77,4710,0
000000000000000b,3,11,768,0,79,4830,0
000000000000000b,fffffffe,0,0,0,0,0,0
000000000000000c,1,79,4830,0,11,768,0
000000000000000c,2,14,958,0,81,4950,0
000000000000000c,fffffffe,0,0,0,0,0,0
4,1,81,4950,0,11,768,0
4,2,11,768,0,79,4830,0
4,3,8,588,0,78,4770,0
4,fffffffe,0,0,0,0,0,0
000000000000001c,1,77,4710,0,11,768,0
000000000000001c,2,8,588,0,78,4770,0
000000000000001c,fffffffe,0,0,0,0,0,0
17,1,79,4830,0,9,648,0
17,2,12,828,0,79,4830,0
17,fffffffe,0,0,0,0,0,0
15,1,79,4830,0,8,588,0
15,2,8,588,0,77,4710,0
15,fffffffe,0,0,0,0,0,0
8,1,84,5130,0,13,888,0
8,2,78,4770,0,8,588,0
8,3,9,648,0,80,4890,0
8,fffffffe,0,0,0,0,0,0
3,1,83,5088,0,14,930,0
3,2,73,6547,0,2800804,207258547,0
3,3,11,768,0,81,4950,0
3,4,77,4710,0,11,768,0
3,5,2800727,207253927,0,139,10507,0
3,6,6,468,0,78,4770,0
3,fffffffe,0,0,0,0,0,0
6,1,2800804,207258547,0,73,6547,0
6,2,10,738,0,79,4830,0
6,3,13,888,0,84,5130,0
6,4,71,6427,0,2800804,207258547,0
6,fffffffe,0,0,0,0,0,0
19,1,10,708,0,78,4770,0
19,2,80,4890,0,11,768,0
19,fffffffe,0,0,0,0,0,0
10,1,79,4830,0,10,708,0
10,2,8,588,0,78,4780,0
10,fffffffe,0,0,0,0,0,0
000000000000000a,1,2800804,207258547,0,71,6427,0
000000000000000a,2,72,6517,0,2800799,207258247,0
000000000000000a,3,11,768,0,80,4890,0
000000000000000a,fffffffe,0,0,0,0,0,0
5,1,78,4770,0,8,588,0
5,2,8,588,0,78,4770,0
5,fffffffe,0,0,0,0,0,0
16,1,82,5010,0,8,588,0
16,fffffffe,0,0,0,0,0,0
000000000000000d,1,86,5250,0,14,958,0
000000000000000d,2,10,708,0,84,5130,0
000000000000000d,3,8,588,0,87,5320,0
000000000000000d,fffffffe,0,0,0,0,0,0
14,1,86,5280,0,7,528,0
14,fffffffe,0,0,0,0,0,0
000000000000000f,1,85,5190,0,7,528,0
000000000000000f,fffffffe,0,0,0,0,0,0
000000000000001b,1,3436660,254311891,0,80,7387,0
000000000000001b,2,11,768,0,82,5010,0
000000000000001b,3,76,7147,0,3436658,254311771,0
000000000000001b,fffffffe,0,0,0,0,0,0
000000000000000e,1,87,5320,0,8,588,0
000000000000000e,2,7,528,0,85,5190,0
000000000000000e,fffffffe,0,0,0,0,0,0
000000000000001c,1,82,5010,0,11,768,0
000000000000001c,2,8,588,0,83,5070,0
000000000000001c,fffffffe,0,0,0,0,0,0
17,1,84,5130,0,9,648,0
17,2,12,828,0,84,5130,0
17,fffffffe,0,0,0,0,0,0
1,1,15,990,0,89,5448,0
1,2,12,828,0,86,5250,0
1,fffffffe,0,0,0,0,0,0
13,1,86,5280,0,7,528,0
13,fffffffe,0,0,0,0,0,0
5,1,83,5070,0,8,588,0
5,2,8,588,0,83,5070,0
5,fffffffe,0,0,0,0,0,0
2,1,89,5448,0,15,990,0
2,2,14,930,0,88,5388,0
2,fffffffe,0,0,0,0,0,0
9,1,85,5190,0,9,648,0
9,2,8,588,0,84,5130,0
9,fffffffe,0,0,0,0,0,0
7,1,84,5130,0,11,768,0
7,2,84,5130,0,10,738,0
7,3,7,528,0,86,5280,0
7,4,7,528,0,86,5280,0
7,5,7,528,0,86,5280,0
7,fffffffe,0,0,0,0,0,0
000000000000001d,1,83,5070,0,8,588,0
000000000000001d,2,84,5130,0,12,828,0
000000000000001d,fffffffe,0,0,0,0,0,0
000000000000000b,1,86,5250,0,12,828,0
000000000000000b,2,11,768,0,82,5010,0
000000000000000b,3,11,768,0,84,5130,0
000000000000000b,fffffffe,0,0,0,0,0,0
11,1,83,5080,0,8,588,0
11,fffffffe,0,0,0,0,0,0
12,1,86,5280,0,7,528,0
12,fffffffe,0,0,0,0,0,0
8,1,89,5430,0,13,888,0
8,2,83,5070,0,8,588,0
8,3,9,648,0,85,5190,0
8,fffffffe,0,0,0,0,0,0
15,1,84,5130,0,8,588,0
15,2,8,588,0,82,5010,0
15,fffffffe,0,0,0,0,0,0
000000000000001a,1,3436660,254311891,0,82,7537,0
000000000000001a,2,80,7387,0,3436660,254311891,0
000000000000001a,fffffffe,0,0,0,0,0,0
000000000000000c,1,84,5130,0,11,768,0
000000000000000c,2,14,958,0,86,5250,0
000000000000000c,fffffffe,0,0,0,0,0,0
3,1,88,5388,0,14,930,0
3,2,83,7567,0,3436665,254312191,0
3,3,11,768,0,86,5250,0
3,4,82,5010,0,11,768,0
3,5,3436583,254307271,0,154,11827,0
3,6,6,468,0,83,5070,0
3,fffffffe,0,0,0,0,0,0
19,1,10,708,0,83,5070,0
19,2,85,5190,0,11,768,0
19,fffffffe,0,0,0,0,0,0
4,1,86,5250,0,11,768,0
4,2,11,768,0,84,5130,0
4,3,8,588,0,83,5070,0
4,fffffffe,0,0,0,0,0,0
6,1,3436665,254312191,0,83,7567,0
6,2,10,738,0,84,5130,0
6,3,13,888,0,89,5430,0
6,4,81,7447,0,3436665,254312191,0
6,fffffffe,0,0,0,0,0,0
18,1,9,648,0,84,5130,0
18,2,83,5070,0,10,708,0
18,fffffffe,0,0,0,0,0,0
10,1,84,5130,0,10,708,0
10,2,8,588,0,83,5080,0
10,fffffffe,0,0,0,0,0,0
000000000000000a,1,3436665,254312191,0,81,7447,0
000000000000000a,2,82,7537,0,3436660,254311891,0
000000000000000a,3,11,768,0,85,5190,0
000000000000000a,fffffffe,0,0,0,0,0,0
7,1,89,5430,0,11,768,0
7,2,89,5430,0,10,738,0
7,3,7,528,0,91,5580,0
7,4,7,528,0,91,5580,0
7,5,7,528,0,91,5580,0
7,fffffffe,0,0,0,0,0,0
13,1,91,5580,0,7,528,0
13,fffffffe,0,0,0,0,0,0
000000000000001b,1,4085407,302319067,0,91,8449,0
000000000000001b,2,11,768,0,87,5310,0
000000000000001b,3,87,8209,0,4085405,302318947,0
000000000000001b,fffffffe,0,0,0,0,0,0
11,1,88,5380,0,8,588,0
11,fffffffe,0,0,0,0,0,0
000000000000001d,1,88,5370,0,8,588,0
000000000000001d,2,89,5430,0,12,828,0
000000000000001d,fffffffe,0,0,0,0,0,0
2,1,94,5748,0,15,990,0
2,2,14,930,0,93,5688,0
2,fffffffe,0,0,0,0,0,0
15,1,89,5430,0,8,588,0
15,2,8,588,0,87,5310,0
15,fffffffe,0,0,0,0,0,0
000000000000001c,1,87,5310,0,11,768,0
000000000000001c,2,8,588,0,88,5370,0
000000000000001c,fffffffe,0,0,0,0,0,0
5,1,88,5370,0,8,588,0
