0000000000000006,       3,      18,    1188,       0,    1378,   82734,       0
0000000000000006,       4,     112,    7265,       0,   47017,25299154,       0
0000000000000006,fffffffe,       0,       0,       0,       0,       0,       0
000000000000000c,       1,    1392,   83574,       0,      20,    1308,       0
000000000000000c,       2,      24,    1548,       0,    1375,   82554,       0
000000000000000c,fffffffe,       0,       0,       0,       0,       0,       0
0000000000000017,       1,    1377,   82674,       0,      10,     708,       0
0000000000000017,       2,      23,    1488,       0,    1386,   83214,       0
0000000000000017,fffffffe,       0,       0,       0,       0,       0,       0
0000000000000010,       1,    1383,   83034,       0,      13,     888,       0
0000000000000010,       2,       9,     648,       0,    1379,   82794,       0
0000000000000010,fffffffe,       0,       0,       0,       0,       0,       0
0000000000000014,       1,    1394,   83694,       0,      14,     948,       0
0000000000000014,fffffffe,       0,       0,       0,       0,       0,       0
0000000000000004,       1,    1384,   83094,       0,      29,    1848,       0
0000000000000004,       2,      34,    2148,       0,    1390,   83454,       0
0000000000000004,       3,      32,    2028,       0,    1380,   82854,       0
0000000000000004,fffffffe,       0,       0,       0,       0,       0,       0
000000000000000a,       1,   47017,25299154,       0,     112,    7265,       0
000000000000000a,       2,     116,    7505,       0,   47008,25298614,       0
000000000000000a,       3,      17,    1128,       0,    1381,   82914,       0
000000000000000a,fffffffe,       0,       0,       0,       0,       0,       0
000000000000001d,       1,    1380,   82854,       0,      20,    1308,       0
000000000000001d,       2,    1386,   83214,       0,      23,    1488,       0
000000000000001d,fffffffe,       0,       0,       0,       0,       0,       0
0000000000000002,       1,    1369,   82248,       0,      28,    1734,       0
0000000000000002,       2,      36,    2214,       0,    1371,   82368,       0
0000000000000002,fffffffe,       0,       0,       0,       0,       0,       0
0000000000000005,       1,    1380,   82854,       0,      32,    2028,       0
0000000000000005,       2,      31,    1968,       0,    1370,   82254,       0
0000000000000005,fffffffe,       0,       0,       0,       0,       0,       0
0000000000000009,       1,    1376,   82614,       0,      27,    1728,       0
0000000000000009,       2,      15,    1008,       0,    1375,   82554,       0
