datapath;in-port;eth-dst;out-port;packets;bytes
000000000000001a;1;f2:a9:ce:7a:1c:b9;2;1113447;603475899
000000000000001a;2;ae:56:39:e0:e1:96;1;27;1497
6;1;f2:a9:ce:7a:1c:b9;4;1113447;603475899
6;4;ae:56:39:e0:e1:96;1;28;1571
000000000000001b;1;f2:a9:ce:7a:1c:b9;3;1113447;603475899
000000000000001b;3;ae:56:39:e0:e1:96;1;27;1497
000000000000000a;1;f2:a9:ce:7a:1c:b9;2;1113447;603475899
000000000000000a;2;ae:56:39:e0:e1:96;1;28;1571
000000000000001b;1;f2:a9:ce:7a:1c:b9;3;1139024;617338633
000000000000001b;3;ae:56:39:e0:e1:96;1;27;1497
000000000000000a;1;f2:a9:ce:7a:1c:b9;2;1139024;617338633
000000000000000a;2;ae:56:39:e0:e1:96;1;28;1571
000000000000001a;1;f2:a9:ce:7a:1c:b9;2;1139024;617338633
000000000000001a;2;ae:56:39:e0:e1:96;1;27;1497
3;2;ae:56:39:e0:e1:96;5;28;1571
3;5;f2:a9:ce:7a:1c:b9;2;1139024;617338633
6;1;f2:a9:ce:7a:1c:b9;4;1139024;617338633
6;4;ae:56:39:e0:e1:96;1;28;1571
3;2;ae:56:39:e0:e1:96;5;28;1571
3;5;f2:a9:ce:7a:1c:b9;2;1164810;631314645
6;1;f2:a9:ce:7a:1c:b9;4;1164810;631314645
6;4;ae:56:39:e0:e1:96;1;28;1571
000000000000001a;1;f2:a9:ce:7a:1c:b9;2;1164810;631314645
000000000000001a;2;ae:56:39:e0:e1:96;1;27;1497
000000000000001b;1;f2:a9:ce:7a:1c:b9;3;1164810;631314645
000000000000001b;3;ae:56:39:e0:e1:96;1;27;1497
000000000000000a;1;f2:a9:ce:7a:1c:b9;2;1164810;631314645
000000000000000a;2;ae:56:39:e0:e1:96;1;28;1571
3;2;ae:56:39:e0:e1:96;5;29;1613
3;5;f2:a9:ce:7a:1c:b9;2;1190435;645202895
6;1;f2:a9:ce:7a:1c:b9;4;1190435;645202895
6;4;ae:56:39:e0:e1:96;1;29;1613
000000000000001b;1;f2:a9:ce:7a:1c:b9;3;1190435;645202895
000000000000001b;3;ae:56:39:e0:e1:96;1;28;1539
000000000000000a;1;f2:a9:ce:7a:1c:b9;2;1190435;645202895
000000000000000a;2;ae:56:39:e0:e1:96;1;29;1613
000000000000001a;1;f2:a9:ce:7a:1c:b9;2;1190435;645202895
000000000000001a;2;ae:56:39:e0:e1:96;1;28;1539
3;2;ae:56:39:e0:e1:96;5;29;1613
3;5;f2:a9:ce:7a:1c:b9;2;1215595;658839615
000000000000001b;1;f2:a9:ce:7a:1c:b9;3;1215595;658839615
000000000000001b;3;ae:56:39:e0:e1:96;1;28;1539
000000000000001a;1;f2:a9:ce:7a:1c:b9;2;1215595;658839615
000000000000001a;2;ae:56:39:e0:e1:96;1;28;1539
6;1;f2:a9:ce:7a:1c:b9;4;1215595;658839615
6;4;ae:56:39:e0:e1:96;1;29;1613
000000000000000a;1;f2:a9:ce:7a:1c:b9;2;1215595;658839615
000000000000000a;2;ae:56:39:e0:e1:96;1;29;1613
000000000000001b;1;f2:a9:ce:7a:1c:b9;3;1240825;672514275
000000000000001b;3;ae:56:39:e0:e1:96;1;28;1539
6;1;f2:a9:ce:7a:1c:b9;4;1240825;672514275
6;4;ae:56:39:e0:e1:96;1;29;1613
3;2;ae:56:39:e0:e1:96;5;29;1613
3;5;f2:a9:ce:7a:1c:b9;2;1240825;672514275
000000000000001a;1;f2:a9:ce:7a:1c:b9;2;1240825;672514275
000000000000001a;2;ae:56:39:e0:e1:96;1;28;1539
000000000000000a;1;f2:a9:ce:7a:1c:b9;2;1240825;672514275
000000000000000a;2;ae:56:39:e0:e1:96;1;29;1613
3;2;ae:56:39:e0:e1:96;5;30;1655
3;5;f2:a9:ce:7a:1c:b9;2;1266580;686472985
000000000000000a;1;f2:a9:ce:7a:1c:b9;2;1266580;686472985
000000000000000a;2;ae:56:39:e0:e1:96;1;30;1655
6;1;f2:a9:ce:7a:1c:b9;4;1266580;686472985
6;4;ae:56:39:e0:e1:96;1;30;1655
000000000000001b;1;f2:a9:ce:7a:1c:b9;3;1266580;686472985
000000000000001b;3;ae:56:39:e0:e1:96;1;29;1581
000000000000001a;1;f2:a9:ce:7a:1c:b9;2;1266580;686472985
000000000000001a;2;ae:56:39:e0:e1:96;1;29;1581
000000000000001a;1;f2:a9:ce:7a:1c:b9;2;1292108;700308186
000000000000001a;2;ae:56:39:e0:e1:96;1;32;1756
000000000000000a;1;f2:a9:ce:7a:1c:b9;2;1292108;700308186
000000000000000a;2;ae:56:39:e0:e1:96;1;33;1830
6;1;f2:a9:ce:7a:1c:b9;4;1292108;700308186
6;4;ae:56:39:e0:e1:96;1;33;1830
000000000000001b;1;f2:a9:ce:7a:1c:b9;3;1292108;700308186
000000000000001b;3;ae:56:39:e0:e1:96;1;32;1756
3;2;ae:56:39:e0:e1:96;5;33;1830
3;5;f2:a9:ce:7a:1c:b9;2;1292108;700308186
6;1;f2:a9:ce:7a:1c:b9;4;1317638;714145446
6;4;ae:56:39:e0:e1:96;1;33;1830
000000000000001b;1;f2:a9:ce:7a:1c:b9;3;1317638;714145446
000000000000001b;3;ae:56:39:e0:e1:96;1;32;1756
3;2;ae:56:39:e0:e1:96;5;33;1830
3;5;f2:a9:ce:7a:1c:b9;2;1317638;714145446
000000000000001a;1;f2:a9:ce:7a:1c:b9;2;1317638;714145446
000000000000001a;2;ae:56:39:e0:e1:96;1;32;1756
000000000000000a;1;f2:a9:ce:7a:1c:b9;2;1317638;714145446
000000000000000a;2;ae:56:39:e0:e1:96;1;33;1830
000000000000000a;1;f2:a9:ce:7a:1c:b9;2;1343227;728014684
000000000000000a;2;ae:56:39:e0:e1:96;1;33;1830
000000000000001a;1;f2:a9:ce:7a:1c:b9;2;1343227;728014684
000000000000001a;2;ae:56:39:e0:e1:96;1;32;1756
000000000000001b;1;f2:a9:ce:7a:1c:b9;3;1343227;728014684
000000000000001b;3;ae:56:39:e0:e1:96;1;32;1756
3;2;ae:56:39:e0:e1:96;5;33;1830
3;5;f2:a9:ce:7a:1c:b9;2;1343227;728014684
6;1;f2:a9:ce:7a:1c:b9;4;1343227;728014684
6;4;ae:56:39:e0:e1:96;1;33;1830
6;1;f2:a9:ce:7a:1c:b9;4;1368820;741885590
6;4;ae:56:39:e0:e1:96;1;34;1872
000000000000001b;1;f2:a9:ce:7a:1c:b9;3;1368820;741885590
000000000000001b;3;ae:56:39:e0:e1:96;1;33;1798
3;2;ae:56:39:e0:e1:96;5;34;1872
3;5;f2:a9:ce:7a:1c:b9;2;1368820;741885590
000000000000000a;1;f2:a9:ce:7a:1c:b9;2;1368820;741885590
000000000000000a;2;ae:56:39:e0:e1:96;1;34;1872
000000000000001a;1;f2:a9:ce:7a:1c:b9;2;1368820;741885590
000000000000001a;2;ae:56:39:e0:e1:96;1;33;1798
000000000000001a;1;f2:a9:ce:7a:1c:b9;2;1394269;755678948
000000000000001a;2;ae:56:39:e0:e1:96;1;33;1798
000000000000000a;1;f2:a9:ce:7a:1c:b9;2;1394269;755678948
000000000000000a;2;ae:56:39:e0:e1:96;1;34;1872
3;2;ae:56:39:e0:e1:96;5;34;1872
3;5;f2:a9:ce:7a:1c:b9;2;1394269;755678948
000000000000001b;1;f2:a9:ce:7a:1c:b9;3;1394269;755678948
000000000000001b;3;ae:56:39:e0:e1:96;1;33;1798
6;1;f2:a9:ce:7a:1c:b9;4;1394269;755678948
6;4;ae:56:39:e0:e1:96;1;34;1872
6;1;f2:a9:ce:7a:1c:b9;4;1419863;769550896
6;4;ae:56:39:e0:e1:96;1;34;1872
3;2;ae:56:39:e0:e1:96;5;34;1872
3;5;f2:a9:ce:7a:1c:b9;2;1419863;769550896
000000000000001a;1;f2:a9:ce:7a:1c:b9;2;1419863;769550896
000000000000001a;2;ae:56:39:e0:e1:96;1;33;1798
000000000000001b;1;f2:a9:ce:7a:1c:b9;3;1419863;769550896
000000000000001b;3;ae:56:39:e0:e1:96;1;33;1798
000000000000000a;1;f2:a9:ce:7a:1c:b9;2;1419863;769550896
000000000000000a;2;ae:56:39:e0:e1:96;1;34;1872
000000000000001b;1;f2:a9:ce:7a:1c:b9;3;1444567;782939964
000000000000001b;3;ae:56:39:e0:e1:96;1;34;1840
000000000000001a;1;f2:a9:ce:7a:1c:b9;2;1444567;782939964
000000000000001a;2;ae:56:39:e0:e1:96;1;34;1840
000000000000000a;1;f2:a9:ce:7a:1c:b9;2;1444567;782939964
000000000000000a;2;ae:56:39:e0:e1:96;1;35;1914
6;1;f2:a9:ce:7a:1c:b9;4;1444567;782939964
6;4;ae:56:39:e0:e1:96;1;35;1914
3;2;ae:56:39:e0:e1:96;5;35;1914
3;5;f2:a9:ce:7a:1c:b9;2;1444567;782939964
000000000000001b;1;f2:a9:ce:7a:1c:b9;3;1470386;796933862
000000000000001b;3;ae:56:39:e0:e1:96;1;34;1840
3;2;ae:56:39:e0:e1:96;5;35;1914
3;5;f2:a9:ce:7a:1c:b9;2;1470386;796933862
6;1;f2:a9:ce:7a:1c:b9;4;1470386;796933862
6;4;ae:56:39:e0:e1:96;1;35;1914
000000000000000a;1;f2:a9:ce:7a:1c:b9;2;1470386;796933862
000000000000000a;2;ae:56:39:e0:e1:96;1;35;1914
000000000000001a;1;f2:a9:ce:7a:1c:b9;2;1470386;796933862
000000000000001a;2;ae:56:39:e0:e1:96;1;34;1840
6;1;f2:a9:ce:7a:1c:b9;4;1495807;810712044
6;4;ae:56:39:e0:e1:96;1;35;1914
000000000000001a;1;f2:a9:ce:7a:1c:b9;2;1495807;810712044
000000000000001a;2;ae:56:39:e0:e1:96;1;34;1840
000000000000000a;1;f2:a9:ce:7a:1c:b9;2;1495807;810712044
000000000000000a;2;ae:56:39:e0:e1:96;1;35;1914
000000000000001b;1;f2:a9:ce:7a:1c:b9;3;1495807;810712044
000000000000001b;3;ae:56:39:e0:e1:96;1;34;1840
3;2;ae:56:39:e0:e1:96;5;35;1914
3;5;f2:a9:ce:7a:1c:b9;2;1495807;810712044
000000000000001b;1;f2:a9:ce:7a:1c:b9;3;1521193;824470756
000000000000001b;3;ae:56:39:e0:e1:96;1;35;1882
000000000000000a;1;f2:a9:ce:7a:1c:b9;2;1521193;824470756
000000000000000a;2;ae:56:39:e0:e1:96;1;36;1956
000000000000001a;1;f2:a9:ce:7a:1c:b9;2;1521193;824470756
000000000000001a;2;ae:56:39:e0:e1:96;1;35;1882
3;2;ae:56:39:e0:e1:96;5;36;1956
3;5;f2:a9:ce:7a:1c:b9;2;1521193;824470756
6;1;f2:a9:ce:7a:1c:b9;4;1521193;824470756
6;4;ae:56:39:e0:e1:96;1;36;1956
000000000000000a;1;f2:a9:ce:7a:1c:b9;2;1546810;838354195
000000000000000a;2;ae:56:39:e0:e1:96;1;39;2131
3;2;ae:56:39:e0:e1:96;5;39;2131
3;5;f2:a9:ce:7a:1c:b9;2;1546810;838354195
000000000000001a;1;f2:a9:ce:7a:1c:b9;2;1546810;838354195
000000000000001a;2;ae:56:39:e0:e1:96;1;38;2057
000000000000001b;1;f2:a9:ce:7a:1c:b9;3;1546810;838354195
000000000000001b;3;ae:56:39:e0:e1:96;1;38;2057
6;1;f2:a9:ce:7a:1c:b9;4;1546810;838354195
6;4;ae:56:39:e0:e1:96;1;39;2131
3;2;ae:56:39:e0:e1:96;5;39;2131
3;5;f2:a9:ce:7a:1c:b9;2;1569291;850538897
6;1;f2:a9:ce:7a:1c:b9;4;1569291;850538897
6;4;ae:56:39:e0:e1:96;1;39;2131
000000000000001b;1;f2:a9:ce:7a:1c:b9;3;1569291;850538897
000000000000001b;3;ae:56:39:e0:e1:96;1;38;2057
000000000000001a;1;f2:a9:ce:7a:1c:b9;2;1569291;850538897
000000000000001a;2;ae:56:39:e0:e1:96;1;38;2057
000000000000000a;1;f2:a9:ce:7a:1c:b9;2;1569291;850538897
000000000000000a;2;ae:56:39:e0:e1:96;1;39;2131
6;1;f2:a9:ce:7a:1c:b9;4;1590538;862054271
6;4;ae:56:39:e0:e1:96;1;40;2173
000000000000001a;1;f2:a9:ce:7a:1c:b9;2;1590538;862054271
000000000000001a;2;ae:56:39:e0:e1:96;1;39;2099
3;2;ae:56:39:e0:e1:96;5;40;2173
3;5;f2:a9:ce:7a:1c:b9;2;1590538;862054271
000000000000001b;1;f2:a9:ce:7a:1c:b9;3;1590538;862054271
000000000000001b;3;ae:56:39:e0:e1:96;1;39;2099
000000000000000a;1;f2:a9:ce:7a:1c:b9;2;1590538;862054271
000000000000000a;2;ae:56:39:e0:e1:96;1;40;2173
3;2;ae:56:39:e0:e1:96;5;40;2173
3;5;f2:a9:ce:7a:1c:b9;2;1616103;875910501
000000000000000a;1;f2:a9:ce:7a:1c:b9;2;1616103;875910501
000000000000000a;2;ae:56:39:e0:e1:96;1;40;2173
000000000000001b;1;f2:a9:ce:7a:1c:b9;3;1616103;875910501
000000000000001b;3;ae:56:39:e0:e1:96;1;39;2099
000000000000001a;1;f2:a9:ce:7a:1c:b9;2;1616103;875910501
000000000000001a;2;ae:56:39:e0:e1:96;1;39;2099
6;1;f2:a9:ce:7a:1c:b9;4;1616103;875910501
6;4;ae:56:39:e0:e1:96;1;40;2173
000000000000000a;1;f2:a9:ce:7a:1c:b9;2;1641607;889733669
000000000000000a;2;ae:56:39:e0:e1:96;1;40;2173
3;2;ae:56:39:e0:e1:96;5;40;2173
3;5;f2:a9:ce:7a:1c:b9;2;1641607;889733669
000000000000001a;1;f2:a9:ce:7a:1c:b9;2;1641607;889733669
000000000000001a;2;ae:56:39:e0:e1:96;1;39;2099
6;1;f2:a9:ce:7a:1c:b9;4;1641607;889733669
6;4;ae:56:39:e0:e1:96;1;40;2173
000000000000001b;1;f2:a9:ce:7a:1c:b9;3;1641607;889733669
000000000000001b;3;ae:56:39:e0:e1:96;1;39;2099
3;2;ae:56:39:e0:e1:96;5;41;2215
3;5;f2:a9:ce:7a:1c:b9;2;1666983;903486961
000000000000000a;1;f2:a9:ce:7a:1c:b9;2;1666983;903486961
000000000000000a;2;ae:56:39:e0:e1:96;1;41;2215
000000000000001a;1;f2:a9:ce:7a:1c:b9;2;1666983;903486961
000000000000001a;2;ae:56:39:e0:e1:96;1;40;2141
000000000000001b;1;f2:a9:ce:7a:1c:b9;3;1666983;903486961
000000000000001b;3;ae:56:39:e0:e1:96;1;40;2141
6;1;f2:a9:ce:7a:1c:b9;4;1666983;903486961
6;4;ae:56:39:e0:e1:96;1;41;2215
3;2;ae:56:39:e0:e1:96;5;41;2215
3;5;f2:a9:ce:7a:1c:b9;2;1692439;917284113
000000000000001a;1;f2:a9:ce:7a:1c:b9;2;1692439;917284113
000000000000001a;2;ae:56:39:e0:e1:96;1;40;2141
6;1;f2:a9:ce:7a:1c:b9;4;1692439;917284113
6;4;ae:56:39:e0:e1:96;1;41;2215
000000000000001b;1;f2:a9:ce:7a:1c:b9;3;1692439;917284113
000000000000001b;3;ae:56:39:e0:e1:96;1;40;2141
000000000000000a;1;f2:a9:ce:7a:1c:b9;2;1692439;917284113
000000000000000a;2;ae:56:39:e0:e1:96;1;41;2215
6;1;f2:a9:ce:7a:1c:b9;4;1718068;931174531
6;4;ae:56:39:e0:e1:96;1;42;2257
000000000000000a;1;f2:a9:ce:7a:1c:b9;2;1718068;931174531
000000000000000a;2;ae:56:39:e0:e1:96;1;42;2257
3;2;ae:56:39:e0:e1:96;5;42;2257
3;5;f2:a9:ce:7a:1c:b9;2;1718068;931174531
000000000000001a;1;f2:a9:ce:7a:1c:b9;2;1718068;931174531
000000000000001a;2;ae:56:39:e0:e1:96;1;41;2183
000000000000001b;1;f2:a9:ce:7a:1c:b9;3;1718068;931174531
000000000000001b;3;ae:56:39:e0:e1:96;1;41;2183
000000000000001a;1;f2:a9:ce:7a:1c:b9;2;1743868;945158131
000000000000001a;2;ae:56:39:e0:e1:96;1;41;2183
6;1;f2:a9:ce:7a:1c:b9;4;1743868;945158131
6;4;ae:56:39:e0:e1:96;1;42;2257
000000000000000a;1;f2:a9:ce:7a:1c:b9;2;1743868;945158131
000000000000000a;2;ae:56:39:e0:e1:96;1;42;2257
000000000000001b;1;f2:a9:ce:7a:1c:b9;3;1743868;945158131
000000000000001b;3;ae:56:39:e0:e1:96;1;41;2183
3;2;ae:56:39:e0:e1:96;5;42;2257
3;5;f2:a9:ce:7a:1c:b9;2;1743868;945158131
3;2;ae:56:39:e0:e1:96;5;43;2299
3;5;f2:a9:ce:7a:1c:b9;2;1769319;958952073
000000000000001b;1;f2:a9:ce:7a:1c:b9;3;1769319;958952073
000000000000001b;3;ae:56:39:e0:e1:96;1;42;2225
000000000000000a;1;f2:a9:ce:7a:1c:b9;2;1769319;958952073
000000000000000a;2;ae:56:39:e0:e1:96;1;43;2299
6;1;f2:a9:ce:7a:1c:b9;4;1769319;958952073
6;4;ae:56:39:e0:e1:96;1;43;2299
000000000000001a;1;f2:a9:ce:7a:1c:b9;2;1769319;958952073
000000000000001a;2;ae:56:39:e0:e1:96;1;42;2225
000000000000001a;1;f2:a9:ce:7a:1c:b9;2;1794716;972716272
000000000000001a;2;ae:56:39:e0:e1:96;1;45;2400
6;1;f2:a9:ce:7a:1c:b9;4;1794716;972716272
6;4;ae:56:39:e0:e1:96;1;46;2474
3;2;ae:56:39:e0:e1:96;5;46;2474
3;5;f2:a9:ce:7a:1c:b9;2;1794716;972716272
000000000000000a;1;f2:a9:ce:7a:1c:b9;2;1794716;972716272
000000000000000a;2;ae:56:39:e0:e1:96;1;46;2474
000000000000001b;1;f2:a9:ce:7a:1c:b9;3;1794716;972716272
000000000000001b;3;ae:56:39:e0:e1:96;1;45;2400
6;1;f2:a9:ce:7a:1c:b9;4;1820275;986569250
6;4;ae:56:39:e0:e1:96;1;46;2474
000000000000001b;1;f2:a9:ce:7a:1c:b9;3;1820275;986569250
000000000000001b;3;ae:56:39:e0:e1:96;1;45;2400
3;2;ae:56:39:e0:e1:96;5;46;2474
3;5;f2:a9:ce:7a:1c:b9;2;1820275;986569250
000000000000000a;1;f2:a9:ce:7a:1c:b9;2;1820275;986569250
000000000000000a;2;ae:56:39:e0:e1:96;1;46;2474
000000000000001a;1;f2:a9:ce:7a:1c:b9;2;1820275;986569250
000000000000001a;2;ae:56:39:e0:e1:96;1;45;2400
000000000000001b;1;f2:a9:ce:7a:1c:b9;3;1846029;1000527418
000000000000001b;3;ae:56:39:e0:e1:96;1;46;2442
000000000000000a;1;f2:a9:ce:7a:1c:b9;2;1846029;1000527418
000000000000000a;2;ae:56:39:e0:e1:96;1;47;2516
6;1;f2:a9:ce:7a:1c:b9;4;1846029;1000527418
6;4;ae:56:39:e0:e1:96;1;47;2516
3;2;ae:56:39:e0:e1:96;5;47;2516
3;5;f2:a9:ce:7a:1c:b9;2;1846029;1000527418
000000000000001a;1;f2:a9:ce:7a:1c:b9;2;1846029;1000527418
000000000000001a;2;ae:56:39:e0:e1:96;1;46;2442
3;2;ae:56:39:e0:e1:96;5;47;2516
3;5;f2:a9:ce:7a:1c:b9;2;1871579;1014375518
6;1;f2:a9:ce:7a:1c:b9;4;1871579;1014375518
6;4;ae:56:39:e0:e1:96;1;47;2516
000000000000000a;1;f2:a9:ce:7a:1c:b9;2;1871579;1014375518
000000000000000a;2;ae:56:39:e0:e1:96;1;47;2516
000000000000001b;1;f2:a9:ce:7a:1c:b9;3;1871579;1014375518
000000000000001b;3;ae:56:39:e0:e1:96;1;46;2442
000000000000001a;1;f2:a9:ce:7a:1c:b9;2;1871579;1014375518
000000000000001a;2;ae:56:39:e0:e1:96;1;46;2442
000000000000000a;1;f2:a9:ce:7a:1c:b9;2;1897022;1028165624
000000000000000a;2;ae:56:39:e0:e1:96;1;47;2516
000000000000001b;1;f2:a9:ce:7a:1c:b9;3;1897022;1028165624
000000000000001b;3;ae:56:39:e0:e1:96;1;46;2442
3;2;ae:56:39:e0:e1:96;5;47;2516
3;5;f2:a9:ce:7a:1c:b9;2;1897022;1028165624
6;1;f2:a9:ce:7a:1c:b9;4;1897022;1028165624
6;4;ae:56:39:e0:e1:96;1;47;2516
000000000000001a;1;f2:a9:ce:7a:1c:b9;2;1897022;1028165624
000000000000001a;2;ae:56:39:e0:e1:96;1;46;2442
6;1;f2:a9:ce:7a:1c:b9;4;1922770;1042120540
6;4;ae:56:39:e0:e1:96;1;48;2558
000000000000000a;1;f2:a9:ce:7a:1c:b9;2;1922770;1042120540
000000000000000a;2;ae:56:39:e0:e1:96;1;48;2558
000000000000001b;1;f2:a9:ce:7a:1c:b9;3;1922770;1042120540
000000000000001b;3;ae:56:39:e0:e1:96;1;47;2484
3;2;ae:56:39:e0:e1:96;5;48;2558
3;5;f2:a9:ce:7a:1c:b9;2;1922770;1042120540
000000000000001a;1;f2:a9:ce:7a:1c:b9;2;1922770;1042120540
000000000000001a;2;ae:56:39:e0:e1:96;1;47;2484
6;1;f2:a9:ce:7a:1c:b9;4;1948392;1056007664
6;4;ae:56:39:e0:e1:96;1;48;2558
000000000000000a;1;f2:a9:ce:7a:1c:b9;2;1948392;1056007664
000000000000000a;2;ae:56:39:e0:e1:96;1;48;2558
000000000000001a;1;f2:a9:ce:7a:1c:b9;2;1948392;1056007664
000000000000001a;2;ae:56:39:e0:e1:96;1;47;2484
000000000000001b;1;f2:a9:ce:7a:1c:b9;3;1948392;1056007664
000000000000001b;3;ae:56:39:e0:e1:96;1;47;2484
3;2;ae:56:39:e0:e1:96;5;48;2558
3;5;f2:a9:ce:7a:1c:b9;2;1948392;1056007664
6;1;f2:a9:ce:7a:1c:b9;4;1973706;1069727352
6;4;ae:56:39:e0:e1:96;1;49;2600
000000000000001b;1;f2:a9:ce:7a:1c:b9;3;1973706;1069727352
000000000000001b;3;ae:56:39:e0:e1:96;1;48;2526
000000000000001a;1;f2:a9:ce:7a:1c:b9;2;1973706;1069727352
000000000000001a;2;ae:56:39:e0:e1:96;1;48;2526
000000000000000a;1;f2:a9:ce:7a:1c:b9;2;1973706;1069727352
000000000000000a;2;ae:56:39:e0:e1:96;1;49;2600
3;2;ae:56:39:e0:e1:96;5;49;2600
3;5;f2:a9:ce:7a:1c:b9;2;1973706;1069727352
000000000000001a;1;f2:a9:ce:7a:1c:b9;2;1998698;1083273016
000000000000001a;2;ae:56:39:e0:e1:96;1;48;2526
6;1;f2:a9:ce:7a:1c:b9;4;1998698;1083273016
6;4;ae:56:39:e0:e1:96;1;49;2600
3;2;ae:56:39:e0:e1:96;5;49;2600
3;5;f2:a9:ce:7a:1c:b9;2;1997558;1082655136
000000000000000a;1;f2:a9:ce:7a:1c:b9;2;1998698;1083273016
000000000000000a;2;ae:56:39:e0:e1:96;1;49;2600
000000000000001b;1;f2:a9:ce:7a:1c:b9;3;1998698;1083273016
000000000000001b;3;ae:56:39:e0:e1:96;1;48;2526
6;1;f2:a9:ce:7a:1c:b9;4;2023158;1096529836
6;4;ae:56:39:e0:e1:96;1;50;2642
000000000000000a;1;f2:a9:ce:7a:1c:b9;2;2024446;1097227932
000000000000000a;2;ae:56:39:e0:e1:96;1;50;2642
000000000000001a;1;f2:a9:ce:7a:1c:b9;2;2024446;1097227932
000000000000001a;2;ae:56:39:e0:e1:96;1;49;2568
000000000000001b;1;f2:a9:ce:7a:1c:b9;3;2024446;1097227932
000000000000001b;3;ae:56:39:e0:e1:96;1;49;2568
3;2;ae:56:39:e0:e1:96;5;50;2642
3;5;f2:a9:ce:7a:1c:b9;2;2023158;1096529836
000000000000001b;1;f2:a9:ce:7a:1c:b9;3;2050250;1111212725
000000000000001b;3;ae:56:39:e0:e1:96;1;52;2743
6;1;f2:a9:ce:7a:1c:b9;4;2048977;1110522759
6;4;ae:56:39:e0:e1:96;1;53;2817
3;2;ae:56:39:e0:e1:96;5;53;2817
3;5;f2:a9:ce:7a:1c:b9;2;2048977;1110522759
000000000000001a;1;f2:a9:ce:7a:1c:b9;2;2050250;1111212725
000000000000001a;2;ae:56:39:e0:e1:96;1;52;2743
000000000000000a;1;f2:a9:ce:7a:1c:b9;2;2048977;1110522759
000000000000000a;2;ae:56:39:e0:e1:96;1;53;2817
6;1;f2:a9:ce:7a:1c:b9;4;2074535;1124375195
6;4;ae:56:39:e0:e1:96;1;53;2817
000000000000001a;1;f2:a9:ce:7a:1c:b9;2;2075811;1125066787
000000000000001a;2;ae:56:39:e0:e1:96;1;52;2743
3;2;ae:56:39:e0:e1:96;5;53;2817
3;5;f2:a9:ce:7a:1c:b9;2;2074535;1124375195
000000000000001b;1;f2:a9:ce:7a:1c:b9;3;2075811;1125066787
000000000000001b;3;ae:56:39:e0:e1:96;1;52;2743
000000000000000a;1;f2:a9:ce:7a:1c:b9;2;2074535;1124375195
000000000000000a;2;ae:56:39:e0:e1:96;1;53;2817
000000000000000a;1;f2:a9:ce:7a:1c:b9;2;2099937;1138142579
000000000000000a;2;ae:56:39:e0:e1:96;1;54;2859
000000000000001a;1;f2:a9:ce:7a:1c:b9;2;2101193;1138823331
000000000000001a;2;ae:56:39:e0:e1:96;1;53;2785
3;2;ae:56:39:e0:e1:96;5;54;2859
3;5;f2:a9:ce:7a:1c:b9;2;2099937;1138142579
000000000000001b;1;f2:a9:ce:7a:1c:b9;3;2101193;1138823331
000000000000001b;3;ae:56:39:e0:e1:96;1;53;2785
6;1;f2:a9:ce:7a:1c:b9;4;2099937;1138142579
6;4;ae:56:39:e0:e1:96;1;54;2859
3;2;ae:56:39:e0:e1:96;5;54;2859
3;5;f2:a9:ce:7a:1c:b9;2;2124012;1151191229
000000000000001b;1;f2:a9:ce:7a:1c:b9;3;2124012;1151191229
000000000000001b;3;ae:56:39:e0:e1:96;1;53;2785
000000000000000a;1;f2:a9:ce:7a:1c:b9;2;2124012;1151191229
000000000000000a;2;ae:56:39:e0:e1:96;1;54;2859
000000000000001a;1;f2:a9:ce:7a:1c:b9;2;2124012;1151191229
000000000000001a;2;ae:56:39:e0:e1:96;1;53;2785
6;1;f2:a9:ce:7a:1c:b9;4;2124012;1151191229
6;4;ae:56:39:e0:e1:96;1;54;2859
000000000000001a;1;f2:a9:ce:7a:1c:b9;2;2149820;1165179165
000000000000001a;2;ae:56:39:e0:e1:96;1;53;2785
000000000000001b;1;f2:a9:ce:7a:1c:b9;3;2149820;1165179165
000000000000001b;3;ae:56:39:e0:e1:96;1;53;2785
3;2;ae:56:39:e0:e1:96;5;54;2859
3;5;f2:a9:ce:7a:1c:b9;2;2149820;1165179165
6;1;f2:a9:ce:7a:1c:b9;4;2149820;1165179165
6;4;ae:56:39:e0:e1:96;1;54;2859
000000000000000a;1;f2:a9:ce:7a:1c:b9;2;2149820;1165179165
000000000000000a;2;ae:56:39:e0:e1:96;1;54;2859
000000000000000a;1;f2:a9:ce:7a:1c:b9;2;2175285;1178980695
000000000000000a;2;ae:56:39:e0:e1:96;1;55;2901
6;1;f2:a9:ce:7a:1c:b9;4;2175285;1178980695
6;4;ae:56:39:e0:e1:96;1;55;2901
000000000000001a;1;f2:a9:ce:7a:1c:b9;2;2175285;1178980695
000000000000001a;2;ae:56:39:e0:e1:96;1;54;2827
3;2;ae:56:39:e0:e1:96;5;55;2901
3;5;f2:a9:ce:7a:1c:b9;2;2175285;1178980695
000000000000001b;1;f2:a9:ce:7a:1c:b9;3;2175285;1178980695
000000000000001b;3;ae:56:39:e0:e1:96;1;54;2827
6;1;f2:a9:ce:7a:1c:b9;4;2200935;1192882995
6;4;ae:56:39:e0:e1:96;1;55;2901
3;2;ae:56:39:e0:e1:96;5;55;2901
3;5;f2:a9:ce:7a:1c:b9;2;2200935;1192882995
000000000000001a;1;f2:a9:ce:7a:1c:b9;2;2200935;1192882995
000000000000001a;2;ae:56:39:e0:e1:96;1;54;2827
