datapath;in-port;eth-dst;out-port;packets;bytes
3;5;de:f5:ad:55:e8:54;2;27065327;2002833503
000000000000001b;1;de:f5:ad:55:e8:54;3;27065327;2002833503
000000000000001b;3;0e:9b:90:6e:a3:53;1;465;45469
6;1;de:f5:ad:55:e8:54;4;27065327;2002833503
6;4;0e:9b:90:6e:a3:53;1;465;45469
3;2;0e:9b:90:6e:a3:53;5;477;46573
3;5;de:f5:ad:55:e8:54;2;27688085;2048917531
6;1;de:f5:ad:55:e8:54;4;27688085;2048917531
6;4;0e:9b:90:6e:a3:53;1;477;46573
000000000000000a;1;de:f5:ad:55:e8:54;2;27688085;2048917531
000000000000000a;2;0e:9b:90:6e:a3:53;1;477;46573
000000000000001a;1;de:f5:ad:55:e8:54;2;27688085;2048917531
000000000000001a;2;0e:9b:90:6e:a3:53;1;477;46573
000000000000001b;1;de:f5:ad:55:e8:54;3;27688085;2048917531
000000000000001b;3;0e:9b:90:6e:a3:53;1;477;46573
3;2;0e:9b:90:6e:a3:53;5;487;47593
3;5;de:f5:ad:55:e8:54;2;28340430;2097191061
000000000000001a;1;de:f5:ad:55:e8:54;2;28340430;2097191061
000000000000001a;2;0e:9b:90:6e:a3:53;1;487;47593
000000000000001b;1;de:f5:ad:55:e8:54;3;28340430;2097191061
000000000000001b;3;0e:9b:90:6e:a3:53;1;487;47593
6;1;de:f5:ad:55:e8:54;4;28340430;2097191061
6;4;0e:9b:90:6e:a3:53;1;487;47593
000000000000000a;1;de:f5:ad:55:e8:54;2;28340430;2097191061
000000000000000a;2;0e:9b:90:6e:a3:53;1;487;47593
000000000000000a;1;de:f5:ad:55:e8:54;2;28978150;2144382309
000000000000000a;2;0e:9b:90:6e:a3:53;1;498;48655
000000000000001a;1;de:f5:ad:55:e8:54;2;28978150;2144382309
000000000000001a;2;0e:9b:90:6e:a3:53;1;498;48655
6;1;de:f5:ad:55:e8:54;4;28978150;2144382309
6;4;0e:9b:90:6e:a3:53;1;498;48655
3;2;0e:9b:90:6e:a3:53;5;498;48655
3;5;de:f5:ad:55:e8:54;2;28978150;2144382309
000000000000001b;1;de:f5:ad:55:e8:54;3;28978150;2144382309
000000000000001b;3;0e:9b:90:6e:a3:53;1;498;48655
6;1;de:f5:ad:55:e8:54;4;29603013;2190622139
6;4;0e:9b:90:6e:a3:53;1;509;49717
000000000000001b;1;de:f5:ad:55:e8:54;3;29603013;2190622139
000000000000001b;3;0e:9b:90:6e:a3:53;1;509;49717
000000000000000a;1;de:f5:ad:55:e8:54;2;29603013;2190622139
000000000000000a;2;0e:9b:90:6e:a3:53;1;509;49717
3;2;0e:9b:90:6e:a3:53;5;509;49717
3;5;de:f5:ad:55:e8:54;2;29603013;2190622139
000000000000001a;1;de:f5:ad:55:e8:54;2;29603013;2190622139
000000000000001a;2;0e:9b:90:6e:a3:53;1;509;49717
000000000000000a;1;de:f5:ad:55:e8:54;2;30252617;2238692803
000000000000000a;2;0e:9b:90:6e:a3:53;1;520;50779
6;1;de:f5:ad:55:e8:54;4;30252617;2238692803
6;4;0e:9b:90:6e:a3:53;1;520;50779
3;2;0e:9b:90:6e:a3:53;5;520;50779
3;5;de:f5:ad:55:e8:54;2;30252617;2238692803
000000000000001a;1;de:f5:ad:55:e8:54;2;30252617;2238692803
000000000000001a;2;0e:9b:90:6e:a3:53;1;520;50779
000000000000001b;1;de:f5:ad:55:e8:54;3;30252617;2238692803
000000000000001b;3;0e:9b:90:6e:a3:53;1;520;50779
3;2;0e:9b:90:6e:a3:53;5;530;51799
3;5;de:f5:ad:55:e8:54;2;30897540;2286417105
000000000000000a;1;de:f5:ad:55:e8:54;2;30897540;2286417105
000000000000000a;2;0e:9b:90:6e:a3:53;1;530;51799
000000000000001b;1;de:f5:ad:55:e8:54;3;30897540;2286417105
000000000000001b;3;0e:9b:90:6e:a3:53;1;530;51799
6;1;de:f5:ad:55:e8:54;4;30897540;2286417105
6;4;0e:9b:90:6e:a3:53;1;530;51799
000000000000001a;1;de:f5:ad:55:e8:54;2;30897540;2286417105
000000000000001a;2;0e:9b:90:6e:a3:53;1;530;51799
000000000000001b;1;de:f5:ad:55:e8:54;3;31547762;2334533469
000000000000001b;3;0e:9b:90:6e:a3:53;1;542;52903
3;2;0e:9b:90:6e:a3:53;5;542;52903
3;5;de:f5:ad:55:e8:54;2;31547762;2334533469
000000000000001a;1;de:f5:ad:55:e8:54;2;31547762;2334533469
000000000000001a;2;0e:9b:90:6e:a3:53;1;542;52903
000000000000000a;1;de:f5:ad:55:e8:54;2;31547762;2334533469
000000000000000a;2;0e:9b:90:6e:a3:53;1;542;52903
6;1;de:f5:ad:55:e8:54;4;31547762;2334533469
6;4;0e:9b:90:6e:a3:53;1;542;52903
3;2;0e:9b:90:6e:a3:53;5;552;53923
3;5;de:f5:ad:55:e8:54;2;32180143;2381329663
000000000000000a;1;de:f5:ad:55:e8:54;2;32180143;2381329663
000000000000000a;2;0e:9b:90:6e:a3:53;1;552;53923
000000000000001a;1;de:f5:ad:55:e8:54;2;32180143;2381329663
000000000000001a;2;0e:9b:90:6e:a3:53;1;552;53923
000000000000001b;1;de:f5:ad:55:e8:54;3;32180143;2381329663
000000000000001b;3;0e:9b:90:6e:a3:53;1;552;53923
6;1;de:f5:ad:55:e8:54;4;32180143;2381329663
6;4;0e:9b:90:6e:a3:53;1;552;53923
000000000000001a;1;de:f5:ad:55:e8:54;2;32824981;2429047643
000000000000001a;2;0e:9b:90:6e:a3:53;1;563;54985
6;1;de:f5:ad:55:e8:54;4;32824981;2429047643
6;4;0e:9b:90:6e:a3:53;1;563;54985
000000000000001b;1;de:f5:ad:55:e8:54;3;32824981;2429047643
000000000000001b;3;0e:9b:90:6e:a3:53;1;563;54985
000000000000000a;1;de:f5:ad:55:e8:54;2;32824981;2429047643
000000000000000a;2;0e:9b:90:6e:a3:53;1;563;54985
3;2;0e:9b:90:6e:a3:53;5;563;54985
3;5;de:f5:ad:55:e8:54;2;32824981;2429047643
6;1;de:f5:ad:55:e8:54;4;33458452;2475924465
6;4;0e:9b:90:6e:a3:53;1;574;56047
000000000000001a;1;de:f5:ad:55:e8:54;2;33458452;2475924465
000000000000001a;2;0e:9b:90:6e:a3:53;1;574;56047
000000000000000a;1;de:f5:ad:55:e8:54;2;33458452;2475924465
000000000000000a;2;0e:9b:90:6e:a3:53;1;574;56047
000000000000001b;1;de:f5:ad:55:e8:54;3;33458452;2475924465
000000000000001b;3;0e:9b:90:6e:a3:53;1;574;56047
3;2;0e:9b:90:6e:a3:53;5;574;56047
3;5;de:f5:ad:55:e8:54;2;33458452;2475924465
3;2;0e:9b:90:6e:a3:53;5;585;57109
3;5;de:f5:ad:55:e8:54;2;34107220;2523933265
000000000000000a;1;de:f5:ad:55:e8:54;2;34107220;2523933265
000000000000000a;2;0e:9b:90:6e:a3:53;1;585;57109
000000000000001a;1;de:f5:ad:55:e8:54;2;34107220;2523933265
000000000000001a;2;0e:9b:90:6e:a3:53;1;585;57109
6;1;de:f5:ad:55:e8:54;4;34107220;2523933265
6;4;0e:9b:90:6e:a3:53;1;585;57109
000000000000001b;1;de:f5:ad:55:e8:54;3;34107220;2523933265
000000000000001b;3;0e:9b:90:6e:a3:53;1;585;57109
000000000000001b;1;de:f5:ad:55:e8:54;3;34735767;2570445743
000000000000001b;3;0e:9b:90:6e:a3:53;1;596;58231
6;1;de:f5:ad:55:e8:54;4;34735767;2570445743
6;4;0e:9b:90:6e:a3:53;1;596;58231
000000000000001a;1;de:f5:ad:55:e8:54;2;34735767;2570445743
000000000000001a;2;0e:9b:90:6e:a3:53;1;596;58231
000000000000000a;1;de:f5:ad:55:e8:54;2;34735767;2570445743
000000000000000a;2;0e:9b:90:6e:a3:53;1;596;58231
3;2;0e:9b:90:6e:a3:53;5;596;58231
3;5;de:f5:ad:55:e8:54;2;34735767;2570445743
6;1;de:f5:ad:55:e8:54;4;35372439;2617559407
6;4;0e:9b:90:6e:a3:53;1;608;59335
000000000000001a;1;de:f5:ad:55:e8:54;2;35372439;2617559407
000000000000001a;2;0e:9b:90:6e:a3:53;1;608;59335
3;2;0e:9b:90:6e:a3:53;5;608;59335
3;5;de:f5:ad:55:e8:54;2;35372439;2617559407
000000000000000a;1;de:f5:ad:55:e8:54;2;35372439;2617559407
000000000000000a;2;0e:9b:90:6e:a3:53;1;608;59335
000000000000001b;1;de:f5:ad:55:e8:54;3;35372439;2617559407
000000000000001b;3;0e:9b:90:6e:a3:53;1;608;59335
6;1;de:f5:ad:55:e8:54;4;36024747;2665830199
6;4;0e:9b:90:6e:a3:53;1;618;60355
3;2;0e:9b:90:6e:a3:53;5;618;60355
3;5;de:f5:ad:55:e8:54;2;36024747;2665830199
000000000000000a;1;de:f5:ad:55:e8:54;2;36024747;2665830199
000000000000000a;2;0e:9b:90:6e:a3:53;1;618;60355
000000000000001a;1;de:f5:ad:55:e8:54;2;36024747;2665830199
000000000000001a;2;0e:9b:90:6e:a3:53;1;618;60355
000000000000001b;1;de:f5:ad:55:e8:54;3;36024747;2665830199
000000000000001b;3;0e:9b:90:6e:a3:53;1;618;60355
000000000000001a;1;de:f5:ad:55:e8:54;2;36662631;2713033583
000000000000001a;2;0e:9b:90:6e:a3:53;1;629;61417
000000000000000a;1;de:f5:ad:55:e8:54;2;36662631;2713033583
000000000000000a;2;0e:9b:90:6e:a3:53;1;629;61417
000000000000001b;1;de:f5:ad:55:e8:54;3;36662631;2713033583
000000000000001b;3;0e:9b:90:6e:a3:53;1;629;61417
3;2;0e:9b:90:6e:a3:53;5;629;61417
3;5;de:f5:ad:55:e8:54;2;36662631;2713033583
6;1;de:f5:ad:55:e8:54;4;36662631;2713033583
6;4;0e:9b:90:6e:a3:53;1;629;61417
000000000000000a;1;de:f5:ad:55:e8:54;2;37287337;2759261795
000000000000000a;2;0e:9b:90:6e:a3:53;1;640;62479
000000000000001b;1;de:f5:ad:55:e8:54;3;37287337;2759261795
000000000000001b;3;0e:9b:90:6e:a3:53;1;640;62479
3;2;0e:9b:90:6e:a3:53;5;640;62479
3;5;de:f5:ad:55:e8:54;2;37287337;2759261795
6;1;de:f5:ad:55:e8:54;4;37287337;2759261795
6;4;0e:9b:90:6e:a3:53;1;640;62479
000000000000001a;1;de:f5:ad:55:e8:54;2;37287337;2759261795
000000000000001a;2;0e:9b:90:6e:a3:53;1;640;62479
6;1;de:f5:ad:55:e8:54;4;37935336;2807213689
6;4;0e:9b:90:6e:a3:53;1;651;63541
000000000000001b;1;de:f5:ad:55:e8:54;3;37935336;2807213689
000000000000001b;3;0e:9b:90:6e:a3:53;1;651;63541
000000000000000a;1;de:f5:ad:55:e8:54;2;37935336;2807213689
000000000000000a;2;0e:9b:90:6e:a3:53;1;651;63541
3;2;0e:9b:90:6e:a3:53;5;651;63541
3;5;de:f5:ad:55:e8:54;2;37935336;2807213689
000000000000001a;1;de:f5:ad:55:e8:54;2;37935336;2807213689
000000000000001a;2;0e:9b:90:6e:a3:53;1;651;63541
000000000000001b;1;de:f5:ad:55:e8:54;3;38590017;2855660083
000000000000001b;3;0e:9b:90:6e:a3:53;1;661;64561
000000000000000a;1;de:f5:ad:55:e8:54;2;38590017;2855660083
000000000000000a;2;0e:9b:90:6e:a3:53;1;661;64561
000000000000001a;1;de:f5:ad:55:e8:54;2;38590017;2855660083
000000000000001a;2;0e:9b:90:6e:a3:53;1;661;64561
3;2;0e:9b:90:6e:a3:53;5;661;64561
3;5;de:f5:ad:55:e8:54;2;38590017;2855660083
6;1;de:f5:ad:55:e8:54;4;38590017;2855660083
6;4;0e:9b:90:6e:a3:53;1;661;64561
3;2;0e:9b:90:6e:a3:53;5;672;65623
3;5;de:f5:ad:55:e8:54;2;39234462;2903348981
000000000000001a;1;de:f5:ad:55:e8:54;2;39234462;2903348981
000000000000001a;2;0e:9b:90:6e:a3:53;1;672;65623
000000000000001b;1;de:f5:ad:55:e8:54;3;39234462;2903348981
000000000000001b;3;0e:9b:90:6e:a3:53;1;672;65623
000000000000000a;1;de:f5:ad:55:e8:54;2;39234462;2903348981
000000000000000a;2;0e:9b:90:6e:a3:53;1;672;65623
6;1;de:f5:ad:55:e8:54;4;39234462;2903348981
6;4;0e:9b:90:6e:a3:53;1;672;65623
000000000000001a;1;de:f5:ad:55:e8:54;2;39868904;2950297657
000000000000001a;2;0e:9b:90:6e:a3:53;1;683;66685
3;2;0e:9b:90:6e:a3:53;5;683;66685
3;5;de:f5:ad:55:e8:54;2;39868904;2950297657
000000000000001b;1;de:f5:ad:55:e8:54;3;39868904;2950297657
000000000000001b;3;0e:9b:90:6e:a3:53;1;683;66685
6;1;de:f5:ad:55:e8:54;4;39868904;2950297657
6;4;0e:9b:90:6e:a3:53;1;683;66685
000000000000000a;1;de:f5:ad:55:e8:54;2;39868904;2950297657
000000000000000a;2;0e:9b:90:6e:a3:53;1;683;66685
3;2;0e:9b:90:6e:a3:53;5;693;67645
3;5;de:f5:ad:55:e8:54;2;40473697;2995052307
000000000000000a;1;de:f5:ad:55:e8:54;2;40505824;2997429705
000000000000000a;2;0e:9b:90:6e:a3:53;1;694;67747
6;1;de:f5:ad:55:e8:54;4;40473697;2995052307
6;4;0e:9b:90:6e:a3:53;1;693;67645
000000000000001b;1;de:f5:ad:55:e8:54;3;40505824;2997429705
000000000000001b;3;0e:9b:90:6e:a3:53;1;694;67747
000000000000001a;1;de:f5:ad:55:e8:54;2;40505824;2997429705
000000000000001a;2;0e:9b:90:6e:a3:53;1;694;67747
000000000000000a;1;de:f5:ad:55:e8:54;2;41119204;3042819825
000000000000000a;2;0e:9b:90:6e:a3:53;1;703;68665
000000000000001a;1;de:f5:ad:55:e8:54;2;41150723;3045152231
000000000000001a;2;0e:9b:90:6e:a3:53;1;704;68767
3;2;0e:9b:90:6e:a3:53;5;703;68665
3;5;de:f5:ad:55:e8:54;2;41119204;3042819825
6;1;de:f5:ad:55:e8:54;4;41119204;3042819825
6;4;0e:9b:90:6e:a3:53;1;703;68665
000000000000001b;1;de:f5:ad:55:e8:54;3;41150723;3045152231
000000000000001b;3;0e:9b:90:6e:a3:53;1;704;68767
6;1;de:f5:ad:55:e8:54;4;41755026;3089870589
6;4;0e:9b:90:6e:a3:53;1;715;69769
000000000000001a;1;de:f5:ad:55:e8:54;2;41779305;3091667235
000000000000001a;2;0e:9b:90:6e:a3:53;1;716;69871
000000000000001b;1;de:f5:ad:55:e8:54;3;41779305;3091667235
000000000000001b;3;0e:9b:90:6e:a3:53;1;716;69871
000000000000000a;1;de:f5:ad:55:e8:54;2;41755026;3089870589
000000000000000a;2;0e:9b:90:6e:a3:53;1;715;69769
3;2;0e:9b:90:6e:a3:53;5;715;69769
3;5;de:f5:ad:55:e8:54;2;41755026;3089870589
6;1;de:f5:ad:55:e8:54;4;42336146;3132873469
6;4;0e:9b:90:6e:a3:53;1;725;70789
000000000000001b;1;de:f5:ad:55:e8:54;3;42336146;3132873469
000000000000001b;3;0e:9b:90:6e:a3:53;1;725;70789
3;2;0e:9b:90:6e:a3:53;5;725;70789
3;5;de:f5:ad:55:e8:54;2;42336146;3132873469
000000000000000a;1;de:f5:ad:55:e8:54;2;42336146;3132873469
000000000000000a;2;0e:9b:90:6e:a3:53;1;725;70789
000000000000001a;1;de:f5:ad:55:e8:54;2;42336146;3132873469
000000000000001a;2;0e:9b:90:6e:a3:53;1;725;70789
000000000000001a;1;de:f5:ad:55:e8:54;2;42985793;3180947315
000000000000001a;2;0e:9b:90:6e:a3:53;1;736;71851
3;2;0e:9b:90:6e:a3:53;5;736;71851
3;5;de:f5:ad:55:e8:54;2;42985793;3180947315
000000000000001b;1;de:f5:ad:55:e8:54;3;42985793;3180947315
000000000000001b;3;0e:9b:90:6e:a3:53;1;736;71851
6;1;de:f5:ad:55:e8:54;4;42985793;3180947315
6;4;0e:9b:90:6e:a3:53;1;736;71851
000000000000000a;1;de:f5:ad:55:e8:54;2;42985793;3180947315
000000000000000a;2;0e:9b:90:6e:a3:53;1;736;71851
000000000000000a;1;de:f5:ad:55:e8:54;2;43638538;3229250413
000000000000000a;2;0e:9b:90:6e:a3:53;1;747;72913
000000000000001a;1;de:f5:ad:55:e8:54;2;43638538;3229250413
000000000000001a;2;0e:9b:90:6e:a3:53;1;747;72913
3;2;0e:9b:90:6e:a3:53;5;747;72913
3;5;de:f5:ad:55:e8:54;2;43638538;3229250413
6;1;de:f5:ad:55:e8:54;4;43638538;3229250413
6;4;0e:9b:90:6e:a3:53;1;747;72913
000000000000001b;1;de:f5:ad:55:e8:54;3;43638538;3229250413
000000000000001b;3;0e:9b:90:6e:a3:53;1;747;72913
6;1;de:f5:ad:55:e8:54;4;44262937;3275455939
6;4;0e:9b:90:6e:a3:53;1;757;73933
000000000000000a;1;de:f5:ad:55:e8:54;2;44262937;3275455939
000000000000000a;2;0e:9b:90:6e:a3:53;1;757;73933
000000000000001a;1;de:f5:ad:55:e8:54;2;44262937;3275455939
000000000000001a;2;0e:9b:90:6e:a3:53;1;757;73933
000000000000001b;1;de:f5:ad:55:e8:54;3;44262937;3275455939
000000000000001b;3;0e:9b:90:6e:a3:53;1;757;73933
3;2;0e:9b:90:6e:a3:53;5;757;73933
3;5;de:f5:ad:55:e8:54;2;44262937;3275455939
000000000000001a;1;de:f5:ad:55:e8:54;2;44868534;3320270117
000000000000001a;2;0e:9b:90:6e:a3:53;1;767;74953
000000000000001b;1;de:f5:ad:55:e8:54;3;44868534;3320270117
000000000000001b;3;0e:9b:90:6e:a3:53;1;767;74953
6;1;de:f5:ad:55:e8:54;4;44868534;3320270117
6;4;0e:9b:90:6e:a3:53;1;767;74953
3;2;0e:9b:90:6e:a3:53;5;767;74953
3;5;de:f5:ad:55:e8:54;2;44868534;3320270117
000000000000000a;1;de:f5:ad:55:e8:54;2;44868534;3320270117
000000000000000a;2;0e:9b:90:6e:a3:53;1;767;74953
6;1;de:f5:ad:55:e8:54;4;45517036;3368259233
6;4;0e:9b:90:6e:a3:53;1;778;76015
000000000000001a;1;de:f5:ad:55:e8:54;2;45517036;3368259233
000000000000001a;2;0e:9b:90:6e:a3:53;1;778;76015
3;2;0e:9b:90:6e:a3:53;5;778;76015
3;5;de:f5:ad:55:e8:54;2;45517036;3368259233
000000000000001b;1;de:f5:ad:55:e8:54;3;45517036;3368259233
000000000000001b;3;0e:9b:90:6e:a3:53;1;778;76015
000000000000000a;1;de:f5:ad:55:e8:54;2;45517036;3368259233
000000000000000a;2;0e:9b:90:6e:a3:53;1;778;76015
3;2;0e:9b:90:6e:a3:53;5;789;77077
3;5;de:f5:ad:55:e8:54;2;46165563;3416250199
000000000000001a;1;de:f5:ad:55:e8:54;2;46165563;3416250199
000000000000001a;2;0e:9b:90:6e:a3:53;1;789;77077
6;1;de:f5:ad:55:e8:54;4;46165563;3416250199
6;4;0e:9b:90:6e:a3:53;1;789;77077
000000000000000a;1;de:f5:ad:55:e8:54;2;46165563;3416250199
000000000000000a;2;0e:9b:90:6e:a3:53;1;789;77077
000000000000001b;1;de:f5:ad:55:e8:54;3;46165563;3416250199
000000000000001b;3;0e:9b:90:6e:a3:53;1;789;77077
3;2;0e:9b:90:6e:a3:53;5;799;78097
3;5;de:f5:ad:55:e8:54;2;46798012;3463051425
6;1;de:f5:ad:55:e8:54;4;46798012;3463051425
6;4;0e:9b:90:6e:a3:53;1;799;78097
000000000000001b;1;de:f5:ad:55:e8:54;3;46798012;3463051425
000000000000001b;3;0e:9b:90:6e:a3:53;1;799;78097
000000000000001a;1;de:f5:ad:55:e8:54;2;46798012;3463051425
000000000000001a;2;0e:9b:90:6e:a3:53;1;799;78097
000000000000000a;1;de:f5:ad:55:e8:54;2;46798012;3463051425
000000000000000a;2;0e:9b:90:6e:a3:53;1;799;78097
000000000000001a;1;de:f5:ad:55:e8:54;2;47449825;3511285587
000000000000001a;2;0e:9b:90:6e:a3:53;1;809;79117
3;2;0e:9b:90:6e:a3:53;5;809;79117
3;5;de:f5:ad:55:e8:54;2;47449825;3511285587
000000000000000a;1;de:f5:ad:55:e8:54;2;47449825;3511285587
000000000000000a;2;0e:9b:90:6e:a3:53;1;809;79117
000000000000001b;1;de:f5:ad:55:e8:54;3;47449825;3511285587
000000000000001b;3;0e:9b:90:6e:a3:53;1;809;79117
6;1;de:f5:ad:55:e8:54;4;47449825;3511285587
6;4;0e:9b:90:6e:a3:53;1;809;79117
6;1;de:f5:ad:55:e8:54;4;48085394;3558317661
6;4;0e:9b:90:6e:a3:53;1;820;80179
000000000000000a;1;de:f5:ad:55:e8:54;2;48085394;3558317661
000000000000000a;2;0e:9b:90:6e:a3:53;1;820;80179
000000000000001b;1;de:f5:ad:55:e8:54;3;48085394;3558317661
000000000000001b;3;0e:9b:90:6e:a3:53;1;820;80179
000000000000001a;1;de:f5:ad:55:e8:54;2;48085394;3558317661
000000000000001a;2;0e:9b:90:6e:a3:53;1;820;80179
3;2;0e:9b:90:6e:a3:53;5;820;80179
3;5;de:f5:ad:55:e8:54;2;48085394;3558317661
000000000000001a;1;de:f5:ad:55:e8:54;2;48721030;3605354693
000000000000001a;2;0e:9b:90:6e:a3:53;1;831;81241
000000000000000a;1;de:f5:ad:55:e8:54;2;48721030;3605354693
000000000000000a;2;0e:9b:90:6e:a3:53;1;831;81241
3;2;0e:9b:90:6e:a3:53;5;831;81241
3;5;de:f5:ad:55:e8:54;2;48721030;3605354693
000000000000001b;1;de:f5:ad:55:e8:54;3;48721030;3605354693
000000000000001b;3;0e:9b:90:6e:a3:53;1;831;81241
6;1;de:f5:ad:55:e8:54;4;48721030;3605354693
6;4;0e:9b:90:6e:a3:53;1;831;81241
000000000000001a;1;de:f5:ad:55:e8:54;2;49349545;3651864803
000000000000001a;2;0e:9b:90:6e:a3:53;1;841;82261
000000000000001b;1;de:f5:ad:55:e8:54;3;49349545;3651864803
000000000000001b;3;0e:9b:90:6e:a3:53;1;841;82261
000000000000000a;1;de:f5:ad:55:e8:54;2;49349545;3651864803
000000000000000a;2;0e:9b:90:6e:a3:53;1;841;82261
6;1;de:f5:ad:55:e8:54;4;49349545;3651864803
6;4;0e:9b:90:6e:a3:53;1;841;82261
3;2;0e:9b:90:6e:a3:53;5;841;82261
3;5;de:f5:ad:55:e8:54;2;49349545;3651864803
000000000000000a;1;de:f5:ad:55:e8:54;2;50003508;3700258065
000000000000000a;2;0e:9b:90:6e:a3:53;1;851;83281
3;2;0e:9b:90:6e:a3:53;5;851;83281
3;5;de:f5:ad:55:e8:54;2;50003508;3700258065
6;1;de:f5:ad:55:e8:54;4;50003508;3700258065
6;4;0e:9b:90:6e:a3:53;1;851;83281
000000000000001a;1;de:f5:ad:55:e8:54;2;50003508;3700258065
000000000000001a;2;0e:9b:90:6e:a3:53;1;851;83281
000000000000001b;1;de:f5:ad:55:e8:54;3;50003508;3700258065
000000000000001b;3;0e:9b:90:6e:a3:53;1;851;83281
000000000000000a;1;de:f5:ad:55:e8:54;2;50650695;3748149871
000000000000000a;2;0e:9b:90:6e:a3:53;1;862;84343
000000000000001a;1;de:f5:ad:55:e8:54;2;50650695;3748149871
000000000000001a;2;0e:9b:90:6e:a3:53;1;862;84343
000000000000001b;1;de:f5:ad:55:e8:54;3;50650695;3748149871
000000000000001b;3;0e:9b:90:6e:a3:53;1;862;84343
6;1;de:f5:ad:55:e8:54;4;50650695;3748149871
6;4;0e:9b:90:6e:a3:53;1;862;84343
3;2;0e:9b:90:6e:a3:53;5;862;84343
3;5;de:f5:ad:55:e8:54;2;50650695;3748149871
000000000000001b;1;de:f5:ad:55:e8:54;3;51302173;3796359243
000000000000001b;3;0e:9b:90:6e:a3:53;1;872;85363
6;1;de:f5:ad:55:e8:54;4;51302173;3796359243
6;4;0e:9b:90:6e:a3:53;1;872;85363
000000000000001a;1;de:f5:ad:55:e8:54;2;51302173;3796359243
000000000000001a;2;0e:9b:90:6e:a3:53;1;872;85363
000000000000000a;1;de:f5:ad:55:e8:54;2;51302173;3796359243
000000000000000a;2;0e:9b:90:6e:a3:53;1;872;85363
3;2;0e:9b:90:6e:a3:53;5;872;85363
3;5;de:f5:ad:55:e8:54;2;51302173;3796359243
000000000000001b;1;de:f5:ad:55:e8:54;3;51922070;3842231589
000000000000001b;3;0e:9b:90:6e:a3:53;1;883;86425
000000000000000a;1;de:f5:ad:55:e8:54;2;51922070;3842231589
000000000000000a;2;0e:9b:90:6e:a3:53;1;883;86425
000000000000001a;1;de:f5:ad:55:e8:54;2;51922070;3842231589
000000000000001a;2;0e:9b:90:6e:a3:53;1;883;86425
3;2;0e:9b:90:6e:a3:53;5;883;86425
3;5;de:f5:ad:55:e8:54;2;51922070;3842231589
6;1;de:f5:ad:55:e8:54;4;51922070;3842231589
6;4;0e:9b:90:6e:a3:53;1;883;86425
6;1;de:f5:ad:55:e8:54;4;52566694;3889933765
6;4;0e:9b:90:6e:a3:53;1;893;87445
000000000000001a;1;de:f5:ad:55:e8:54;2;52566694;3889933765
000000000000001a;2;0e:9b:90:6e:a3:53;1;893;87445
3;2;0e:9b:90:6e:a3:53;5;893;87445
3;5;de:f5:ad:55:e8:54;2;52566694;3889933765
000000000000001b;1;de:f5:ad:55:e8:54;3;52566694;3889933765
000000000000001b;3;0e:9b:90:6e:a3:53;1;893;87445
000000000000000a;1;de:f5:ad:55:e8:54;2;52566694;3889933765
000000000000000a;2;0e:9b:90:6e:a3:53;1;893;87445
000000000000001b;1;de:f5:ad:55:e8:54;3;53216088;3937988889
000000000000001b;3;0e:9b:90:6e:a3:53;1;904;88507
000000000000000a;1;de:f5:ad:55:e8:54;2;53216088;3937988889
000000000000000a;2;0e:9b:90:6e:a3:53;1;904;88507
3;2;0e:9b:90:6e:a3:53;5;904;88507
3;5;de:f5:ad:55:e8:54;2;53216088;3937988889
000000000000001a;1;de:f5:ad:55:e8:54;2;53216088;3937988889
000000000000001a;2;0e:9b:90:6e:a3:53;1;904;88507
6;1;de:f5:ad:55:e8:54;4;53216088;3937988889
6;4;0e:9b:90:6e:a3:53;1;904;88507
6;1;de:f5:ad:55:e8:54;4;53726936;3975791641
6;4;0e:9b:90:6e:a3:53;1;914;89527
000000000000001b;1;de:f5:ad:55:e8:54;3;53726936;3975791641
000000000000001b;3;0e:9b:90:6e:a3:53;1;914;89527
3;2;0e:9b:90:6e:a3:53;5;914;89527
3;5;de:f5:ad:55:e8:54;2;53726936;3975791641
000000000000000a;1;de:f5:ad:55:e8:54;2;53726936;3975791641
000000000000000a;2;0e:9b:90:6e:a3:53;1;914;89527
000000000000001a;1;de:f5:ad:55:e8:54;2;53726936;3975791641
000000000000001a;2;0e:9b:90:6e:a3:53;1;914;89527
3;2;0e:9b:90:6e:a3:53;5;926;90691
3;5;de:f5:ad:55:e8:54;2;54114505;4004471715
6;1;de:f5:ad:55:e8:54;4;54114505;4004471715
6;4;0e:9b:90:6e:a3:53;1;926;90691
000000000000001b;1;de:f5:ad:55:e8:54;3;54114505;4004471715
000000000000001b;3;0e:9b:90:6e:a3:53;1;926;90691
000000000000001a;1;de:f5:ad:55:e8:54;2;54114505;4004471715
000000000000001a;2;0e:9b:90:6e:a3:53;1;926;90691
000000000000000a;1;de:f5:ad:55:e8:54;2;54114505;4004471715
000000000000000a;2;0e:9b:90:6e:a3:53;1;926;90691
6;1;de:f5:ad:55:e8:54;4;54768519;4052868719
6;4;0e:9b:90:6e:a3:53;1;937;91753
000000000000000a;1;de:f5:ad:55:e8:54;2;54768519;4052868719
000000000000000a;2;0e:9b:90:6e:a3:53;1;937;91753
000000000000001a;1;de:f5:ad:55:e8:54;2;54768519;4052868719
000000000000001a;2;0e:9b:90:6e:a3:53;1;937;91753
000000000000001b;1;de:f5:ad:55:e8:54;3;54768519;4052868719
000000000000001b;3;0e:9b:90:6e:a3:53;1;937;91753
