datapath,in-port,eth-dst,out-port,packets,bytes,duration-sec,duration-nsec,flags
000000000000001b,       3,e2:e1:fb:07:8a:5f,       1,      22,    1354,208,576000000,0x0000
000000000000000a,       1,26:07:6a:27:9e:1f,       2,  292457,196899890,208,519000000,0x0000
000000000000000a,       2,e2:e1:fb:07:8a:5f,       1,      22,    1354,208,564000000,0x0000
000000000000000a,       1,26:07:6a:27:9e:1f,       2,  308817,207917710,218,531000000,0x0000
000000000000000a,       2,e2:e1:fb:07:8a:5f,       1,      22,    1354,218,576000000,0x0000
0000000000000006,       2,26:07:6a:27:9e:1f,       4,  308817,207917710,218,531000000,0x0000
0000000000000006,       4,e2:e1:fb:07:8a:5f,       2,      22,    1354,218,570000000,0x0000
0000000000000003,       3,e2:e1:fb:07:8a:5f,       5,      22,    1354,218,541000000,0x0000
0000000000000003,       5,26:07:6a:27:9e:1f,       3,  308817,207917710,218,536000000,0x0000
0000000000000007,       1,26:07:6a:27:9e:1f,       2,  308817,207917710,218,538000000,0x0000
0000000000000007,       2,e2:e1:fb:07:8a:5f,       1,      22,    1354,218,565000000,0x0000
0000000000000004,       1,26:07:6a:27:9e:1f,       2,  308817,207917710,218,533000000,0x0000
0000000000000004,       2,e2:e1:fb:07:8a:5f,       1,      22,    1354,218,551000000,0x0000
000000000000001a,       1,26:07:6a:27:9e:1f,       2,  308817,207917710,218,533000000,0x0000
000000000000001a,       2,e2:e1:fb:07:8a:5f,       1,      22,    1354,218,587000000,0x0000
000000000000001b,       1,26:07:6a:27:9e:1f,       3,  308817,207917710,218,530000000,0x0000
000000000000001b,       3,e2:e1:fb:07:8a:5f,       1,      22,    1354,218,594000000,0x0000
000000000000000a,       1,26:07:6a:27:9e:1f,       2,  313624,211159604,228,535000000,0x0000
000000000000000a,       2,e2:e1:fb:07:8a:5f,       1,      22,    1354,228,580000000,0x0000
0000000000000006,       2,26:07:6a:27:9e:1f,       4,  313624,211159604,228,538000000,0x0000
0000000000000006,       4,e2:e1:fb:07:8a:5f,       2,      22,    1354,228,577000000,0x0000
0000000000000007,       1,26:07:6a:27:9e:1f,       2,  313624,211159604,228,542000000,0x0000
0000000000000007,       2,e2:e1:fb:07:8a:5f,       1,      22,    1354,228,569000000,0x0000
0000000000000004,       1,26:07:6a:27:9e:1f,       2,  313624,211159604,228,546000000,0x0000
0000000000000004,       2,e2:e1:fb:07:8a:5f,       1,      22,    1354,228,564000000,0x0000
0000000000000003,       3,e2:e1:fb:07:8a:5f,       5,      22,    1354,228,554000000,0x0000
0000000000000003,       5,26:07:6a:27:9e:1f,       3,  313624,211159604,228,549000000,0x0000
000000000000001a,       1,26:07:6a:27:9e:1f,       2,  313624,211159604,228,536000000,0x0000
000000000000001a,       2,e2:e1:fb:07:8a:5f,       1,      22,    1354,228,590000000,0x0000
000000000000001b,       1,26:07:6a:27:9e:1f,       3,  313624,211159604,228,533000000,0x0000
000000000000001b,       3,e2:e1:fb:07:8a:5f,       1,      22,    1354,228,597000000,0x0000
0000000000000003,       3,e2:e1:fb:07:8a:5f,       5,      22,    1354,238,558000000,0x0000
0000000000000003,       5,26:07:6a:27:9e:1f,       3,  322876,217380188,238,553000000,0x0000
0000000000000004,       1,26:07:6a:27:9e:1f,       2,  322876,217380188,238,550000000,0x0000
0000000000000004,       2,e2:e1:fb:07:8a:5f,       1,      22,    1354,238,568000000,0x0000
000000000000001a,       1,26:07:6a:27:9e:1f,       2,  322876,217380188,238,538000000,0x0000
000000000000001a,       2,e2:e1:fb:07:8a:5f,       1,      22,    1354,238,592000000,0x0000
0000000000000006,       2,26:07:6a:27:9e:1f,       4,  322876,217380188,238,545000000,0x0000
0000000000000006,       4,e2:e1:fb:07:8a:5f,       2,      22,    1354,238,584000000,0x0000
0000000000000007,       1,26:07:6a:27:9e:1f,       2,  322876,217380188,238,549000000,0x0000
0000000000000007,       2,e2:e1:fb:07:8a:5f,       1,      22,    1354,238,576000000,0x0000
000000000000001b,       1,26:07:6a:27:9e:1f,       3,  322876,217380188,238,535000000,0x0000
000000000000001b,       3,e2:e1:fb:07:8a:5f,       1,      22,    1354,238,599000000,0x0000
000000000000000a,       1,26:07:6a:27:9e:1f,       2,  322876,217380188,238,542000000,0x0000
000000000000000a,       2,e2:e1:fb:07:8a:5f,       1,      22,    1354,238,587000000,0x0000
0000000000000004,       1,26:07:6a:27:9e:1f,       2,  338521,227916178,248,557000000,0x0000
0000000000000004,       2,e2:e1:fb:07:8a:5f,       1,      23,    1396,248,575000000,0x0000
0000000000000006,       2,26:07:6a:27:9e:1f,       4,  338521,227916178,248,549000000,0x0000
0000000000000006,       4,e2:e1:fb:07:8a:5f,       2,      23,    1396,248,588000000,0x0000
0000000000000003,       3,e2:e1:fb:07:8a:5f,       5,      23,    1396,248,565000000,0x0000
0000000000000003,       5,26:07:6a:27:9e:1f,       3,  338521,227916178,248,560000000,0x0000
0000000000000007,       1,26:07:6a:27:9e:1f,       2,  338521,227916178,248,553000000,0x0000
0000000000000007,       2,e2:e1:fb:07:8a:5f,       1,      23,    1396,248,580000000,0x0000
000000000000000a,       1,26:07:6a:27:9e:1f,       2,  338521,227916178,248,546000000,0x0000
000000000000000a,       2,e2:e1:fb:07:8a:5f,       1,      23,    1396,248,591000000,0x0000
000000000000001b,       1,26:07:6a:27:9e:1f,       3,  338521,227916178,248,544000000,0x0000
000000000000001b,       3,e2:e1:fb:07:8a:5f,       1,      23,    1396,248,608000000,0x0000
000000000000001a,       1,26:07:6a:27:9e:1f,       2,  338521,227916178,248,547000000,0x0000
000000000000001a,       2,e2:e1:fb:07:8a:5f,       1,      23,    1396,248,601000000,0x0000
000000000000001b,       1,26:07:6a:27:9e:1f,       3,  356190,239817676,258,550000000,0x0000
000000000000001b,       3,e2:e1:fb:07:8a:5f,       1,      23,    1396,258,614000000,0x0000
0000000000000004,       1,26:07:6a:27:9e:1f,       2,  356190,239817676,258,568000000,0x0000
0000000000000004,       2,e2:e1:fb:07:8a:5f,       1,      23,    1396,258,586000000,0x0000
0000000000000003,       3,e2:e1:fb:07:8a:5f,       5,      23,    1396,258,576000000,0x0000
0000000000000003,       5,26:07:6a:27:9e:1f,       3,  356190,239817676,258,571000000,0x0000
000000000000001a,       1,26:07:6a:27:9e:1f,       2,  356190,239817676,258,553000000,0x0000
000000000000001a,       2,e2:e1:fb:07:8a:5f,       1,      23,    1396,258,607000000,0x0000
0000000000000006,       2,26:07:6a:27:9e:1f,       4,  356190,239817676,258,560000000,0x0000
0000000000000006,       4,e2:e1:fb:07:8a:5f,       2,      23,    1396,258,599000000,0x0000
000000000000000a,       1,26:07:6a:27:9e:1f,       2,  356190,239817676,258,557000000,0x0000
000000000000000a,       2,e2:e1:fb:07:8a:5f,       1,      23,    1396,258,602000000,0x0000
0000000000000007,       1,26:07:6a:27:9e:1f,       2,  356190,239817676,258,564000000,0x0000
0000000000000007,       2,e2:e1:fb:07:8a:5f,       1,      23,    1396,258,591000000,0x0000
000000000000000a,       1,26:07:6a:27:9e:1f,       2,  363095,244464686,268,559000000,0x0000
000000000000000a,       2,e2:e1:fb:07:8a:5f,       1,      23,    1396,268,604000000,0x0000
0000000000000003,       3,e2:e1:fb:07:8a:5f,       5,      23,    1396,268,578000000,0x0000
0000000000000003,       5,26:07:6a:27:9e:1f,       3,  363095,244464686,268,573000000,0x0000
0000000000000004,       1,26:07:6a:27:9e:1f,       2,  363095,244464686,268,570000000,0x0000
0000000000000004,       2,e2:e1:fb:07:8a:5f,       1,      23,    1396,268,588000000,0x0000
0000000000000007,       1,26:07:6a:27:9e:1f,       2,  363095,244464686,268,566000000,0x0000
0000000000000007,       2,e2:e1:fb:07:8a:5f,       1,      23,    1396,268,593000000,0x0000
000000000000001a,       1,26:07:6a:27:9e:1f,       2,  363095,244464686,268,555000000,0x0000
000000000000001a,       2,e2:e1:fb:07:8a:5f,       1,      23,    1396,268,609000000,0x0000
0000000000000006,       2,26:07:6a:27:9e:1f,       4,  363095,244464686,268,562000000,0x0000
0000000000000006,       4,e2:e1:fb:07:8a:5f,       2,      23,    1396,268,601000000,0x0000
000000000000001b,       1,26:07:6a:27:9e:1f,       3,  363095,244464686,268,552000000,0x0000
000000000000001b,       3,e2:e1:fb:07:8a:5f,       1,      23,    1396,268,616000000,0x0000
0000000000000006,       2,26:07:6a:27:9e:1f,       4,  376121,253233278,278,567000000,0x0000
0000000000000006,       4,e2:e1:fb:07:8a:5f,       2,      23,    1396,278,606000000,0x0000
000000000000001b,       1,26:07:6a:27:9e:1f,       3,  376121,253233278,278,556000000,0x0000
000000000000001b,       3,e2:e1:fb:07:8a:5f,       1,      23,    1396,278,620000000,0x0000
0000000000000007,       1,26:07:6a:27:9e:1f,       2,  376121,253233278,278,570000000,0x0000
0000000000000007,       2,e2:e1:fb:07:8a:5f,       1,      23,    1396,278,597000000,0x0000
000000000000000a,       1,26:07:6a:27:9e:1f,       2,  376121,253233278,278,564000000,0x0000
000000000000000a,       2,e2:e1:fb:07:8a:5f,       1,      23,    1396,278,609000000,0x0000
000000000000001a,       1,26:07:6a:27:9e:1f,       2,  376121,253233278,278,560000000,0x0000
000000000000001a,       2,e2:e1:fb:07:8a:5f,       1,      23,    1396,278,614000000,0x0000
0000000000000003,       3,e2:e1:fb:07:8a:5f,       5,      23,    1396,278,583000000,0x0000
0000000000000003,       5,26:07:6a:27:9e:1f,       3,  376121,253233278,278,578000000,0x0000
0000000000000004,       1,26:07:6a:27:9e:1f,       2,  376121,253233278,278,575000000,0x0000
0000000000000004,       2,e2:e1:fb:07:8a:5f,       1,      23,    1396,278,593000000,0x0000
0000000000000007,       1,26:07:6a:27:9e:1f,       2,  393226,264754888,288,576000000,0x0000
0000000000000007,       2,e2:e1:fb:07:8a:5f,       1,      24,    1438,288,603000000,0x0000
0000000000000003,       3,e2:e1:fb:07:8a:5f,       5,      24,    1438,288,588000000,0x0000
0000000000000003,       5,26:07:6a:27:9e:1f,       3,  393226,264754888,288,583000000,0x0000
0000000000000006,       2,26:07:6a:27:9e:1f,       4,  393226,264754888,288,572000000,0x0000
0000000000000006,       4,e2:e1:fb:07:8a:5f,       2,      24,    1438,288,611000000,0x0000
0000000000000004,       1,26:07:6a:27:9e:1f,       2,  393226,264754888,288,580000000,0x0000
0000000000000004,       2,e2:e1:fb:07:8a:5f,       1,      24,    1438,288,598000000,0x0000
000000000000000a,       1,26:07:6a:27:9e:1f,       2,  393226,264754888,288,569000000,0x0000
000000000000000a,       2,e2:e1:fb:07:8a:5f,       1,      24,    1438,288,614000000,0x0000
000000000000001b,       1,26:07:6a:27:9e:1f,       3,  393226,264754888,288,568000000,0x0000
000000000000001b,       3,e2:e1:fb:07:8a:5f,       1,      24,    1438,288,632000000,0x0000
000000000000001a,       1,26:07:6a:27:9e:1f,       2,  393226,264754888,288,571000000,0x0000
000000000000001a,       2,e2:e1:fb:07:8a:5f,       1,      24,    1438,288,625000000,0x0000
0000000000000003,       3,e2:e1:fb:07:8a:5f,       5,      24,    1438,298,590000000,0x0000
0000000000000003,       5,26:07:6a:27:9e:1f,       3,  409166,275491468,298,585000000,0x0000
0000000000000007,       1,26:07:6a:27:9e:1f,       2,  409166,275491468,298,578000000,0x0000
0000000000000007,       2,e2:e1:fb:07:8a:5f,       1,      24,    1438,298,605000000,0x0000
0000000000000006,       2,26:07:6a:27:9e:1f,       4,  409166,275491468,298,574000000,0x0000
0000000000000006,       4,e2:e1:fb:07:8a:5f,       2,      24,    1438,298,613000000,0x0000
0000000000000004,       1,26:07:6a:27:9e:1f,       2,  409166,275491468,298,582000000,0x0000
0000000000000004,       2,e2:e1:fb:07:8a:5f,       1,      24,    1438,298,600000000,0x0000
000000000000000a,       1,26:07:6a:27:9e:1f,       2,  409166,275491468,298,574000000,0x0000
000000000000000a,       2,e2:e1:fb:07:8a:5f,       1,      24,    1438,298,619000000,0x0000
000000000000001a,       1,26:07:6a:27:9e:1f,       2,  409166,275491468,298,570000000,0x0000
000000000000001a,       2,e2:e1:fb:07:8a:5f,       1,      24,    1438,298,624000000,0x0000
000000000000001b,       1,26:07:6a:27:9e:1f,       3,  409166,275491468,298,574000000,0x0000
000000000000001b,       3,e2:e1:fb:07:8a:5f,       1,      24,    1438,298,638000000,0x0000
000000000000001b,       1,26:07:6a:27:9e:1f,       3,  420116,282865893,308,581000000,0x0000
000000000000001b,       3,e2:e1:fb:07:8a:5f,       1,      27,    1613,308,645000000,0x0000
0000000000000004,       1,26:07:6a:27:9e:1f,       2,  420116,282865893,308,599000000,0x0000
0000000000000004,       2,e2:e1:fb:07:8a:5f,       1,      27,    1613,308,617000000,0x0000
000000000000001a,       1,26:07:6a:27:9e:1f,       2,  420116,282865893,308,584000000,0x0000
000000000000001a,       2,e2:e1:fb:07:8a:5f,       1,      27,    1613,308,638000000,0x0000
0000000000000006,       2,26:07:6a:27:9e:1f,       4,  420116,282865893,308,591000000,0x0000
0000000000000006,       4,e2:e1:fb:07:8a:5f,       2,      27,    1613,308,634000000,0x0000
0000000000000007,       1,26:07:6a:27:9e:1f,       2,  420116,282865893,308,595000000,0x0000
0000000000000007,       2,e2:e1:fb:07:8a:5f,       1,      27,    1613,308,622000000,0x0000
000000000000000a,       1,26:07:6a:27:9e:1f,       2,  420116,282865893,308,588000000,0x0000
000000000000000a,       2,e2:e1:fb:07:8a:5f,       1,      27,    1613,308,633000000,0x0000
0000000000000003,       3,e2:e1:fb:07:8a:5f,       5,      27,    1613,308,607000000,0x0000
0000000000000003,       5,26:07:6a:27:9e:1f,       3,  420116,282865893,308,602000000,0x0000
0000000000000007,       1,26:07:6a:27:9e:1f,       2,  430758,290027457,318,598000000,0x0000
0000000000000007,       2,e2:e1:fb:07:8a:5f,       1,      27,    1613,318,625000000,0x0000
0000000000000004,       1,26:07:6a:27:9e:1f,       2,  430758,290027457,318,603000000,0x0000
0000000000000004,       2,e2:e1:fb:07:8a:5f,       1,      27,    1613,318,621000000,0x0000
0000000000000003,       3,e2:e1:fb:07:8a:5f,       5,      27,    1613,318,611000000,0x0000
0000000000000003,       5,26:07:6a:27:9e:1f,       3,  430758,290027457,318,606000000,0x0000
0000000000000006,       2,26:07:6a:27:9e:1f,       4,  430758,290027457,318,595000000,0x0000
0000000000000006,       4,e2:e1:fb:07:8a:5f,       2,      27,    1613,318,634000000,0x0000
000000000000001a,       1,26:07:6a:27:9e:1f,       2,  430758,290027457,318,591000000,0x0000
000000000000001a,       2,e2:e1:fb:07:8a:5f,       1,      27,    1613,318,645000000,0x0000
000000000000000a,       1,26:07:6a:27:9e:1f,       2,  430758,290027457,318,595000000,0x0000
000000000000000a,       2,e2:e1:fb:07:8a:5f,       1,      27,    1613,318,640000000,0x0000
000000000000001b,       1,26:07:6a:27:9e:1f,       3,  430758,290027457,318,588000000,0x0000
000000000000001b,       3,e2:e1:fb:07:8a:5f,       1,      27,    1613,318,652000000,0x0000
0000000000000007,       1,26:07:6a:27:9e:1f,       2,  446735,300790791,328,606000000,0x0000
0000000000000007,       2,e2:e1:fb:07:8a:5f,       1,      27,    1613,328,633000000,0x0000
000000000000000a,       1,26:07:6a:27:9e:1f,       2,  446735,300790791,328,599000000,0x0000
000000000000000a,       2,e2:e1:fb:07:8a:5f,       1,      27,    1613,328,644000000,0x0000
0000000000000003,       3,e2:e1:fb:07:8a:5f,       5,      27,    1613,328,615000000,0x0000
0000000000000003,       5,26:07:6a:27:9e:1f,       3,  446735,300790791,328,610000000,0x0000
0000000000000006,       2,26:07:6a:27:9e:1f,       4,  446735,300790791,328,602000000,0x0000
0000000000000006,       4,e2:e1:fb:07:8a:5f,       2,      27,    1613,328,641000000,0x0000
0000000000000004,       1,26:07:6a:27:9e:1f,       2,  446735,300790791,328,610000000,0x0000
0000000000000004,       2,e2:e1:fb:07:8a:5f,       1,      27,    1613,328,628000000,0x0000
000000000000001a,       1,26:07:6a:27:9e:1f,       2,  446735,300790791,328,604000000,0x0000
000000000000001a,       2,e2:e1:fb:07:8a:5f,       1,      27,    1613,328,658000000,0x0000
000000000000001b,       1,26:07:6a:27:9e:1f,       3,  446735,300790791,328,601000000,0x0000
000000000000001b,       3,e2:e1:fb:07:8a:5f,       1,      27,    1613,328,665000000,0x0000
0000000000000007,       1,26:07:6a:27:9e:1f,       2,  462823,311620987,338,609000000,0x0000
0000000000000007,       2,e2:e1:fb:07:8a:5f,       1,      27,    1613,338,636000000,0x0000
0000000000000003,       3,e2:e1:fb:07:8a:5f,       5,      27,    1613,338,618000000,0x0000
0000000000000003,       5,26:07:6a:27:9e:1f,       3,  462823,311620987,338,613000000,0x0000
0000000000000004,       1,26:07:6a:27:9e:1f,       2,  462823,311620987,338,610000000,0x0000
0000000000000004,       2,e2:e1:fb:07:8a:5f,       1,      27,    1613,338,628000000,0x0000
0000000000000006,       2,26:07:6a:27:9e:1f,       4,  462823,311620987,338,602000000,0x0000
0000000000000006,       4,e2:e1:fb:07:8a:5f,       2,      27,    1613,338,641000000,0x0000
000000000000000a,       1,26:07:6a:27:9e:1f,       2,  462823,311620987,338,602000000,0x0000
000000000000000a,       2,e2:e1:fb:07:8a:5f,       1,      27,    1613,338,647000000,0x0000
000000000000001a,       1,26:07:6a:27:9e:1f,       2,  462823,311620987,338,605000000,0x0000
000000000000001a,       2,e2:e1:fb:07:8a:5f,       1,      27,    1613,338,659000000,0x0000
000000000000001b,       1,26:07:6a:27:9e:1f,       3,  462823,311620987,338,602000000,0x0000
000000000000001b,       3,e2:e1:fb:07:8a:5f,       1,      27,    1613,338,666000000,0x0000
000000000000001a,       1,26:07:6a:27:9e:1f,       2,  472256,317972673,348,603000000,0x0000
000000000000001a,       2,e2:e1:fb:07:8a:5f,       1,      28,    1655,348,657000000,0x0000
0000000000000007,       1,26:07:6a:27:9e:1f,       2,  472256,317972673,348,614000000,0x0000
0000000000000007,       2,e2:e1:fb:07:8a:5f,       1,      28,    1655,348,641000000,0x0000
0000000000000003,       3,e2:e1:fb:07:8a:5f,       5,      28,    1655,348,622000000,0x0000
0000000000000003,       5,26:07:6a:27:9e:1f,       3,  472256,317972673,348,617000000,0x0000
000000000000001b,       1,26:07:6a:27:9e:1f,       3,  472256,317972673,348,600000000,0x0000
000000000000001b,       3,e2:e1:fb:07:8a:5f,       1,      28,    1655,348,664000000,0x0000
0000000000000004,       1,26:07:6a:27:9e:1f,       2,  472256,317972673,348,614000000,0x0000
0000000000000004,       2,e2:e1:fb:07:8a:5f,       1,      28,    1655,348,632000000,0x0000
0000000000000006,       2,26:07:6a:27:9e:1f,       4,  472256,317972673,348,610000000,0x0000
0000000000000006,       4,e2:e1:fb:07:8a:5f,       2,      28,    1655,348,649000000,0x0000
000000000000000a,       1,26:07:6a:27:9e:1f,       2,  472256,317972673,348,607000000,0x0000
000000000000000a,       2,e2:e1:fb:07:8a:5f,       1,      28,    1655,348,652000000,0x0000
0000000000000003,       3,e2:e1:fb:07:8a:5f,       5,      28,    1655,358,629000000,0x0000
0000000000000003,       5,26:07:6a:27:9e:1f,       3,  487416,328185993,358,624000000,0x0000
0000000000000006,       2,26:07:6a:27:9e:1f,       4,  487416,328185993,358,613000000,0x0000
0000000000000006,       4,e2:e1:fb:07:8a:5f,       2,      28,    1655,358,652000000,0x0000
000000000000000a,       1,26:07:6a:27:9e:1f,       2,  487416,328185993,358,610000000,0x0000
000000000000000a,       2,e2:e1:fb:07:8a:5f,       1,      28,    1655,358,655000000,0x0000
0000000000000004,       1,26:07:6a:27:9e:1f,       2,  487416,328185993,358,621000000,0x0000
0000000000000004,       2,e2:e1:fb:07:8a:5f,       1,      28,    1655,358,639000000,0x0000
0000000000000007,       1,26:07:6a:27:9e:1f,       2,  487416,328185993,358,617000000,0x0000
0000000000000007,       2,e2:e1:fb:07:8a:5f,       1,      28,    1655,358,644000000,0x0000
000000000000001a,       1,26:07:6a:27:9e:1f,       2,  487416,328185993,358,613000000,0x0000
000000000000001a,       2,e2:e1:fb:07:8a:5f,       1,      28,    1655,358,667000000,0x0000
000000000000001b,       1,26:07:6a:27:9e:1f,       3,  487416,328185993,358,610000000,0x0000
000000000000001b,       3,e2:e1:fb:07:8a:5f,       1,      28,    1655,358,674000000,0x0000
0000000000000004,       1,26:07:6a:27:9e:1f,       2,  504147,339445095,368,621000000,0x0000
0000000000000004,       2,e2:e1:fb:07:8a:5f,       1,      28,    1655,368,639000000,0x0000
0000000000000003,       3,e2:e1:fb:07:8a:5f,       5,      28,    1655,368,628000000,0x0000
0000000000000003,       5,26:07:6a:27:9e:1f,       3,  504147,339445095,368,623000000,0x0000
0000000000000006,       2,26:07:6a:27:9e:1f,       4,  504147,339445095,368,613000000,0x0000
0000000000000006,       4,e2:e1:fb:07:8a:5f,       2,      28,    1655,368,652000000,0x0000
000000000000001b,       1,26:07:6a:27:9e:1f,       3,  504147,339445095,368,603000000,0x0000
000000000000001b,       3,e2:e1:fb:07:8a:5f,       1,      28,    1655,368,667000000,0x0000
0000000000000007,       1,26:07:6a:27:9e:1f,       2,  504147,339445095,368,617000000,0x0000
0000000000000007,       2,e2:e1:fb:07:8a:5f,       1,      28,    1655,368,644000000,0x0000
000000000000001a,       1,26:07:6a:27:9e:1f,       2,  504147,339445095,368,606000000,0x0000
000000000000001a,       2,e2:e1:fb:07:8a:5f,       1,      28,    1655,368,660000000,0x0000
000000000000000a,       1,26:07:6a:27:9e:1f,       2,  504147,339445095,368,610000000,0x0000
000000000000000a,       2,e2:e1:fb:07:8a:5f,       1,      28,    1655,368,655000000,0x0000
0000000000000004,       1,26:07:6a:27:9e:1f,       2,  507518,341714377,378,630000000,0x0000
0000000000000004,       2,e2:e1:fb:07:8a:5f,       1,      28,    1655,378,648000000,0x0000
000000000000001b,       1,26:07:6a:27:9e:1f,       3,  507518,341714377,378,612000000,0x0000
000000000000001b,       3,e2:e1:fb:07:8a:5f,       1,      28,    1655,378,676000000,0x0000
000000000000000a,       1,26:07:6a:27:9e:1f,       2,  507518,341714377,378,619000000,0x0000
000000000000000a,       2,e2:e1:fb:07:8a:5f,       1,      28,    1655,378,664000000,0x0000
000000000000001a,       1,26:07:6a:27:9e:1f,       2,  507518,341714377,378,615000000,0x0000
000000000000001a,       2,e2:e1:fb:07:8a:5f,       1,      28,    1655,378,669000000,0x0000
0000000000000006,       2,26:07:6a:27:9e:1f,       4,  507518,341714377,378,622000000,0x0000
0000000000000006,       4,e2:e1:fb:07:8a:5f,       2,      28,    1655,378,661000000,0x0000
0000000000000007,       1,26:07:6a:27:9e:1f,       2,  507518,341714377,378,626000000,0x0000
0000000000000007,       2,e2:e1:fb:07:8a:5f,       1,      28,    1655,378,653000000,0x0000
0000000000000003,       3,e2:e1:fb:07:8a:5f,       5,      28,    1655,378,638000000,0x0000
0000000000000003,       5,26:07:6a:27:9e:1f,       3,  507518,341714377,378,633000000,0x0000
0000000000000003,       3,e2:e1:fb:07:8a:5f,       5,      29,    1697,388,640000000,0x0000
0000000000000003,       5,26:07:6a:27:9e:1f,       3,  517580,348494081,388,635000000,0x0000
0000000000000007,       1,26:07:6a:27:9e:1f,       2,  517580,348494081,388,628000000,0x0000
0000000000000007,       2,e2:e1:fb:07:8a:5f,       1,      29,    1697,388,655000000,0x0000
000000000000000a,       1,26:07:6a:27:9e:1f,       2,  517580,348494081,388,621000000,0x0000
000000000000000a,       2,e2:e1:fb:07:8a:5f,       1,      29,    1697,388,666000000,0x0000
0000000000000004,       1,26:07:6a:27:9e:1f,       2,  517580,348494081,388,632000000,0x0000
0000000000000004,       2,e2:e1:fb:07:8a:5f,       1,      29,    1697,388,650000000,0x0000
000000000000001a,       1,26:07:6a:27:9e:1f,       2,  517580,348494081,388,622000000,0x0000
000000000000001a,       2,e2:e1:fb:07:8a:5f,       1,      29,    1697,388,676000000,0x0000
0000000000000006,       2,26:07:6a:27:9e:1f,       4,  517580,348494081,388,624000000,0x0000
0000000000000006,       4,e2:e1:fb:07:8a:5f,       2,      29,    1697,388,663000000,0x0000
000000000000001b,       1,26:07:6a:27:9e:1f,       3,  517580,348494081,388,619000000,0x0000
000000000000001b,       3,e2:e1:fb:07:8a:5f,       1,      29,    1697,388,683000000,0x0000
000000000000001a,       1,26:07:6a:27:9e:1f,       2,  533116,358951393,398,620000000,0x0000
000000000000001a,       2,e2:e1:fb:07:8a:5f,       1,      29,    1697,398,674000000,0x0000
0000000000000006,       2,26:07:6a:27:9e:1f,       4,  533116,358951393,398,627000000,0x0000
0000000000000006,       4,e2:e1:fb:07:8a:5f,       2,      29,    1697,398,666000000,0x0000
0000000000000003,       3,e2:e1:fb:07:8a:5f,       5,      29,    1697,398,643000000,0x0000
0000000000000003,       5,26:07:6a:27:9e:1f,       3,  533116,358951393,398,638000000,0x0000
0000000000000004,       1,26:07:6a:27:9e:1f,       2,  533116,358951393,398,635000000,0x0000
0000000000000004,       2,e2:e1:fb:07:8a:5f,       1,      29,    1697,398,653000000,0x0000
000000000000000a,       1,26:07:6a:27:9e:1f,       2,  533116,358951393,398,624000000,0x0000
000000000000000a,       2,e2:e1:fb:07:8a:5f,       1,      29,    1697,398,669000000,0x0000
0000000000000007,       1,26:07:6a:27:9e:1f,       2,  533116,358951393,398,631000000,0x0000
0000000000000007,       2,e2:e1:fb:07:8a:5f,       1,      29,    1697,398,658000000,0x0000
000000000000001b,       1,26:07:6a:27:9e:1f,       3,  533116,358951393,398,625000000,0x0000
000000000000001b,       3,e2:e1:fb:07:8a:5f,       1,      29,    1697,398,689000000,0x0000
0000000000000003,       3,e2:e1:fb:07:8a:5f,       5,      32,    1872,408,642000000,0x0000
0000000000000003,       5,26:07:6a:27:9e:1f,       3,  538168,362351902,408,637000000,0x0000
0000000000000004,       1,26:07:6a:27:9e:1f,       2,  538168,362351902,408,637000000,0x0000
0000000000000004,       2,e2:e1:fb:07:8a:5f,       1,      32,    1872,408,655000000,0x0000
0000000000000007,       1,26:07:6a:27:9e:1f,       2,  538168,362351902,408,633000000,0x0000
0000000000000007,       2,e2:e1:fb:07:8a:5f,       1,      32,    1872,408,660000000,0x0000
000000000000001b,       1,26:07:6a:27:9e:1f,       3,  538168,362351902,408,619000000,0x0000
000000000000001b,       3,e2:e1:fb:07:8a:5f,       1,      32,    1872,408,683000000,0x0000
0000000000000006,       2,26:07:6a:27:9e:1f,       4,  538168,362351902,408,629000000,0x0000
0000000000000006,       4,e2:e1:fb:07:8a:5f,       2,      32,    1872,408,668000000,0x0000
000000000000001a,       1,26:07:6a:27:9e:1f,       2,  538168,362351902,408,622000000,0x0000
000000000000001a,       2,e2:e1:fb:07:8a:5f,       1,      32,    1872,408,676000000,0x0000
000000000000000a,       1,26:07:6a:27:9e:1f,       2,  538168,362351902,408,626000000,0x0000
000000000000000a,       2,e2:e1:fb:07:8a:5f,       1,      32,    1872,408,671000000,0x0000
0000000000000006,       2,26:07:6a:27:9e:1f,       4,  543063,365648192,418,632000000,0x0000
0000000000000006,       4,e2:e1:fb:07:8a:5f,       2,      32,    1872,418,671000000,0x0000
0000000000000007,       1,26:07:6a:27:9e:1f,       2,  543063,365648192,418,636000000,0x0000
0000000000000007,       2,e2:e1:fb:07:8a:5f,       1,      32,    1872,418,663000000,0x0000
000000000000000a,       1,26:07:6a:27:9e:1f,       2,  543063,365648192,418,633000000,0x0000
000000000000000a,       2,e2:e1:fb:07:8a:5f,       1,      32,    1872,418,678000000,0x0000
0000000000000004,       1,26:07:6a:27:9e:1f,       2,  543063,365648192,418,640000000,0x0000
0000000000000004,       2,e2:e1:fb:07:8a:5f,       1,      32,    1872,418,658000000,0x0000
000000000000001a,       1,26:07:6a:27:9e:1f,       2,  543063,365648192,418,629000000,0x0000
000000000000001a,       2,e2:e1:fb:07:8a:5f,       1,      32,    1872,418,683000000,0x0000
