datapath,in-port,eth-dst,out-port,packets,bytes,duration-sec,duration-nsec,flags
0000000000000003,       3,e2:e1:fb:07:8a:5f,       5,      32,    1872,418,648000000,0x0000
0000000000000003,       5,26:07:6a:27:9e:1f,       3,  543063,365648192,418,643000000,0x0000
000000000000001b,       1,26:07:6a:27:9e:1f,       3,  543063,365648192,418,626000000,0x0000
000000000000001b,       3,e2:e1:fb:07:8a:5f,       1,      32,    1872,418,690000000,0x0000
0000000000000003,       3,e2:e1:fb:07:8a:5f,       5,      32,    1872,428,652000000,0x0000
0000000000000003,       5,26:07:6a:27:9e:1f,       3,  558480,376027606,428,647000000,0x0000
0000000000000004,       1,26:07:6a:27:9e:1f,       2,  558480,376027606,428,641000000,0x0000
0000000000000004,       2,e2:e1:fb:07:8a:5f,       1,      32,    1872,428,659000000,0x0000
0000000000000007,       1,26:07:6a:27:9e:1f,       2,  558480,376027606,428,640000000,0x0000
0000000000000007,       2,e2:e1:fb:07:8a:5f,       1,      32,    1872,428,667000000,0x0000
000000000000000a,       1,26:07:6a:27:9e:1f,       2,  558480,376027606,428,633000000,0x0000
000000000000000a,       2,e2:e1:fb:07:8a:5f,       1,      32,    1872,428,678000000,0x0000
000000000000001b,       1,26:07:6a:27:9e:1f,       3,  558480,376027606,428,632000000,0x0000
000000000000001b,       3,e2:e1:fb:07:8a:5f,       1,      32,    1872,428,696000000,0x0000
0000000000000006,       2,26:07:6a:27:9e:1f,       4,  558480,376027606,428,636000000,0x0000
0000000000000006,       4,e2:e1:fb:07:8a:5f,       2,      32,    1872,428,675000000,0x0000
000000000000001a,       1,26:07:6a:27:9e:1f,       2,  558480,376027606,428,635000000,0x0000
000000000000001a,       2,e2:e1:fb:07:8a:5f,       1,      32,    1872,428,689000000,0x0000
000000000000000a,       1,26:07:6a:27:9e:1f,       2,  570424,384075754,438,631000000,0x0000
000000000000000a,       2,e2:e1:fb:07:8a:5f,       1,      32,    1872,438,676000000,0x0000
0000000000000006,       2,26:07:6a:27:9e:1f,       4,  570424,384075754,438,634000000,0x0000
0000000000000006,       4,e2:e1:fb:07:8a:5f,       2,      32,    1872,438,673000000,0x0000
0000000000000007,       1,26:07:6a:27:9e:1f,       2,  570424,384075754,438,638000000,0x0000
0000000000000007,       2,e2:e1:fb:07:8a:5f,       1,      32,    1872,438,665000000,0x0000
0000000000000003,       3,e2:e1:fb:07:8a:5f,       5,      32,    1872,438,650000000,0x0000
0000000000000003,       5,26:07:6a:27:9e:1f,       3,  570424,384075754,438,645000000,0x0000
0000000000000004,       1,26:07:6a:27:9e:1f,       2,  570424,384075754,438,642000000,0x0000
0000000000000004,       2,e2:e1:fb:07:8a:5f,       1,      32,    1872,438,660000000,0x0000
000000000000001b,       1,26:07:6a:27:9e:1f,       3,  570424,384075754,438,628000000,0x0000
000000000000001b,       3,e2:e1:fb:07:8a:5f,       1,      32,    1872,438,692000000,0x0000
000000000000001a,       1,26:07:6a:27:9e:1f,       2,  570424,384075754,438,631000000,0x0000
000000000000001a,       2,e2:e1:fb:07:8a:5f,       1,      32,    1872,438,685000000,0x0000
0000000000000004,       1,26:07:6a:27:9e:1f,       2,  581740,391689226,448,645000000,0x0000
0000000000000004,       2,e2:e1:fb:07:8a:5f,       1,      33,    1914,448,663000000,0x0000
0000000000000003,       3,e2:e1:fb:07:8a:5f,       5,      33,    1914,448,653000000,0x0000
0000000000000003,       5,26:07:6a:27:9e:1f,       3,  581740,391689226,448,648000000,0x0000
000000000000000a,       1,26:07:6a:27:9e:1f,       2,  581740,391689226,448,637000000,0x0000
000000000000000a,       2,e2:e1:fb:07:8a:5f,       1,      33,    1914,448,682000000,0x0000
0000000000000006,       2,26:07:6a:27:9e:1f,       4,  581740,391689226,448,640000000,0x0000
0000000000000006,       4,e2:e1:fb:07:8a:5f,       2,      33,    1914,448,679000000,0x0000
0000000000000007,       1,26:07:6a:27:9e:1f,       2,  581740,391689226,448,644000000,0x0000
0000000000000007,       2,e2:e1:fb:07:8a:5f,       1,      33,    1914,448,671000000,0x0000
000000000000001b,       1,26:07:6a:27:9e:1f,       3,  581740,391689226,448,630000000,0x0000
000000000000001b,       3,e2:e1:fb:07:8a:5f,       1,      33,    1914,448,694000000,0x0000
000000000000001a,       1,26:07:6a:27:9e:1f,       2,  581740,391689226,448,633000000,0x0000
000000000000001a,       2,e2:e1:fb:07:8a:5f,       1,      33,    1914,448,687000000,0x0000
0000000000000006,       2,26:07:6a:27:9e:1f,       4,  596010,401299566,458,641000000,0x0000
0000000000000006,       4,e2:e1:fb:07:8a:5f,       2,      33,    1914,458,680000000,0x0000
000000000000001b,       1,26:07:6a:27:9e:1f,       3,  596010,401299566,458,631000000,0x0000
000000000000001b,       3,e2:e1:fb:07:8a:5f,       1,      33,    1914,458,695000000,0x0000
0000000000000007,       1,26:07:6a:27:9e:1f,       2,  596010,401299566,458,645000000,0x0000
0000000000000007,       2,e2:e1:fb:07:8a:5f,       1,      33,    1914,458,672000000,0x0000
0000000000000003,       3,e2:e1:fb:07:8a:5f,       5,      33,    1914,458,657000000,0x0000
0000000000000003,       5,26:07:6a:27:9e:1f,       3,  596010,401299566,458,652000000,0x0000
000000000000000a,       1,26:07:6a:27:9e:1f,       2,  596010,401299566,458,638000000,0x0000
000000000000000a,       2,e2:e1:fb:07:8a:5f,       1,      33,    1914,458,683000000,0x0000
0000000000000004,       1,26:07:6a:27:9e:1f,       2,  596010,401299566,458,649000000,0x0000
0000000000000004,       2,e2:e1:fb:07:8a:5f,       1,      33,    1914,458,667000000,0x0000
000000000000001a,       1,26:07:6a:27:9e:1f,       2,  596010,401299566,458,634000000,0x0000
000000000000001a,       2,e2:e1:fb:07:8a:5f,       1,      33,    1914,458,688000000,0x0000
0000000000000003,       3,e2:e1:fb:07:8a:5f,       5,      33,    1914,468,661000000,0x0000
0000000000000003,       5,26:07:6a:27:9e:1f,       3,  613948,413380362,468,656000000,0x0000
0000000000000004,       1,26:07:6a:27:9e:1f,       2,  613948,413380362,468,656000000,0x0000
0000000000000004,       2,e2:e1:fb:07:8a:5f,       1,      33,    1914,468,674000000,0x0000
0000000000000006,       2,26:07:6a:27:9e:1f,       4,  613948,413380362,468,648000000,0x0000
0000000000000006,       4,e2:e1:fb:07:8a:5f,       2,      33,    1914,468,687000000,0x0000
0000000000000007,       1,26:07:6a:27:9e:1f,       2,  613948,413380362,468,652000000,0x0000
0000000000000007,       2,e2:e1:fb:07:8a:5f,       1,      33,    1914,468,679000000,0x0000
000000000000001b,       1,26:07:6a:27:9e:1f,       3,  613948,413380362,468,638000000,0x0000
000000000000001b,       3,e2:e1:fb:07:8a:5f,       1,      33,    1914,468,702000000,0x0000
000000000000000a,       1,26:07:6a:27:9e:1f,       2,  613948,413380362,468,645000000,0x0000
000000000000000a,       2,e2:e1:fb:07:8a:5f,       1,      33,    1914,468,690000000,0x0000
000000000000001a,       1,26:07:6a:27:9e:1f,       2,  613948,413380362,468,641000000,0x0000
000000000000001a,       2,e2:e1:fb:07:8a:5f,       1,      33,    1914,468,695000000,0x0000
000000000000001a,       1,26:07:6a:27:9e:1f,       2,  620815,418000076,478,644000000,0x0000
000000000000001a,       2,e2:e1:fb:07:8a:5f,       1,      33,    1914,478,698000000,0x0000
0000000000000004,       1,26:07:6a:27:9e:1f,       2,  620815,418000076,478,659000000,0x0000
0000000000000004,       2,e2:e1:fb:07:8a:5f,       1,      33,    1914,478,677000000,0x0000
000000000000000a,       1,26:07:6a:27:9e:1f,       2,  620815,418000076,478,648000000,0x0000
000000000000000a,       2,e2:e1:fb:07:8a:5f,       1,      33,    1914,478,693000000,0x0000
000000000000001b,       1,26:07:6a:27:9e:1f,       3,  620815,418000076,478,641000000,0x0000
000000000000001b,       3,e2:e1:fb:07:8a:5f,       1,      33,    1914,478,705000000,0x0000
0000000000000003,       3,e2:e1:fb:07:8a:5f,       5,      33,    1914,478,667000000,0x0000
0000000000000003,       5,26:07:6a:27:9e:1f,       3,  620815,418000076,478,662000000,0x0000
0000000000000007,       1,26:07:6a:27:9e:1f,       2,  620815,418000076,478,655000000,0x0000
0000000000000007,       2,e2:e1:fb:07:8a:5f,       1,      33,    1914,478,682000000,0x0000
0000000000000006,       2,26:07:6a:27:9e:1f,       4,  620815,418000076,478,651000000,0x0000
0000000000000006,       4,e2:e1:fb:07:8a:5f,       2,      33,    1914,478,690000000,0x0000
0000000000000007,       1,26:07:6a:27:9e:1f,       2,  641321,431807228,488,656000000,0x0000
0000000000000007,       2,e2:e1:fb:07:8a:5f,       1,      34,    1956,488,683000000,0x0000
000000000000001b,       1,26:07:6a:27:9e:1f,       3,  641321,431807228,488,642000000,0x0000
000000000000001b,       3,e2:e1:fb:07:8a:5f,       1,      34,    1956,488,706000000,0x0000
0000000000000003,       3,e2:e1:fb:07:8a:5f,       5,      34,    1956,488,667000000,0x0000
0000000000000003,       5,26:07:6a:27:9e:1f,       3,  641321,431807228,488,662000000,0x0000
000000000000001a,       1,26:07:6a:27:9e:1f,       2,  641321,431807228,488,645000000,0x0000
000000000000001a,       2,e2:e1:fb:07:8a:5f,       1,      34,    1956,488,699000000,0x0000
0000000000000004,       1,26:07:6a:27:9e:1f,       2,  641321,431807228,488,660000000,0x0000
0000000000000004,       2,e2:e1:fb:07:8a:5f,       1,      34,    1956,488,678000000,0x0000
000000000000000a,       1,26:07:6a:27:9e:1f,       2,  641321,431807228,488,649000000,0x0000
000000000000000a,       2,e2:e1:fb:07:8a:5f,       1,      34,    1956,488,694000000,0x0000
0000000000000006,       2,26:07:6a:27:9e:1f,       4,  641321,431807228,488,652000000,0x0000
0000000000000006,       4,e2:e1:fb:07:8a:5f,       2,      34,    1956,488,691000000,0x0000
0000000000000007,       1,26:07:6a:27:9e:1f,       2,  650330,437876006,498,656000000,0x0000
0000000000000007,       2,e2:e1:fb:07:8a:5f,       1,      34,    1956,498,683000000,0x0000
000000000000001a,       1,26:07:6a:27:9e:1f,       2,  650330,437876006,498,645000000,0x0000
000000000000001a,       2,e2:e1:fb:07:8a:5f,       1,      34,    1956,498,699000000,0x0000
000000000000001b,       1,26:07:6a:27:9e:1f,       3,  650330,437876006,498,642000000,0x0000
000000000000001b,       3,e2:e1:fb:07:8a:5f,       1,      34,    1956,498,706000000,0x0000
0000000000000004,       1,26:07:6a:27:9e:1f,       2,  650330,437876006,498,660000000,0x0000
0000000000000004,       2,e2:e1:fb:07:8a:5f,       1,      34,    1956,498,678000000,0x0000
0000000000000006,       2,26:07:6a:27:9e:1f,       4,  650330,437876006,498,652000000,0x0000
0000000000000006,       4,e2:e1:fb:07:8a:5f,       2,      34,    1956,498,691000000,0x0000
000000000000000a,       1,26:07:6a:27:9e:1f,       2,  650330,437876006,498,649000000,0x0000
000000000000000a,       2,e2:e1:fb:07:8a:5f,       1,      34,    1956,498,694000000,0x0000
0000000000000003,       3,e2:e1:fb:07:8a:5f,       5,      34,    1956,498,668000000,0x0000
0000000000000003,       5,26:07:6a:27:9e:1f,       3,  650330,437876006,498,663000000,0x0000
0000000000000007,       1,26:07:6a:27:9e:1f,       2,  662706,446210923,508,667000000,0x0000
0000000000000007,       2,e2:e1:fb:07:8a:5f,       1,      37,    2131,508,694000000,0x0000
0000000000000004,       1,26:07:6a:27:9e:1f,       2,  662706,446210923,508,671000000,0x0000
0000000000000004,       2,e2:e1:fb:07:8a:5f,       1,      37,    2131,508,689000000,0x0000
000000000000001a,       1,26:07:6a:27:9e:1f,       2,  662706,446210923,508,661000000,0x0000
000000000000001a,       2,e2:e1:fb:07:8a:5f,       1,      37,    2131,508,715000000,0x0000
0000000000000003,       3,e2:e1:fb:07:8a:5f,       5,      37,    2131,508,677000000,0x0000
0000000000000003,       5,26:07:6a:27:9e:1f,       3,  662706,446210923,508,672000000,0x0000
000000000000001b,       1,26:07:6a:27:9e:1f,       3,  662706,446210923,508,658000000,0x0000
000000000000001b,       3,e2:e1:fb:07:8a:5f,       1,      37,    2131,508,722000000,0x0000
000000000000000a,       1,26:07:6a:27:9e:1f,       2,  662706,446210923,508,665000000,0x0000
000000000000000a,       2,e2:e1:fb:07:8a:5f,       1,      37,    2131,508,710000000,0x0000
0000000000000006,       2,26:07:6a:27:9e:1f,       4,  662706,446210923,508,663000000,0x0000
0000000000000006,       4,e2:e1:fb:07:8a:5f,       2,      37,    2131,508,702000000,0x0000
0000000000000003,       3,e2:e1:fb:07:8a:5f,       5,      37,    2131,518,679000000,0x0000
0000000000000003,       5,26:07:6a:27:9e:1f,       3,  679618,457601627,518,674000000,0x0000
0000000000000004,       1,26:07:6a:27:9e:1f,       2,  679618,457601627,518,678000000,0x0000
0000000000000004,       2,e2:e1:fb:07:8a:5f,       1,      37,    2131,518,696000000,0x0000
000000000000000a,       1,26:07:6a:27:9e:1f,       2,  679618,457601627,518,662000000,0x0000
000000000000000a,       2,e2:e1:fb:07:8a:5f,       1,      37,    2131,518,707000000,0x0000
0000000000000007,       1,26:07:6a:27:9e:1f,       2,  679618,457601627,518,669000000,0x0000
0000000000000007,       2,e2:e1:fb:07:8a:5f,       1,      37,    2131,518,696000000,0x0000
0000000000000006,       2,26:07:6a:27:9e:1f,       4,  679618,457601627,518,670000000,0x0000
0000000000000006,       4,e2:e1:fb:07:8a:5f,       2,      37,    2131,518,709000000,0x0000
000000000000001a,       1,26:07:6a:27:9e:1f,       2,  679618,457601627,518,663000000,0x0000
000000000000001a,       2,e2:e1:fb:07:8a:5f,       1,      37,    2131,518,717000000,0x0000
000000000000001b,       1,26:07:6a:27:9e:1f,       3,  679618,457601627,518,655000000,0x0000
000000000000001b,       3,e2:e1:fb:07:8a:5f,       1,      37,    2131,518,719000000,0x0000
0000000000000006,       2,26:07:6a:27:9e:1f,       4,  691148,465358387,528,673000000,0x0000
0000000000000006,       4,e2:e1:fb:07:8a:5f,       2,      37,    2131,528,712000000,0x0000
000000000000001a,       1,26:07:6a:27:9e:1f,       2,  691148,465358387,528,709000000,0x0000
000000000000001a,       2,e2:e1:fb:07:8a:5f,       1,      37,    2131,528,763000000,0x0000
000000000000001b,       1,26:07:6a:27:9e:1f,       3,  691148,465358387,528,705000000,0x0000
000000000000001b,       3,e2:e1:fb:07:8a:5f,       1,      37,    2131,528,769000000,0x0000
0000000000000007,       1,26:07:6a:27:9e:1f,       2,  691148,465358387,528,715000000,0x0000
0000000000000007,       2,e2:e1:fb:07:8a:5f,       1,      37,    2131,528,742000000,0x0000
0000000000000004,       1,26:07:6a:27:9e:1f,       2,  691148,465358387,528,724000000,0x0000
0000000000000004,       2,e2:e1:fb:07:8a:5f,       1,      37,    2131,528,742000000,0x0000
0000000000000003,       3,e2:e1:fb:07:8a:5f,       5,      37,    2131,528,730000000,0x0000
0000000000000003,       5,26:07:6a:27:9e:1f,       3,  691148,465358387,528,725000000,0x0000
000000000000000a,       1,26:07:6a:27:9e:1f,       2,  691148,465358387,528,713000000,0x0000
000000000000000a,       2,e2:e1:fb:07:8a:5f,       1,      37,    2131,528,758000000,0x0000
000000000000000a,       1,26:07:6a:27:9e:1f,       2,  698001,469977213,538,673000000,0x0000
000000000000000a,       2,e2:e1:fb:07:8a:5f,       1,      37,    2131,538,718000000,0x0000
0000000000000006,       2,26:07:6a:27:9e:1f,       4,  698001,469977213,538,685000000,0x0000
0000000000000006,       4,e2:e1:fb:07:8a:5f,       2,      37,    2131,538,724000000,0x0000
0000000000000004,       1,26:07:6a:27:9e:1f,       2,  698001,469977213,538,693000000,0x0000
0000000000000004,       2,e2:e1:fb:07:8a:5f,       1,      37,    2131,538,711000000,0x0000
0000000000000003,       3,e2:e1:fb:07:8a:5f,       5,      37,    2131,538,701000000,0x0000
0000000000000003,       5,26:07:6a:27:9e:1f,       3,  698001,469977213,538,696000000,0x0000
0000000000000007,       1,26:07:6a:27:9e:1f,       2,  698001,469977213,538,685000000,0x0000
0000000000000007,       2,e2:e1:fb:07:8a:5f,       1,      37,    2131,538,712000000,0x0000
000000000000001a,       1,26:07:6a:27:9e:1f,       2,  698001,469977213,538,678000000,0x0000
000000000000001a,       2,e2:e1:fb:07:8a:5f,       1,      37,    2131,538,732000000,0x0000
000000000000001b,       1,26:07:6a:27:9e:1f,       3,  698001,469977213,538,675000000,0x0000
000000000000001b,       3,e2:e1:fb:07:8a:5f,       1,      37,    2131,538,739000000,0x0000
0000000000000003,       3,e2:e1:fb:07:8a:5f,       5,      38,    2173,548,703000000,0x0000
0000000000000003,       5,26:07:6a:27:9e:1f,       3,  712827,479962105,548,698000000,0x0000
0000000000000006,       2,26:07:6a:27:9e:1f,       4,  712827,479962105,548,688000000,0x0000
0000000000000006,       4,e2:e1:fb:07:8a:5f,       2,      38,    2173,548,727000000,0x0000
0000000000000007,       1,26:07:6a:27:9e:1f,       2,  712827,479962105,548,692000000,0x0000
0000000000000007,       2,e2:e1:fb:07:8a:5f,       1,      38,    2173,548,719000000,0x0000
000000000000001b,       1,26:07:6a:27:9e:1f,       3,  712827,479962105,548,681000000,0x0000
000000000000001b,       3,e2:e1:fb:07:8a:5f,       1,      38,    2173,548,745000000,0x0000
000000000000001a,       1,26:07:6a:27:9e:1f,       2,  712827,479962105,548,684000000,0x0000
000000000000001a,       2,e2:e1:fb:07:8a:5f,       1,      38,    2173,548,738000000,0x0000
0000000000000004,       1,26:07:6a:27:9e:1f,       2,  712827,479962105,548,696000000,0x0000
0000000000000004,       2,e2:e1:fb:07:8a:5f,       1,      38,    2173,548,714000000,0x0000
000000000000000a,       1,26:07:6a:27:9e:1f,       2,  712827,479962105,548,685000000,0x0000
000000000000000a,       2,e2:e1:fb:07:8a:5f,       1,      38,    2173,548,730000000,0x0000
000000000000001a,       1,26:07:6a:27:9e:1f,       2,  727549,489871029,558,675000000,0x0000
000000000000001a,       2,e2:e1:fb:07:8a:5f,       1,      38,    2173,558,729000000,0x0000
0000000000000004,       1,26:07:6a:27:9e:1f,       2,  727549,489871029,558,690000000,0x0000
0000000000000004,       2,e2:e1:fb:07:8a:5f,       1,      38,    2173,558,708000000,0x0000
0000000000000007,       1,26:07:6a:27:9e:1f,       2,  727549,489871029,558,686000000,0x0000
0000000000000007,       2,e2:e1:fb:07:8a:5f,       1,      38,    2173,558,713000000,0x0000
000000000000000a,       1,26:07:6a:27:9e:1f,       2,  727549,489871029,558,679000000,0x0000
000000000000000a,       2,e2:e1:fb:07:8a:5f,       1,      38,    2173,558,724000000,0x0000
0000000000000006,       2,26:07:6a:27:9e:1f,       4,  727549,489871029,558,682000000,0x0000
0000000000000006,       4,e2:e1:fb:07:8a:5f,       2,      38,    2173,558,721000000,0x0000
000000000000001b,       1,26:07:6a:27:9e:1f,       3,  727549,489871029,558,672000000,0x0000
000000000000001b,       3,e2:e1:fb:07:8a:5f,       1,      38,    2173,558,736000000,0x0000
0000000000000003,       3,e2:e1:fb:07:8a:5f,       5,      38,    2173,558,698000000,0x0000
0000000000000003,       5,26:07:6a:27:9e:1f,       3,  727549,489871029,558,693000000,0x0000
000000000000001b,       1,26:07:6a:27:9e:1f,       3,  741326,499147163,568,719000000,0x0000
000000000000001b,       3,e2:e1:fb:07:8a:5f,       1,      38,    2173,568,783000000,0x0000
0000000000000007,       1,26:07:6a:27:9e:1f,       2,  741326,499147163,568,732000000,0x0000
0000000000000007,       2,e2:e1:fb:07:8a:5f,       1,      38,    2173,568,759000000,0x0000
0000000000000003,       3,e2:e1:fb:07:8a:5f,       5,      38,    2173,568,770000000,0x0000
0000000000000003,       5,26:07:6a:27:9e:1f,       3,  741326,499147163,568,765000000,0x0000
000000000000001a,       1,26:07:6a:27:9e:1f,       2,  741326,499147163,568,747000000,0x0000
000000000000001a,       2,e2:e1:fb:07:8a:5f,       1,      38,    2173,568,801000000,0x0000
0000000000000004,       1,26:07:6a:27:9e:1f,       2,  741326,499147163,568,762000000,0x0000
0000000000000004,       2,e2:e1:fb:07:8a:5f,       1,      38,    2173,568,780000000,0x0000
000000000000000a,       1,26:07:6a:27:9e:1f,       2,  741326,499147163,568,756000000,0x0000
000000000000000a,       2,e2:e1:fb:07:8a:5f,       1,      38,    2173,568,801000000,0x0000
0000000000000006,       2,26:07:6a:27:9e:1f,       4,  741326,499147163,568,754000000,0x0000
0000000000000006,       4,e2:e1:fb:07:8a:5f,       2,      38,    2173,568,793000000,0x0000
000000000000000a,       1,26:07:6a:27:9e:1f,       2,  754152,507787255,578,727000000,0x0000
000000000000000a,       2,e2:e1:fb:07:8a:5f,       1,      38,    2173,578,772000000,0x0000
000000000000001a,       1,26:07:6a:27:9e:1f,       2,  754152,507787255,578,725000000,0x0000
000000000000001a,       2,e2:e1:fb:07:8a:5f,       1,      38,    2173,578,779000000,0x0000
0000000000000003,       3,e2:e1:fb:07:8a:5f,       5,      38,    2173,578,745000000,0x0000
0000000000000003,       5,26:07:6a:27:9e:1f,       3,  754152,507787255,578,740000000,0x0000
0000000000000007,       1,26:07:6a:27:9e:1f,       2,  754152,507787255,578,734000000,0x0000
0000000000000007,       2,e2:e1:fb:07:8a:5f,       1,      38,    2173,578,761000000,0x0000
0000000000000006,       2,26:07:6a:27:9e:1f,       4,  754152,507787255,578,730000000,0x0000
0000000000000006,       4,e2:e1:fb:07:8a:5f,       2,      38,    2173,578,769000000,0x0000
0000000000000004,       1,26:07:6a:27:9e:1f,       2,  754152,507787255,578,738000000,0x0000
0000000000000004,       2,e2:e1:fb:07:8a:5f,       1,      38,    2173,578,756000000,0x0000
000000000000001b,       1,26:07:6a:27:9e:1f,       3,  754152,507787255,578,725000000,0x0000
000000000000001b,       3,e2:e1:fb:07:8a:5f,       1,      38,    2173,578,789000000,0x0000
000000000000000a,       1,26:07:6a:27:9e:1f,       2,  766993,516435477,588,735000000,0x0000
000000000000000a,       2,e2:e1:fb:07:8a:5f,       1,      38,    2173,588,780000000,0x0000
0000000000000003,       3,e2:e1:fb:07:8a:5f,       5,      38,    2173,588,752000000,0x0000
0000000000000003,       5,26:07:6a:27:9e:1f,       3,  766993,516435477,588,747000000,0x0000
0000000000000007,       1,26:07:6a:27:9e:1f,       2,  766993,516435477,588,742000000,0x0000
0000000000000007,       2,e2:e1:fb:07:8a:5f,       1,      38,    2173,588,769000000,0x0000
0000000000000006,       2,26:07:6a:27:9e:1f,       4,  766993,516435477,588,738000000,0x0000
0000000000000006,       4,e2:e1:fb:07:8a:5f,       2,      38,    2173,588,777000000,0x0000
0000000000000004,       1,26:07:6a:27:9e:1f,       2,  766993,516435477,588,746000000,0x0000
0000000000000004,       2,e2:e1:fb:07:8a:5f,       1,      38,    2173,588,764000000,0x0000
000000000000001a,       1,26:07:6a:27:9e:1f,       2,  766993,516435477,588,739000000,0x0000
000000000000001a,       2,e2:e1:fb:07:8a:5f,       1,      38,    2173,588,793000000,0x0000
000000000000001b,       1,26:07:6a:27:9e:1f,       3,  766993,516435477,588,736000000,0x0000
000000000000001b,       3,e2:e1:fb:07:8a:5f,       1,      38,    2173,588,800000000,0x0000
000000000000000a,       1,26:07:6a:27:9e:1f,       2,  776363,522739617,598,745000000,0x0000
000000000000000a,       2,e2:e1:fb:07:8a:5f,       1,      39,    2215,598,790000000,0x0000
0000000000000003,       3,e2:e1:fb:07:8a:5f,       5,      39,    2215,598,761000000,0x0000
0000000000000003,       5,26:07:6a:27:9e:1f,       3,  776363,522739617,598,756000000,0x0000
0000000000000004,       1,26:07:6a:27:9e:1f,       2,  776363,522739617,598,757000000,0x0000
0000000000000004,       2,e2:e1:fb:07:8a:5f,       1,      39,    2215,598,775000000,0x0000
0000000000000007,       1,26:07:6a:27:9e:1f,       2,  776363,522739617,598,752000000,0x0000
0000000000000007,       2,e2:e1:fb:07:8a:5f,       1,      39,    2215,598,779000000,0x0000
0000000000000006,       2,26:07:6a:27:9e:1f,       4,  776363,522739617,598,749000000,0x0000
0000000000000006,       4,e2:e1:fb:07:8a:5f,       2,      39,    2215,598,788000000,0x0000
000000000000001b,       1,26:07:6a:27:9e:1f,       3,  776363,522739617,598,742000000,0x0000
000000000000001b,       3,e2:e1:fb:07:8a:5f,       1,      39,    2215,598,806000000,0x0000
000000000000001a,       1,26:07:6a:27:9e:1f,       2,  776363,522739617,598,746000000,0x0000
000000000000001a,       2,e2:e1:fb:07:8a:5f,       1,      39,    2215,598,800000000,0x0000
0000000000000003,       3,e2:e1:fb:07:8a:5f,       5,      42,    2390,608,761000000,0x0000
0000000000000003,       5,26:07:6a:27:9e:1f,       3,  791516,532941468,608,756000000,0x0000
000000000000001b,       1,26:07:6a:27:9e:1f,       3,  791516,532941468,608,733000000,0x0000
000000000000001b,       3,e2:e1:fb:07:8a:5f,       1,      42,    2390,608,797000000,0x0000
0000000000000007,       1,26:07:6a:27:9e:1f,       2,  791516,532941468,608,747000000,0x0000
0000000000000007,       2,e2:e1:fb:07:8a:5f,       1,      42,    2390,608,774000000,0x0000
000000000000001a,       1,26:07:6a:27:9e:1f,       2,  791516,532941468,608,738000000,0x0000
000000000000001a,       2,e2:e1:fb:07:8a:5f,       1,      42,    2390,608,792000000,0x0000
000000000000000a,       1,26:07:6a:27:9e:1f,       2,  791516,532941468,608,740000000,0x0000
000000000000000a,       2,e2:e1:fb:07:8a:5f,       1,      42,    2390,608,785000000,0x0000
0000000000000004,       1,26:07:6a:27:9e:1f,       2,  791516,532941468,608,753000000,0x0000
0000000000000004,       2,e2:e1:fb:07:8a:5f,       1,      42,    2390,608,771000000,0x0000
0000000000000006,       2,26:07:6a:27:9e:1f,       4,  791516,532941468,608,745000000,0x0000
0000000000000006,       4,e2:e1:fb:07:8a:5f,       2,      42,    2390,608,784000000,0x0000
0000000000000004,       1,26:07:6a:27:9e:1f,       2,  805880,542616156,618,828000000,0x0000
0000000000000004,       2,e2:e1:fb:07:8a:5f,       1,      42,    2390,618,846000000,0x0000
000000000000000a,       1,26:07:6a:27:9e:1f,       2,  805880,542616156,618,817000000,0x0000
000000000000000a,       2,e2:e1:fb:07:8a:5f,       1,      42,    2390,618,862000000,0x0000
000000000000001a,       1,26:07:6a:27:9e:1f,       2,  805880,542616156,618,813000000,0x0000
000000000000001a,       2,e2:e1:fb:07:8a:5f,       1,      42,    2390,618,867000000,0x0000
0000000000000006,       2,26:07:6a:27:9e:1f,       4,  805880,542616156,618,811000000,0x0000
0000000000000006,       4,e2:e1:fb:07:8a:5f,       2,      42,    2390,618,850000000,0x0000
0000000000000003,       3,e2:e1:fb:07:8a:5f,       5,      42,    2390,618,827000000,0x0000
0000000000000003,       5,26:07:6a:27:9e:1f,       3,  805880,542616156,618,822000000,0x0000
000000000000001b,       1,26:07:6a:27:9e:1f,       3,  805880,542616156,618,801000000,0x0000
000000000000001b,       3,e2:e1:fb:07:8a:5f,       1,      42,    2390,618,865000000,0x0000
0000000000000007,       1,26:07:6a:27:9e:1f,       2,  805880,542616156,618,822000000,0x0000
0000000000000007,       2,e2:e1:fb:07:8a:5f,       1,      42,    2390,618,849000000,0x0000
0000000000000004,       1,26:07:6a:27:9e:1f,       2,  816663,549880942,628,809000000,0x0000
0000000000000004,       2,e2:e1:fb:07:8a:5f,       1,      42,    2390,628,827000000,0x0000
0000000000000007,       1,26:07:6a:27:9e:1f,       2,  816663,549880942,628,805000000,0x0000
0000000000000007,       2,e2:e1:fb:07:8a:5f,       1,      42,    2390,628,832000000,0x0000
000000000000001b,       1,26:07:6a:27:9e:1f,       3,  816663,549880942,628,791000000,0x0000
000000000000001b,       3,e2:e1:fb:07:8a:5f,       1,      42,    2390,628,855000000,0x0000
0000000000000003,       3,e2:e1:fb:07:8a:5f,       5,      42,    2390,628,814000000,0x0000
0000000000000003,       5,26:07:6a:27:9e:1f,       3,  816663,549880942,628,809000000,0x0000
000000000000001a,       1,26:07:6a:27:9e:1f,       2,  816663,549880942,628,794000000,0x0000
