datapath,port,rx-pkts,rx-bytes,rx-error,tx-pkts,tx-bytes,tx-error,duration-sec,duration-nsec
0000000000000019,fffffffe,       0,       0,       0,    1439,  491838,       0,1798,875000000
000000000000001c,       1,    1921,  520194,       0,      49,   15630,       0,1797,249000000
000000000000001c,       2,      89,   29592,       0,    1883,  506634,       0,1797,279000000
000000000000001c,fffffffe,       0,       0,       0,    1442,  492864,       0,1797,253000000
000000000000000c,       1,    1752,  460986,       0,     229,   76062,       0,1800,671000000
000000000000000c,       2,     268,   89964,       0,    1706,  445818,       0,1800,671000000
000000000000000c,fffffffe,       0,       0,       0,    1440,  492180,       0,1800,648000000
000000000000001d,       1,    1975,  538098,       0,       3,     180,       0,1797,216000000
000000000000001d,       2,    1974,  536628,       0,       7,     420,       0,1797,215000000
000000000000001d,fffffffe,       0,       0,       0,    1444,  493548,       0,1797,199000000
0000000000000018,       1,     142,   48000,       0,    1836,  490560,       0,1799,309000000
0000000000000018,       2,    1879,  505548,       0,     100,   32508,       0,1799,114000000
0000000000000018,fffffffe,       0,       0,       0,    1444,  493548,       0,1799,118000000
0000000000000002,       1,      98,   32388,       0,    1880,  505326,       0,1811,426000000
0000000000000002,       2,    1933,  521196,       0,      54,   16776,       0,1811,404000000
0000000000000002,fffffffe,       0,       0,       0,    1441,  492522,       0,1811,405000000
0000000000000001,       1,    1969,  535764,       0,       4,     240,       0,1811,547000000
0000000000000001,       2,    1972,  536508,       0,       5,     300,       0,1811,438000000
0000000000000001,fffffffe,       0,       0,       0,    1437,  491154,       0,1811,439000000
000000000000000b,       1,      95,   31080,       0,    1884,  506412,       0,1810,735000000
000000000000000b,       2,    1670,  430404,       0,     326,  108390,       0,1810,735000000
000000000000000b,       3,     320,  107184,       0,    1669,  431190,       0,1810,735000000
000000000000000b,fffffffe,       0,       0,       0,    1443,  493206,       0,1810,696000000
000000000000000f,       1,    1979,  538056,       0,       1,      60,       0,1810,533000000
000000000000000f,fffffffe,       0,       0,       0,    1442,  492864,       0,1810,507000000
0000000000000016,       1,    1961,  533028,       0,       3,     180,       0,1809,475000000
0000000000000016,fffffffe,       0,       0,       0,    1434,  490128,       0,1809,459000000
0000000000000004,       1, 1119217,753421018,       0,    1488,  354730,       0,1811,8000000
0000000000000004,       2,    1492,  356098,       0, 1119215,753420898,       0,1811,241000000
0000000000000004,       3,      91,   30558,       0,    1886,  506250,       0,1811,9000000
0000000000000004,fffffffe,       0,       0,       0,    1438,  491496,       0,1811,10000000
0000000000000009,       1,    1876,  503112,       0,      95,   30798,       0,1810,815000000
0000000000000009,       2,     140,   47034,       0,    1832,  488346,       0,1810,815000000
0000000000000009,fffffffe,       0,       0,       0,    1432,  489444,       0,1810,800000000
000000000000000d,       1,    1801,  476898,       0,     183,   60894,       0,1810,606000000
000000000000000d,       2,     139,   45846,       0,    1843,  492108,       0,1810,626000000
000000000000000d,       3,     139,   46410,       0,    1845,  492510,       0,1810,607000000
000000000000000d,fffffffe,       0,       0,       0,    1443,  493206,       0,1810,608000000
000000000000001c,       1,    1926,  520494,       0,      49,   15630,       0,1807,252000000
000000000000001c,       2,      89,   29592,       0,    1888,  506934,       0,1807,282000000
000000000000001c,fffffffe,       0,       0,       0,    1442,  492864,       0,1807,256000000
0000000000000019,       1,     188,   62604,       0,    1791,  474042,       0,1809,8000000
0000000000000019,       2,    1841,  490014,       0,     143,   47496,       0,1809,8000000
0000000000000019,fffffffe,       0,       0,       0,    1439,  491838,       0,1808,878000000
0000000000000011,       1,    1972,  537072,       0,       4,     240,       0,1810,247000000
0000000000000011,fffffffe,       0,       0,       0,    1441,  492522,       0,1810,250000000
000000000000000c,       1,    1757,  461286,       0,     229,   76062,       0,1810,674000000
000000000000000c,       2,     268,   89964,       0,    1711,  446118,       0,1810,674000000
000000000000000c,fffffffe,       0,       0,       0,    1440,  492180,       0,1810,651000000
000000000000001a,       1, 1120506,753724522,       0,     187,   48250,       0,1808,637000000
000000000000001a,       2,     234,   64324,       0, 1120465,753711064,       0,1808,642000000
000000000000001a,fffffffe,       0,       0,       0,    1434,  490128,       0,1807,415000000
0000000000000018,       1,     142,   48000,       0,    1841,  490860,       0,1809,312000000
0000000000000018,       2,    1884,  505848,       0,     100,   32508,       0,1809,117000000
0000000000000018,fffffffe,       0,       0,       0,    1444,  493548,       0,1809,121000000
000000000000001d,       1,    1980,  538398,       0,       3,     180,       0,1807,219000000
000000000000001d,       2,    1979,  536928,       0,       7,     420,       0,1807,218000000
000000000000001d,fffffffe,       0,       0,       0,    1444,  493548,       0,1807,202000000
0000000000000012,       1,    1979,  538338,       0,       1,      60,       0,1810,160000000
0000000000000012,fffffffe,       0,       0,       0,    1444,  493548,       0,1810,122000000
0000000000000003,       1,     147,   48582,       0,    1845,  491100,       0,1811,257000000
0000000000000003,       2,    1971,  534192,       0,       9,     540,       0,1811,259000000
0000000000000003,       3,    1578,  385510,       0, 1119136,753393916,       0,1811,258000000
0000000000000003,       4,     415,  138828,       0,    1582,  400308,       0,1811,257000000
0000000000000003,       5, 1118663,753237820,       0,    1990,  526132,       0,1811,257000000
0000000000000003,       6,       0,       0,       0,    1940,  523308,       0,1811,257000000
0000000000000003,fffffffe,       0,       0,       0,    1444,  493548,       0,1811,260000000
0000000000000008,       1,    1798,  474180,       0,     189,   62100,       0,1810,848000000
0000000000000008,       2,      96,   31422,       0,    1880,  503916,       0,1810,848000000
0000000000000008,       3,     185,   61578,       0,    1788,  473016,       0,1810,847000000
0000000000000008,fffffffe,       0,       0,       0,    1433,  489786,       0,1810,828000000
0000000000000007,       1, 1119301,753450310,       0,    1403,  325660,       0,1810,873000000
0000000000000007,       2,     825,  266164,       0, 1119881,753510490,       0,1810,873000000
0000000000000007,       3,      90,   30498,       0,    1886,  506532,       0,1810,890000000
0000000000000007,       4,      92,   31182,       0,    1884,  505566,       0,1810,875000000
0000000000000007,       5,     580,   59334,       0,    1401,  477150,       0,1810,894000000
0000000000000007,fffffffe,       0,       0,       0,    1439,  491838,       0,1810,876000000
0000000000000005,       1,    1981,  538740,       0,       2,     120,       0,1810,975000000
0000000000000005,       2,    1968,  534012,       0,       5,     300,       0,1810,990000000
0000000000000005,fffffffe,       0,       0,       0,    1442,  492864,       0,1810,975000000
0000000000000006,       1,      99,   31320,       0,    1887,  505464,       0,1810,963000000
0000000000000006,       2, 1119978,753544264,       0,     733,  234700,       0,1810,964000000
0000000000000006,       3,     282,   93906,       0,    1706,  442716,       0,1810,964000000
0000000000000006,       4,     509,  157246,       0, 1120204,753620428,       0,1810,947000000
0000000000000006,fffffffe,       0,       0,       0,    1436,  490812,       0,1810,948000000
000000000000000e,       1,    1935,  523290,       0,      45,   14262,       0,1810,586000000
000000000000000e,       2,      89,   30156,       0,    1893,  508644,       0,1810,586000000
000000000000000e,fffffffe,       0,       0,       0,    1443,  493206,       0,1810,569000000
0000000000000015,       1,    1923,  519468,       0,      46,   14886,       0,1809,501000000
0000000000000015,       2,      90,   29934,       0,    1873,  502932,       0,1809,500000000
0000000000000015,fffffffe,       0,       0,       0,    1429,  488418,       0,1809,504000000
000000000000001b,       1, 1120554,753741502,       0,     142,   32860,       0,1807,323000000
000000000000001b,       2,     135,   45042,       0,    1837,  490056,       0,1807,339000000
000000000000001b,       3,      51,    2866,       0, 1120595,753756370,       0,1807,340000000
000000000000001b,fffffffe,       0,       0,       0,    1435,  490470,       0,1807,326000000
0000000000000017,       1,    1930,  521298,       0,      49,   16194,       0,1809,384000000
0000000000000017,       2,      99,   31884,       0,    1888,  505806,       0,1809,383000000
0000000000000017,fffffffe,       0,       0,       0,    1440,  492180,       0,1809,387000000
0000000000000013,       1,    1974,  536346,       0,       1,      60,       0,1810,58000000
0000000000000013,fffffffe,       0,       0,       0,    1439,  491838,       0,1810,18000000
0000000000000010,       1,    1929,  521520,       0,      50,   15408,       0,1810,359000000
0000000000000010,       2,      96,   31704,       0,    1884,  506976,       0,1810,391000000
0000000000000010,fffffffe,       0,       0,       0,    1442,  492864,       0,1810,363000000
0000000000000014,       1,    1487,  506562,       0,     493,   29580,       0,1809,900000000
0000000000000014,fffffffe,       0,       0,       0,    1438,  491496,       0,1809,613000000
000000000000000a,       1, 1120291,753649582,       0,     418,  126124,       0,1810,778000000
000000000000000a,       2,     281,   80398,       0, 1120421,753695452,       0,1810,777000000
000000000000000a,       3,     230,   77250,       0,    1747,  457866,       0,1810,777000000
000000000000000a,fffffffe,       0,       0,       0,    1434,  490128,       0,1810,758000000
0000000000000001,       1,    1974,  536064,       0,       4,     240,       0,1821,551000000
0000000000000001,       2,    1977,  536808,       0,       5,     300,       0,1821,442000000
0000000000000001,fffffffe,       0,       0,       0,    1437,  491154,       0,1821,443000000
0000000000000002,       1,      98,   32388,       0,    1885,  505626,       0,1821,429000000
0000000000000002,       2,    1938,  521496,       0,      54,   16776,       0,1821,407000000
0000000000000002,fffffffe,       0,       0,       0,    1441,  492522,       0,1821,408000000
0000000000000003,       1,     147,   48582,       0,    1850,  491400,       0,1821,261000000
0000000000000003,       2,    1976,  534492,       0,       9,     540,       0,1821,263000000
0000000000000003,       3,    1584,  385852,       0, 1137625,765846554,       0,1821,262000000
0000000000000003,       4,     415,  138828,       0,    1587,  400608,       0,1821,261000000
0000000000000003,       5, 1137152,765690458,       0,    1996,  526474,       0,1821,261000000
0000000000000003,       6,       0,       0,       0,    1945,  523608,       0,1821,261000000
0000000000000003,fffffffe,       0,       0,       0,    1444,  493548,       0,1821,264000000
0000000000000013,       1,    1979,  536646,       0,       1,      60,       0,1820,62000000
0000000000000013,fffffffe,       0,       0,       0,    1439,  491838,       0,1820,22000000
0000000000000019,       1,     188,   62604,       0,    1796,  474342,       0,1819,12000000
0000000000000019,       2,    1846,  490314,       0,     143,   47496,       0,1819,12000000
0000000000000019,fffffffe,       0,       0,       0,    1439,  491838,       0,1818,882000000
0000000000000004,       1, 1137709,765875282,       0,    1494,  355072,       0,1821,12000000
0000000000000004,       2,    1498,  356440,       0, 1137707,765875162,       0,1821,245000000
0000000000000004,       3,      91,   30558,       0,    1891,  506550,       0,1821,13000000
0000000000000004,fffffffe,       0,       0,       0,    1438,  491496,       0,1821,14000000
0000000000000008,       1,    1803,  474480,       0,     189,   62100,       0,1820,852000000
0000000000000008,       2,      96,   31422,       0,    1885,  504216,       0,1820,852000000
0000000000000008,       3,     185,   61578,       0,    1793,  473316,       0,1820,851000000
0000000000000008,fffffffe,       0,       0,       0,    1433,  489786,       0,1820,832000000
000000000000001a,       1, 1139003,766179086,       0,     188,   48292,       0,1818,641000000
000000000000001a,       2,     235,   64366,       0, 1138962,766165628,       0,1818,646000000
000000000000001a,fffffffe,       0,       0,       0,    1434,  490128,       0,1817,419000000
000000000000000f,       1,    1984,  538356,       0,       1,      60,       0,1820,537000000
000000000000000f,fffffffe,       0,       0,       0,    1442,  492864,       0,1820,511000000
0000000000000012,       1,    1984,  538638,       0,       1,      60,       0,1820,164000000
0000000000000012,fffffffe,       0,       0,       0,    1444,  493548,       0,1820,126000000
0000000000000010,       1,    1934,  521820,       0,      50,   15408,       0,1820,363000000
0000000000000010,       2,      96,   31704,       0,    1889,  507276,       0,1820,395000000
0000000000000010,fffffffe,       0,       0,       0,    1442,  492864,       0,1820,367000000
0000000000000014,       1,    1487,  506562,       0,     498,   29880,       0,1819,904000000
0000000000000014,fffffffe,       0,       0,       0,    1438,  491496,       0,1819,617000000
000000000000001d,       1,    1985,  538698,       0,       3,     180,       0,1817,223000000
000000000000001d,       2,    1984,  537228,       0,       7,     420,       0,1817,222000000
000000000000001d,fffffffe,       0,       0,       0,    1444,  493548,       0,1817,206000000
0000000000000016,       1,    1966,  533328,       0,       3,     180,       0,1819,479000000
0000000000000016,fffffffe,       0,       0,       0,    1434,  490128,       0,1819,463000000
000000000000001c,       1,    1931,  520794,       0,      49,   15630,       0,1817,256000000
000000000000001c,       2,      89,   29592,       0,    1893,  507234,       0,1817,286000000
000000000000001c,fffffffe,       0,       0,       0,    1442,  492864,       0,1817,260000000
0000000000000007,       1, 1137793,765904574,       0,    1409,  326002,       0,1820,877000000
0000000000000007,       2,     826,  266206,       0, 1138378,765965054,       0,1820,877000000
0000000000000007,       3,      90,   30498,       0,    1891,  506832,       0,1820,894000000
0000000000000007,       4,      92,   31182,       0,    1889,  505866,       0,1820,879000000
0000000000000007,       5,     585,   59634,       0,    1401,  477150,       0,1820,898000000
0000000000000007,fffffffe,       0,       0,       0,    1439,  491838,       0,1820,880000000
000000000000001b,       1, 1139051,766196066,       0,     143,   32902,       0,1817,327000000
000000000000001b,       2,     135,   45042,       0,    1842,  490356,       0,1817,343000000
000000000000001b,       3,      52,    2908,       0, 1139092,766210934,       0,1817,344000000
000000000000001b,fffffffe,       0,       0,       0,    1435,  490470,       0,1817,330000000
000000000000000a,       1, 1138788,766104146,       0,     419,  126166,       0,1820,782000000
000000000000000a,       2,     282,   80440,       0, 1138918,766150016,       0,1820,781000000
000000000000000a,       3,     230,   77250,       0,    1752,  458166,       0,1820,781000000
000000000000000a,fffffffe,       0,       0,       0,    1434,  490128,       0,1820,762000000
0000000000000018,       1,     142,   48000,       0,    1846,  491160,       0,1819,316000000
0000000000000018,       2,    1889,  506148,       0,     100,   32508,       0,1819,121000000
0000000000000018,fffffffe,       0,       0,       0,    1444,  493548,       0,1819,125000000
000000000000000e,       1,    1940,  523590,       0,      45,   14262,       0,1820,590000000
000000000000000e,       2,      89,   30156,       0,    1898,  508944,       0,1820,590000000
000000000000000e,fffffffe,       0,       0,       0,    1443,  493206,       0,1820,573000000
000000000000000c,       1,    1762,  461586,       0,     229,   76062,       0,1820,678000000
000000000000000c,       2,     268,   89964,       0,    1716,  446418,       0,1820,678000000
000000000000000c,fffffffe,       0,       0,       0,    1440,  492180,       0,1820,655000000
0000000000000009,       1,    1881,  503412,       0,      95,   30798,       0,1820,819000000
0000000000000009,       2,     140,   47034,       0,    1837,  488646,       0,1820,819000000
0000000000000009,fffffffe,       0,       0,       0,    1432,  489444,       0,1820,804000000
0000000000000006,       1,      99,   31320,       0,    1892,  505764,       0,1820,967000000
0000000000000006,       2, 1138472,765997202,       0,     734,  234742,       0,1820,968000000
0000000000000006,       3,     282,   93906,       0,    1711,  443016,       0,1820,968000000
0000000000000006,       4,     510,  157288,       0, 1138698,766073366,       0,1820,951000000
0000000000000006,fffffffe,       0,       0,       0,    1436,  490812,       0,1820,952000000
0000000000000015,       1,    1928,  519768,       0,      46,   14886,       0,1819,505000000
0000000000000015,       2,      90,   29934,       0,    1878,  503232,       0,1819,504000000
0000000000000015,fffffffe,       0,       0,       0,    1429,  488418,       0,1819,508000000
0000000000000005,       1,    1986,  539040,       0,       2,     120,       0,1820,979000000
0000000000000005,       2,    1973,  534312,       0,       5,     300,       0,1820,994000000
0000000000000005,fffffffe,       0,       0,       0,    1442,  492864,       0,1820,979000000
000000000000000d,       1,    1806,  477198,       0,     183,   60894,       0,1820,610000000
000000000000000d,       2,     139,   45846,       0,    1848,  492408,       0,1820,630000000
000000000000000d,       3,     139,   46410,       0,    1850,  492810,       0,1820,611000000
000000000000000d,fffffffe,       0,       0,       0,    1443,  493206,       0,1820,612000000
000000000000000b,       1,      95,   31080,       0,    1889,  506712,       0,1820,739000000
000000000000000b,       2,    1675,  430704,       0,     326,  108390,       0,1820,739000000
000000000000000b,       3,     320,  107184,       0,    1674,  431490,       0,1820,739000000
000000000000000b,fffffffe,       0,       0,       0,    1443,  493206,       0,1820,700000000
0000000000000017,       1,    1935,  521598,       0,      49,   16194,       0,1819,388000000
0000000000000017,       2,      99,   31884,       0,    1893,  506106,       0,1819,387000000
0000000000000017,fffffffe,       0,       0,       0,    1440,  492180,       0,1819,391000000
0000000000000011,       1,    1977,  537372,       0,       4,     240,       0,1820,251000000
0000000000000011,fffffffe,       0,       0,       0,    1441,  492522,       0,1820,254000000
0000000000000001,       1,    1979,  536364,       0,       4,     240,       0,1831,553000000
0000000000000001,       2,    1982,  537108,       0,       5,     300,       0,1831,444000000
0000000000000001,fffffffe,       0,       0,       0,    1437,  491154,       0,1831,445000000
0000000000000008,       1,    1808,  474780,       0,     189,   62100,       0,1830,853000000
0000000000000008,       2,      96,   31422,       0,    1890,  504516,       0,1830,853000000
0000000000000008,       3,     185,   61578,       0,    1798,  473616,       0,1830,852000000
0000000000000008,fffffffe,       0,       0,       0,    1433,  489786,       0,1830,833000000
0000000000000005,       1,    1991,  539340,       0,       2,     120,       0,1830,980000000
0000000000000005,       2,    1978,  534612,       0,       5,     300,       0,1830,995000000
0000000000000005,fffffffe,       0,       0,       0,    1442,  492864,       0,1830,980000000
0000000000000007,       1, 1149617,773867582,       0,    1414,  326302,       0,1830,878000000
0000000000000007,       2,     826,  266206,       0, 1150207,773928362,       0,1830,878000000
0000000000000007,       3,      90,   30498,       0,    1896,  507132,       0,1830,895000000
0000000000000007,       4,      92,   31182,       0,    1894,  506166,       0,1830,880000000
0000000000000007,       5,     590,   59934,       0,    1401,  477150,       0,1830,899000000
0000000000000007,fffffffe,       0,       0,       0,    1439,  491838,       0,1830,881000000
0000000000000009,       1,    1886,  503712,       0,      95,   30798,       0,1830,820000000
0000000000000009,       2,     140,   47034,       0,    1842,  488946,       0,1830,820000000
0000000000000009,fffffffe,       0,       0,       0,    1432,  489444,       0,1830,805000000
0000000000000006,       1,      99,   31320,       0,    1897,  506064,       0,1830,968000000
0000000000000006,       2, 1150301,773960510,       0,     734,  234742,       0,1830,969000000
0000000000000006,       3,     282,   93906,       0,    1716,  443316,       0,1830,969000000
0000000000000006,       4,     510,  157288,       0, 1150527,774036674,       0,1830,952000000
0000000000000006,fffffffe,       0,       0,       0,    1436,  490812,       0,1830,953000000
0000000000000002,       1,      98,   32388,       0,    1890,  505926,       0,1831,431000000
0000000000000002,       2,    1943,  521796,       0,      54,   16776,       0,1831,409000000
0000000000000002,fffffffe,       0,       0,       0,    1441,  492522,       0,1831,410000000
0000000000000003,       1,     147,   48582,       0,    1855,  491700,       0,1831,262000000
0000000000000003,       2,    1981,  534792,       0,       9,     540,       0,1831,264000000
0000000000000003,       3,    1589,  386152,       0, 1149449,773809562,       0,1831,263000000
0000000000000003,       4,     415,  138828,       0,    1592,  400908,       0,1831,262000000
0000000000000003,       5, 1148976,773653466,       0,    2001,  526774,       0,1831,262000000
0000000000000003,       6,       0,       0,       0,    1950,  523908,       0,1831,262000000
0000000000000003,fffffffe,       0,       0,       0,    1444,  493548,       0,1831,265000000
0000000000000004,       1, 1149533,773838290,       0,    1499,  355372,       0,1831,13000000
0000000000000004,       2,    1503,  356740,       0, 1149531,773838170,       0,1831,246000000
0000000000000004,       3,      91,   30558,       0,    1896,  506850,       0,1831,14000000
0000000000000004,fffffffe,       0,       0,       0,    1438,  491496,       0,1831,15000000
000000000000000a,       1, 1150617,774067454,       0,     419,  126166,       0,1830,783000000
000000000000000a,       2,     282,   80440,       0, 1150747,774113324,       0,1830,782000000
000000000000000a,       3,     230,   77250,       0,    1757,  458466,       0,1830,782000000
000000000000000a,fffffffe,       0,       0,       0,    1434,  490128,       0,1830,763000000
000000000000001b,       1, 1150883,774161000,       0,     143,   32902,       0,1827,332000000
000000000000001b,       2,     135,   45042,       0,    1847,  490656,       0,1827,348000000
000000000000001b,       3,      52,    2908,       0, 1150924,774175868,       0,1827,349000000
000000000000001b,fffffffe,       0,       0,       0,    1435,  490470,       0,1827,335000000
000000000000000c,       1,    1767,  461886,       0,     229,   76062,       0,1830,683000000
000000000000000c,       2,     268,   89964,       0,    1721,  446718,       0,1830,683000000
000000000000000c,fffffffe,       0,       0,       0,    1440,  492180,       0,1830,660000000
000000000000001a,       1, 1150835,774144020,       0,     188,   48292,       0,1828,646000000
000000000000001a,       2,     235,   64366,       0, 1150794,774130562,       0,1828,651000000
000000000000001a,fffffffe,       0,       0,       0,    1434,  490128,       0,1827,424000000
000000000000000e,       1,    1945,  523890,       0,      45,   14262,       0,1830,595000000
000000000000000e,       2,      89,   30156,       0,    1903,  509244,       0,1830,595000000
000000000000000e,fffffffe,       0,       0,       0,    1443,  493206,       0,1830,578000000
000000000000001c,       1,    1936,  521094,       0,      49,   15630,       0,1827,261000000
000000000000001c,       2,      89,   29592,       0,    1898,  507534,       0,1827,291000000
000000000000001c,fffffffe,       0,       0,       0,    1442,  492864,       0,1827,265000000
0000000000000014,       1,    1487,  506562,       0,     503,   30180,       0,1829,909000000
0000000000000014,fffffffe,       0,       0,       0,    1438,  491496,       0,1829,622000000
0000000000000012,       1,    1989,  538938,       0,       1,      60,       0,1830,169000000
0000000000000012,fffffffe,       0,       0,       0,    1444,  493548,       0,1830,131000000
0000000000000015,       1,    1933,  520068,       0,      46,   14886,       0,1829,510000000
0000000000000015,       2,      90,   29934,       0,    1883,  503532,       0,1829,509000000
0000000000000015,fffffffe,       0,       0,       0,    1429,  488418,       0,1829,513000000
0000000000000019,       1,     188,   62604,       0,    1801,  474642,       0,1829,17000000
0000000000000019,       2,    1851,  490614,       0,     143,   47496,       0,1829,17000000
0000000000000019,fffffffe,       0,       0,       0,    1439,  491838,       0,1828,887000000
0000000000000010,       1,    1939,  522120,       0,      50,   15408,       0,1830,368000000
0000000000000010,       2,      96,   31704,       0,    1894,  507576,       0,1830,400000000
0000000000000010,fffffffe,       0,       0,       0,    1442,  492864,       0,1830,372000000
000000000000000b,       1,      95,   31080,       0,    1894,  507012,       0,1830,744000000
000000000000000b,       2,    1680,  431004,       0,     326,  108390,       0,1830,744000000
000000000000000b,       3,     320,  107184,       0,    1679,  431790,       0,1830,744000000
000000000000000b,fffffffe,       0,       0,       0,    1443,  493206,       0,1830,705000000
0000000000000016,       1,    1971,  533628,       0,       3,     180,       0,1829,484000000
0000000000000016,fffffffe,       0,       0,       0,    1434,  490128,       0,1829,468000000
000000000000000f,       1,    1989,  538656,       0,       1,      60,       0,1830,542000000
000000000000000f,fffffffe,       0,       0,       0,    1442,  492864,       0,1830,516000000
0000000000000011,       1,    1982,  537672,       0,       4,     240,       0,1830,256000000
0000000000000011,fffffffe,       0,       0,       0,    1441,  492522,       0,1830,259000000
000000000000001d,       1,    1990,  538998,       0,       3,     180,       0,1827,228000000
000000000000001d,       2,    1989,  537528,       0,       7,     420,       0,1827,227000000
000000000000001d,fffffffe,       0,       0,       0,    1444,  493548,       0,1827,211000000
0000000000000013,       1,    1984,  536946,       0,       1,      60,       0,1830,67000000
0000000000000013,fffffffe,       0,       0,       0,    1439,  491838,       0,1830,27000000
0000000000000017,       1,    1940,  521898,       0,      49,   16194,       0,1829,393000000
0000000000000017,       2,      99,   31884,       0,    1898,  506406,       0,1829,392000000
0000000000000017,fffffffe,       0,       0,       0,    1440,  492180,       0,1829,396000000
000000000000000d,       1,    1811,  477498,       0,     183,   60894,       0,1830,615000000
000000000000000d,       2,     139,   45846,       0,    1853,  492708,       0,1830,635000000
000000000000000d,       3,     139,   46410,       0,    1855,  493110,       0,1830,616000000
000000000000000d,fffffffe,       0,       0,       0,    1443,  493206,       0,1830,617000000
0000000000000018,       1,     142,   48000,       0,    1851,  491460,       0,1829,321000000
0000000000000018,       2,    1894,  506448,       0,     100,   32508,       0,1829,126000000
0000000000000018,fffffffe,       0,       0,       0,    1444,  493548,       0,1829,130000000
0000000000000001,       1,    1984,  536664,       0,       4,     240,       0,1841,556000000
0000000000000001,       2,    1987,  537408,       0,       5,     300,       0,1841,447000000
0000000000000001,fffffffe,       0,       0,       0,    1437,  491154,       0,1841,448000000
0000000000000002,       1,      98,   32388,       0,    1895,  506226,       0,1841,435000000
0000000000000002,       2,    1948,  522096,       0,      54,   16776,       0,1841,413000000
0000000000000002,fffffffe,       0,       0,       0,    1441,  492522,       0,1841,414000000
0000000000000003,       1,     147,   48582,       0,    1860,  492000,       0,1841,266000000
0000000000000003,       2,    1986,  535092,       0,       9,     540,       0,1841,268000000
0000000000000003,       3,    1594,  386452,       0, 1168781,786826806,       0,1841,267000000
0000000000000003,       4,     415,  138828,       0,    1597,  401208,       0,1841,266000000
0000000000000003,       5, 1168308,786670710,       0,    2006,  527074,       0,1841,266000000
0000000000000003,       6,       0,       0,       0,    1955,  524208,       0,1841,266000000
0000000000000003,fffffffe,       0,       0,       0,    1444,  493548,       0,1841,269000000
000000000000000b,       1,      95,   31080,       0,    1899,  507312,       0,1840,744000000
000000000000000b,       2,    1685,  431304,       0,     326,  108390,       0,1840,744000000
000000000000000b,       3,     320,  107184,       0,    1684,  432090,       0,1840,744000000
000000000000000b,fffffffe,       0,       0,       0,    1443,  493206,       0,1840,705000000
0000000000000006,       1,      99,   31320,       0,    1902,  506364,       0,1840,972000000
0000000000000006,       2, 1169638,786978054,       0,     734,  234742,       0,1840,973000000
0000000000000006,       3,     282,   93906,       0,    1721,  443616,       0,1840,973000000
0000000000000006,       4,     510,  157288,       0, 1169864,787054218,       0,1840,956000000
0000000000000006,fffffffe,       0,       0,       0,    1436,  490812,       0,1840,957000000
000000000000000e,       1,    1950,  524190,       0,      45,   14262,       0,1840,595000000
000000000000000e,       2,      89,   30156,       0,    1908,  509544,       0,1840,595000000
000000000000000e,fffffffe,       0,       0,       0,    1443,  493206,       0,1840,578000000
0000000000000010,       1,    1944,  522420,       0,      50,   15408,       0,1840,368000000
0000000000000010,       2,      96,   31704,       0,    1899,  507876,       0,1840,400000000
0000000000000010,fffffffe,       0,       0,       0,    1442,  492864,       0,1840,372000000
000000000000000f,       1,    1994,  538956,       0,       1,      60,       0,1840,542000000
000000000000000f,fffffffe,       0,       0,       0,    1442,  492864,       0,1840,516000000
0000000000000012,       1,    1994,  539238,       0,       1,      60,       0,1840,169000000
0000000000000012,fffffffe,       0,       0,       0,    1444,  493548,       0,1840,131000000
000000000000000d,       1,    1816,  477798,       0,     183,   60894,       0,1840,615000000
000000000000000d,       2,     139,   45846,       0,    1858,  493008,       0,1840,635000000
000000000000000d,       3,     139,   46410,       0,    1860,  493410,       0,1840,616000000
000000000000000d,fffffffe,       0,       0,       0,    1443,  493206,       0,1840,617000000
0000000000000016,       1,    1976,  533928,       0,       3,     180,       0,1839,484000000
0000000000000016,fffffffe,       0,       0,       0,    1434,  490128,       0,1839,468000000
0000000000000005,       1,    1996,  539640,       0,       2,     120,       0,1840,984000000
0000000000000005,       2,    1983,  534912,       0,       5,     300,       0,1840,999000000
0000000000000005,fffffffe,       0,       0,       0,    1442,  492864,       0,1840,984000000
0000000000000013,       1,    1989,  537246,       0,       1,      60,       0,1840,67000000
0000000000000013,fffffffe,       0,       0,       0,    1439,  491838,       0,1840,27000000
0000000000000011,       1,    1987,  537972,       0,       4,     240,       0,1840,256000000
0000000000000011,fffffffe,       0,       0,       0,    1441,  492522,       0,1840,259000000
000000000000001a,       1, 1170169,787159938,       0,     188,   48292,       0,1838,646000000
000000000000001a,       2,     235,   64366,       0, 1170128,787146480,       0,1838,651000000
000000000000001a,fffffffe,       0,       0,       0,    1434,  490128,       0,1837,424000000
000000000000001c,       1,    1941,  521394,       0,      49,   15630,       0,1837,261000000
000000000000001c,       2,      89,   29592,       0,    1903,  507834,       0,1837,291000000
000000000000001c,fffffffe,       0,       0,       0,    1442,  492864,       0,1837,265000000
0000000000000019,       1,     188,   62604,       0,    1806,  474942,       0,1839,17000000
0000000000000019,       2,    1856,  490914,       0,     143,   47496,       0,1839,17000000
0000000000000019,fffffffe,       0,       0,       0,    1439,  491838,       0,1838,887000000
000000000000000c,       1,    1772,  462186,       0,     229,   76062,       0,1840,683000000
000000000000000c,       2,     268,   89964,       0,    1726,  447018,       0,1840,683000000
000000000000000c,fffffffe,       0,       0,       0,    1440,  492180,       0,1840,660000000
0000000000000009,       1,    1891,  504012,       0,      95,   30798,       0,1840,824000000
0000000000000009,       2,     140,   47034,       0,    1847,  489246,       0,1840,824000000
