sep=,
datapath,port,rx-pkts,rx-bytes,rx-error,tx-pkts,tx-bytes,tx-error,duration-sec,duration-nsec
000000000000001b,       2,     114,   21222,       0,     354,  207820,       0,195,946000000
000000000000001b,       3,      12,     812,       0,     843,  464962,       0,195,959000000
000000000000001b,fffffffe,       0,       0,       0,     384,  220336,       0,195,959000000
0000000000000008,       1,     276,  116280,       0,      36,   10338,       0,197,963000000
0000000000000008,       2,      28,    8730,       0,     272,  117450,       0,197,961000000
0000000000000008,       3,      42,   12954,       0,     261,  113124,       0,197,963000000
0000000000000008,fffffffe,       0,       0,       0,     221,  116646,       0,197,831000000
000000000000001c,       1,     376,  215344,       0,      93,   14040,       0,195,899000000
000000000000001c,       2,      50,   15972,       0,     105,   18972,       0,195,899000000
000000000000001c,fffffffe,       0,       0,       0,      76,   25692,       0,195,917000000
0000000000000012,       1,     291,  123948,       0,       3,     180,       0,197,194000000
0000000000000012,fffffffe,       0,       0,       0,     219,  115962,       0,197,153000000
0000000000000016,       1,     291,  124230,       0,       1,      60,       0,196,727000000
0000000000000016,fffffffe,       0,       0,       0,     217,  115278,       0,196,703000000
000000000000000b,       1,      31,    8628,       0,     241,  107242,       0,197,662000000
000000000000000b,       2,    3742, 2293122,       0,      33,    6492,       0,197,655000000
000000000000000b,       3,      71,   21744,       0,     236,  104322,       0,197,650000000
000000000000000b,fffffffe,       0,       0,       0,     183,  105090,       0,197,611000000
000000000000000d,       1,     252,  113178,       0,      41,   11484,       0,197,436000000
000000000000000d,       2,      37,   11808,       0,     257,  113478,       0,197,461000000
000000000000000d,       3,      35,   10560,       0,     255,  113358,       0,197,436000000
000000000000000d,fffffffe,       0,       0,       0,     213,  115350,       0,197,438000000
0000000000000004,       1,    3700, 2268146,       0,      39,   12426,       0,198,259000000
0000000000000004,       2,     294,  124692,       0,      14,    1968,       0,198,283000000
0000000000000004,       3,      26,    7482,       0,     256,  108486,       0,198,259000000
0000000000000004,fffffffe,       0,       0,       0,     198,  107180,       0,198,260000000
000000000000000c,       1,     255,  110820,       0,      50,   14562,       0,197,515000000
000000000000000c,       2,      64,   19350,       0,     230,  105654,       0,197,514000000
000000000000000c,fffffffe,       0,       0,       0,     216,  116376,       0,197,494000000
000000000000000f,       1,     280,  123036,       0,       5,     300,       0,197,323000000
000000000000000f,fffffffe,       0,       0,       0,     211,  114666,       0,197,300000000
0000000000000007,       1,      36,    9492,       0,     269,  116142,       0,198,4000000
0000000000000007,       2,     267,  114612,       0,      42,   11544,       0,198,3000000
0000000000000007,       3,      25,    7704,       0,     271,  117108,       0,198,170000000
0000000000000007,       4,      26,    7482,       0,     266,  116808,       0,198,8000000
0000000000000007,       5,      25,    8268,       0,     271,  116826,       0,198,169000000
0000000000000007,fffffffe,       0,       0,       0,     219,  115962,       0,198,10000000
000000000000000a,       1,    1548,  983090,       0,      92,    8996,       0,197,751000000
000000000000000a,       2,     106,   15758,       0,    1533,  923086,       0,197,751000000
000000000000000a,       3,      36,    8928,       0,    1565,  926664,       0,197,750000000
000000000000000a,fffffffe,       0,       0,       0,    1506,  924652,       0,197,684000000
0000000000000006,       1,    4957, 3113168,       0,     116,   16922,       0,198,197000000
0000000000000006,       2,      66,   19752,       0,     245,  107088,       0,198,213000000
0000000000000006,       3,      56,   17178,       0,     254,  108756,       0,198,214000000
0000000000000006,       4,     114,   16520,       0,    1526,  975566,       0,198,197000000
0000000000000006,fffffffe,       0,       0,       0,     197,  109610,       0,198,213000000
0000000000000017,       1,      32,   10098,       0,     120,   24666,       0,196,658000000
0000000000000017,       2,     137,   30198,       0,      19,    5652,       0,196,485000000
0000000000000017,fffffffe,       0,       0,       0,      79,   26718,       0,196,490000000
0000000000000013,       1,     286,  123648,       0,       5,     300,       0,197,105000000
0000000000000013,fffffffe,       0,       0,       0,     218,  115620,       0,197,81000000
000000000000000e,       1,     277,  120882,       0,      13,    3036,       0,197,375000000
000000000000000e,       2,      25,    7140,       0,     258,  115512,       0,197,374000000
000000000000000e,fffffffe,       0,       0,       0,     212,  115008,       0,197,352000000
000000000000001d,       1,     126,   26154,       0,      28,    8448,       0,195,874000000
000000000000001d,       2,      40,   12834,       0,     113,   21990,       0,195,853000000
000000000000001d,fffffffe,       0,       0,       0,      79,   26718,       0,195,856000000
0000000000000010,       1,     280,  121344,       0,      12,    3258,       0,197,254000000
0000000000000010,       2,      24,    7926,       0,     262,  116316,       0,197,276000000
0000000000000010,fffffffe,       0,       0,       0,     215,  116034,       0,197,256000000
000000000000001a,       1,    1556,  930952,       0,      84,    8234,       0,196,10000000
000000000000001a,       2,     138,   26420,       0,     751,  446470,       0,196,12000000
000000000000001a,fffffffe,       0,       0,       0,     270,  164125,       0,195,993000000
0000000000000009,       1,     286,  121392,       0,      19,    5088,       0,197,809000000
0000000000000009,       2,      34,    9936,       0,     262,  114876,       0,197,810000000
0000000000000009,fffffffe,       0,       0,       0,     220,  116304,       0,197,780000000
0000000000000019,       1,     150,   34644,       0,       4,     240,       0,196,29000000
0000000000000019,       2,    1588,  934530,       0,      14,    1404,       0,196,78000000
0000000000000019,fffffffe,       0,       0,       0,      56,   18852,       0,196,30000000
000000000000000a,       1,    1751, 1105656,       0,      99,    9416,       0,207,791000000
000000000000000a,       2,     112,   16118,       0,    1534,  923146,       0,207,791000000
000000000000000a,       3,      36,    8928,       0,    1570,  926964,       0,207,790000000
000000000000000a,fffffffe,       0,       0,       0,    1506,  924652,       0,207,724000000
0000000000000017,       1,      34,   10782,       0,     128,   25992,       0,206,700000000
0000000000000017,       2,     144,   31182,       0,      21,    6336,       0,206,527000000
0000000000000017,fffffffe,       0,       0,       0,      84,   28428,       0,206,532000000
000000000000001a,       1,    1558,  931354,       0,      90,    8594,       0,206,74000000
000000000000001a,       2,     144,   27344,       0,     752,  446530,       0,206,76000000
000000000000001a,fffffffe,       0,       0,       0,     270,  164125,       0,206,57000000
000000000000000f,       1,     289,  124704,       0,       5,     300,       0,207,395000000
000000000000000f,fffffffe,       0,       0,       0,     215,  116034,       0,207,372000000
000000000000000d,       1,     259,  114162,       0,      43,   12168,       0,207,509000000
000000000000000d,       2,      37,   11808,       0,     265,  114804,       0,207,534000000
000000000000000d,       3,      37,   11244,       0,     263,  114684,       0,207,509000000
000000000000000d,fffffffe,       0,       0,       0,     217,  116718,       0,207,511000000
0000000000000001,       1,     255,  111030,       0,       7,     420,       0,208,581000000
0000000000000001,       2,     266,  114382,       0,       7,     420,       0,208,581000000
0000000000000001,fffffffe,       0,       0,       0,     186,  105916,       0,208,548000000
0000000000000010,       1,     288,  122670,       0,      12,    3258,       0,207,327000000
0000000000000010,       2,      24,    7926,       0,     270,  117642,       0,207,349000000
0000000000000010,fffffffe,       0,       0,       0,     218,  117060,       0,207,329000000
0000000000000002,       1,      30,    8286,       0,     235,  104190,       0,208,466000000
0000000000000002,       2,    5069, 3119772,       0,      13,    1626,       0,208,465000000
0000000000000002,fffffffe,       0,       0,       0,     176,  101496,       0,208,439000000
000000000000000b,       1,      31,    8628,       0,     246,  107542,       0,207,734000000
000000000000000b,       2,    5143, 3173638,       0,      33,    6492,       0,207,727000000
000000000000000b,       3,      75,   23112,       0,     241,  104622,       0,207,722000000
000000000000000b,fffffffe,       0,       0,       0,     183,  105090,       0,207,683000000
000000000000001c,       1,     378,  216028,       0,      99,   14682,       0,205,964000000
000000000000001c,       2,      53,   16998,       0,     112,   19956,       0,205,964000000
000000000000001c,fffffffe,       0,       0,       0,      79,   26718,       0,205,982000000
0000000000000011,       1,     292,  125166,       0,       1,      60,       0,207,285000000
0000000000000011,fffffffe,       0,       0,       0,     212,  115008,       0,207,287000000
0000000000000004,       1,    5111, 3154282,       0,      39,   12426,       0,208,330000000
0000000000000004,       2,     419,  203336,       0,      14,    1968,       0,208,354000000
0000000000000004,       3,      26,    7482,       0,     261,  108786,       0,208,330000000
0000000000000004,fffffffe,       0,       0,       0,     198,  107180,       0,208,331000000
000000000000000c,       1,     261,  111462,       0,      53,   15588,       0,207,588000000
000000000000000c,       2,      67,   20376,       0,     236,  106296,       0,207,587000000
000000000000000c,fffffffe,       0,       0,       0,     220,  117744,       0,207,567000000
000000000000000e,       1,     285,  122208,       0,      14,    3378,       0,207,448000000
000000000000000e,       2,      26,    7482,       0,     266,  116838,       0,207,447000000
000000000000000e,fffffffe,       0,       0,       0,     216,  116376,       0,207,425000000
000000000000001d,       1,     133,   27138,       0,      31,    9474,       0,205,939000000
000000000000001d,       2,      43,   13860,       0,     120,   22974,       0,205,918000000
000000000000001d,fffffffe,       0,       0,       0,      84,   28428,       0,205,921000000
000000000000001b,       1,     775,  454396,       0,     118,   18452,       0,206,10000000
000000000000001b,       2,     121,   22206,       0,     355,  208162,       0,206,11000000
000000000000001b,       3,      12,     812,       0,     851,  466288,       0,206,24000000
000000000000001b,fffffffe,       0,       0,       0,     387,  221362,       0,206,24000000
0000000000000019,       1,     159,   36594,       0,       4,     240,       0,206,93000000
0000000000000019,       2,    1594,  935172,       0,      14,    1404,       0,206,142000000
0000000000000019,fffffffe,       0,       0,       0,      56,   18852,       0,206,94000000
0000000000000018,       1,     154,   34884,       0,      12,    3258,       0,206,495000000
0000000000000018,       2,      26,    7764,       0,     136,   28728,       0,206,487000000
0000000000000018,fffffffe,       0,       0,       0,      83,   28086,       0,206,323000000
0000000000000015,       1,     346,  152794,       0,      14,    3096,       0,206,851000000
0000000000000015,       2,      23,    7584,       0,     306,  133750,       0,206,807000000
0000000000000015,fffffffe,       0,       0,       0,     251,  132706,       0,206,809000000
0000000000000016,       1,     327,  140932,       0,       1,      60,       0,206,791000000
0000000000000016,fffffffe,       0,       0,       0,     223,  117930,       0,206,767000000
0000000000000012,       1,     413,  199214,       0,       3,     180,       0,207,244000000
0000000000000012,fffffffe,       0,       0,       0,     275,  146114,       0,207,203000000
0000000000000013,       1,     411,  202292,       0,       5,     300,       0,207,149000000
0000000000000013,fffffffe,       0,       0,       0,     273,  145430,       0,207,125000000
0000000000000005,       1,     282,  115968,       0,       5,     300,       0,208,277000000
0000000000000005,       2,     421,  204102,       0,       3,     180,       0,208,294000000
0000000000000005,fffffffe,       0,       0,       0,     275,  145914,       0,208,278000000
0000000000000009,       1,     410,  200176,       0,      20,    5430,       0,207,859000000
0000000000000009,       2,      35,   10278,       0,     322,  144986,       0,207,860000000
0000000000000009,fffffffe,       0,       0,       0,     276,  146456,       0,207,830000000
0000000000000014,       1,     417,  202652,       0,       1,      60,       0,207,30000000
0000000000000014,fffffffe,       0,       0,       0,     272,  144888,       0,206,886000000
0000000000000008,       1,     484,  240110,       0,      37,   10680,       0,208,14000000
0000000000000008,       2,      28,    8730,       0,     398,  196636,       0,208,12000000
0000000000000008,       3,      43,   13296,       0,     386,  191968,       0,208,14000000
0000000000000008,fffffffe,       0,       0,       0,     342,  195532,       0,207,882000000
0000000000000007,       1,      36,    9492,       0,     394,  194786,       0,208,54000000
0000000000000007,       2,     475,  238442,       0,      43,   11886,       0,208,53000000
0000000000000007,       3,      26,    8046,       0,     395,  195410,       0,208,220000000
0000000000000007,       4,      26,    7482,       0,     391,  195452,       0,208,58000000
0000000000000007,       5,      25,    8268,       0,     396,  195470,       0,208,219000000
0000000000000007,fffffffe,       0,       0,       0,     339,  194306,       0,208,60000000
0000000000000003,       1,      22,    5832,       0,     179,   85988,       0,147,820000000
0000000000000003,       2,      95,   17072,       0,    1462,  946960,       0,147,820000000
0000000000000003,       3,      28,    6756,       0,     174,   85688,       0,147,819000000
0000000000000003,       4,      37,    9270,       0,     174,   83432,       0,147,819000000
0000000000000003,       5,    9542, 6411314,       0,      82,   14036,       0,147,819000000
0000000000000003,       6,       9,     378,       0,     181,   86390,       0,147,819000000
0000000000000003,fffffffe,       0,       0,       0,     143,   84110,       0,147,821000000
0000000000000003,       1,      25,    6576,       0,     216,  103632,       0,158,104000000
0000000000000003,       2,     101,   17996,       0,    1495,  964364,       0,158,104000000
0000000000000003,       3,      30,    7440,       0,     212,  103874,       0,158,103000000
0000000000000003,       4,      37,    9270,       0,     212,  101618,       0,158,103000000
0000000000000003,       5,   22975,15460800,       0,      87,   14336,       0,158,103000000
0000000000000003,       6,      19,     798,       0,     220,  105118,       0,158,103000000
0000000000000003,fffffffe,       0,       0,       0,     179,  103622,       0,158,105000000
0000000000000003,       1,      29,    7380,       0,     265,  127780,       0,168,74000000
0000000000000003,       2,     110,   19382,       0,    1544,  988512,       0,168,74000000
0000000000000003,       3,      30,    7440,       0,     261,  128022,       0,168,73000000
0000000000000003,       4,      45,   11160,       0,     261,  125766,       0,168,73000000
0000000000000003,       5,   33579,22595068,       0,      92,   14636,       0,168,73000000
0000000000000003,       6,      29,    1218,       0,     269,  129266,       0,168,73000000
0000000000000003,fffffffe,       0,       0,       0,     223,  127470,       0,168,75000000
000000000000001c,       1,     383,  217292,       0,     108,   15786,       0,216,369000000
000000000000001c,       2,      53,   16998,       0,     118,   21280,       0,216,369000000
000000000000001c,fffffffe,       0,       0,       0,      83,   28486,       0,216,387000000
0000000000000004,       1,    5333, 3287952,       0,      39,   12426,       0,218,694000000
0000000000000004,       2,     647,  338506,       0,      14,    1968,       0,218,718000000
0000000000000004,       3,      26,    7482,       0,     277,  115530,       0,218,694000000
0000000000000004,fffffffe,       0,       0,       0,     210,  113684,       0,218,695000000
0000000000000018,       1,     158,   35124,       0,      12,    3258,       0,216,996000000
0000000000000018,       2,      26,    7764,       0,     142,   29370,       0,216,988000000
0000000000000018,fffffffe,       0,       0,       0,      84,   28428,       0,216,824000000
0000000000000011,       1,     297,  125748,       0,       1,      60,       0,217,786000000
0000000000000011,fffffffe,       0,       0,       0,     213,  115350,       0,217,788000000
000000000000000e,       1,     289,  122448,       0,      14,    3378,       0,217,949000000
000000000000000e,       2,      26,    7482,       0,     270,  117078,       0,217,948000000
000000000000000e,fffffffe,       0,       0,       0,     216,  116376,       0,217,926000000
0000000000000010,       1,     293,  123252,       0,      12,    3258,       0,217,828000000
0000000000000010,       2,      24,    7926,       0,     275,  118224,       0,217,850000000
0000000000000010,fffffffe,       0,       0,       0,     219,  117402,       0,217,830000000
0000000000000019,       1,     165,   37236,       0,       4,     240,       0,216,594000000
0000000000000019,       2,    1642,  959550,       0,      14,    1404,       0,216,643000000
0000000000000019,fffffffe,       0,       0,       0,      56,   18852,       0,216,595000000
0000000000000001,       1,     271,  117774,       0,       7,     420,       0,218,942000000
0000000000000001,       2,     279,  119500,       0,       7,     420,       0,218,942000000
0000000000000001,fffffffe,       0,       0,       0,     186,  105916,       0,218,909000000
000000000000000c,       1,     274,  116580,       0,      54,   15930,       0,217,975000000
000000000000000c,       2,      68,   20718,       0,     242,  107138,       0,217,974000000
000000000000000c,fffffffe,       0,       0,       0,     222,  118628,       0,217,954000000
0000000000000002,       1,      30,    8286,       0,     251,  110934,       0,218,831000000
0000000000000002,       2,    5290, 3252900,       0,      13,    1626,       0,218,830000000
0000000000000002,fffffffe,       0,       0,       0,     188,  108000,       0,218,804000000
000000000000001a,       1,    1597,  950846,       0,     101,   10100,       0,216,466000000
000000000000001a,       2,     155,   28850,       0,     776,  458574,       0,216,468000000
000000000000001a,fffffffe,       0,       0,       0,     295,  177075,       0,216,449000000
0000000000000017,       1,      34,   10782,       0,     132,   26232,       0,217,224000000
0000000000000017,       2,     149,   31482,       0,      21,    6336,       0,217,51000000
0000000000000017,fffffffe,       0,       0,       0,      84,   28428,       0,217,56000000
000000000000000f,       1,     294,  125004,       0,       5,     300,       0,217,897000000
000000000000000f,fffffffe,       0,       0,       0,     215,  116034,       0,217,874000000
0000000000000006,       1,    6352, 3993042,       0,     121,   17222,       0,208,247000000
0000000000000006,       2,      67,   20094,       0,     453,  230918,       0,208,263000000
0000000000000006,       3,      57,   17520,       0,     462,  232586,       0,208,264000000
0000000000000006,       4,     121,   16940,       0,    1732, 1099276,       0,208,247000000
0000000000000006,fffffffe,       0,       0,       0,     400,  233140,       0,208,263000000
0000000000000003,       1,      32,    8406,       0,     366,  194116,       0,178,173000000
0000000000000003,       2,     127,   23504,       0,    1645, 1054848,       0,178,173000000
0000000000000003,       3,      41,   12120,       0,     362,  194358,       0,178,172000000
0000000000000003,       4,      51,   13212,       0,     362,  192102,       0,178,172000000
0000000000000003,       5,   41749,28084008,       0,      97,   14936,       0,178,172000000
0000000000000003,       6,      39,    1638,       0,     370,  195602,       0,178,172000000
0000000000000003,fffffffe,       0,       0,       0,     319,  193506,       0,178,174000000
000000000000001d,       1,     140,   28522,       0,      31,    9474,       0,216,440000000
000000000000001d,       2,      43,   13860,       0,     124,   23214,       0,216,419000000
000000000000001d,fffffffe,       0,       0,       0,      84,   28428,       0,216,422000000
000000000000000d,       1,     267,  116088,       0,      44,   12510,       0,218,11000000
000000000000000d,       2,      37,   11808,       0,     270,  115386,       0,218,36000000
000000000000000d,       3,      37,   11244,       0,     267,  114924,       0,218,11000000
000000000000000d,fffffffe,       0,       0,       0,     218,  117060,       0,218,13000000
000000000000000b,       1,      31,    8628,       0,     260,  113202,       0,218,231000000
000000000000000b,       2,    5384, 3317606,       0,      33,    6492,       0,218,224000000
000000000000000b,       3,      76,   23454,       0,     255,  110282,       0,218,219000000
000000000000000b,fffffffe,       0,       0,       0,     193,  110510,       0,218,180000000
0000000000000016,       1,     556,  280322,       0,       1,      60,       0,217,249000000
0000000000000016,fffffffe,       0,       0,       0,     449,  253926,       0,217,225000000
000000000000001b,       1,     804,  469150,       0,     129,   19958,       0,216,488000000
000000000000001b,       2,     132,   23712,       0,     362,  210510,       0,216,489000000
000000000000001b,       3,      12,     812,       0,     863,  469782,       0,216,502000000
000000000000001b,fffffffe,       0,       0,       0,     394,  224556,       0,216,502000000
000000000000000a,       1,    1989, 1256346,       0,     106,    9836,       0,218,299000000
000000000000000a,       2,     123,   17624,       0,    1575,  943722,       0,218,299000000
000000000000000a,       3,      36,    8928,       0,    1612,  947600,       0,218,298000000
000000000000000a,fffffffe,       0,       0,       0,    1544,  945048,       0,218,232000000
0000000000000003,       1,      34,    8808,       0,    1504,  892526,       0,188,239000000
0000000000000003,       2,     133,   24146,       0,    2799, 1767080,       0,188,239000000
0000000000000003,       3,      60,   19608,       0,    1546,  927036,       0,188,238000000
0000000000000003,       4,      54,   13674,       0,    1576,  945708,       0,188,238000000
0000000000000003,       5,   41759,28084428,       0,     102,   15236,       0,188,238000000
0000000000000003,       6,      49,    2058,       0,    1602,  958964,       0,188,238000000
0000000000000003,fffffffe,       0,       0,       0,    1546,  956568,       0,188,240000000
0000000000000015,       1,     585,  307430,       0,      14,    3096,       0,217,360000000
0000000000000015,       2,      23,    7584,       0,     537,  275196,       0,217,316000000
0000000000000015,fffffffe,       0,       0,       0,     478,  273912,       0,217,318000000
0000000000000003,       1,      34,    8808,       0,    3636, 2225912,       0,198,334000000
0000000000000003,       2,     138,   24446,       0,    4924, 3099482,       0,198,334000000
0000000000000003,       3,      60,   19608,       0,    3678, 2260422,       0,198,333000000
0000000000000003,       4,      55,   14016,       0,    3706, 2278410,       0,198,333000000
0000000000000003,       5,   41769,28084848,       0,     113,   16988,       0,198,333000000
0000000000000003,       6,      59,    2478,       0,    3732, 2292266,       0,198,333000000
0000000000000003,fffffffe,       0,       0,       0,    3673, 2289654,       0,198,335000000
0000000000000003,       1,      34,    8808,       0,    5048, 3112590,       0,208,389000000
0000000000000003,       2,     143,   24746,       0,    6331, 3985860,       0,208,389000000
0000000000000003,       3,      60,   19608,       0,    5090, 3147100,       0,208,388000000
0000000000000003,       4,      55,   14016,       0,    5118, 3165088,       0,208,388000000
0000000000000003,       5,   41779,28085268,       0,     119,   17330,       0,208,388000000
0000000000000003,       6,      69,    2898,       0,    5143, 3178902,       0,208,388000000
0000000000000003,fffffffe,       0,       0,       0,    5080, 3176032,       0,208,390000000
0000000000000003,       1,      35,    8868,       0,    5269, 3245718,       0,218,775000000
0000000000000003,       2,     148,   25328,       0,    6550, 4118868,       0,218,775000000
0000000000000003,       3,      60,   19608,       0,    5312, 3280770,       0,218,774000000
0000000000000003,       4,      55,   14016,       0,    5352, 3305262,       0,218,774000000
0000000000000003,       5,   41790,28085730,       0,     124,   17630,       0,218,774000000
0000000000000003,       6,      80,    3360,       0,    5376, 3318534,       0,218,774000000
0000000000000003,fffffffe,       0,       0,       0,    5309, 3315906,       0,218,776000000
0000000000000009,       1,     639,  335888,       0,      20,    5430,       0,218,349000000
0000000000000009,       2,      35,   10278,       0,     554,  295828,       0,218,350000000
0000000000000009,fffffffe,       0,       0,       0,     503,  296998,       0,218,320000000
0000000000000012,       1,     652,  342098,       0,       3,     180,       0,217,727000000
0000000000000012,fffffffe,       0,       0,       0,     502,  296656,       0,217,686000000
0000000000000005,       1,     298,  122712,       0,       5,     300,       0,218,663000000
0000000000000005,       2,     652,  340898,       0,       3,     180,       0,218,680000000
0000000000000005,fffffffe,       0,       0,       0,     496,  288536,       0,218,664000000
0000000000000013,       1,     647,  341798,       0,       5,     300,       0,217,631000000
0000000000000013,fffffffe,       0,       0,       0,     500,  295772,       0,217,607000000
0000000000000014,       1,     653,  342158,       0,       1,      60,       0,217,519000000
0000000000000014,fffffffe,       0,       0,       0,     499,  295230,       0,217,375000000
0000000000000008,       1,     721,  389776,       0,      37,   10680,       0,218,515000000
0000000000000008,       2,      28,    8730,       0,     629,  333432,       0,218,513000000
0000000000000008,       3,      43,   13296,       0,     617,  328764,       0,218,515000000
0000000000000008,fffffffe,       0,       0,       0,     568,  332028,       0,218,383000000
0000000000000007,       1,      37,    9552,       0,     624,  331040,       0,218,532000000
0000000000000007,       2,     712,  387826,       0,      43,   11886,       0,218,531000000
0000000000000007,       3,      26,    8046,       0,     625,  331664,       0,218,698000000
0000000000000007,       4,      26,    7482,       0,     621,  331706,       0,218,536000000
0000000000000007,       5,      25,    8268,       0,     626,  331724,       0,218,697000000
0000000000000007,fffffffe,       0,       0,       0,     564,  330260,       0,218,538000000
0000000000000018,       1,     284,  114810,       0,      12,    3258,       0,226,922000000
0000000000000018,       2,      26,    7764,       0,     260,  104720,       0,226,914000000
0000000000000018,fffffffe,       0,       0,       0,     197,  103478,       0,226,750000000
000000000000001c,       1,     544,  317876,       0,     114,   16146,       0,226,390000000
000000000000001c,       2,      53,   16998,       0,     273,  116684,       0,226,390000000
000000000000001c,fffffffe,       0,       0,       0,     233,  123590,       0,226,408000000
000000000000000a,       1,    2138, 1350136,       0,     111,   10136,       0,228,253000000
000000000000000a,       2,     127,   17864,       0,    1739, 1051282,       0,228,253000000
000000000000000a,       3,      36,    8928,       0,    1781, 1055460,       0,228,252000000
000000000000000a,fffffffe,       0,       0,       0,    1708, 1052608,       0,228,186000000
0000000000000017,       1,      34,   10782,       0,     262,  108086,       0,227,150000000
0000000000000017,       2,     290,  119780,       0,      21,    6336,       0,226,977000000
0000000000000017,fffffffe,       0,       0,       0,     209,  109982,       0,226,982000000
0000000000000010,       1,     334,  143064,       0,      12,    3258,       0,227,754000000
0000000000000010,       2,      24,    7926,       0,     316,  138036,       0,227,776000000
0000000000000010,fffffffe,       0,       0,       0,     255,  136914,       0,227,756000000
000000000000000f,       1,     334,  144756,       0,       5,     300,       0,227,829000000
000000000000000f,fffffffe,       0,       0,       0,     251,  135546,       0,227,806000000
0000000000000002,       1,      30,    8286,       0,     283,  125868,       0,228,898000000
0000000000000002,       2,    5313, 3259582,       0,      16,    1806,       0,228,897000000
0000000000000002,fffffffe,       0,       0,       0,     215,  122634,       0,228,871000000
0000000000000001,       1,     303,  132708,       0,       7,     420,       0,229,12000000
0000000000000001,       2,     311,  134434,       0,       7,     420,       0,229,12000000
0000000000000001,fffffffe,       0,       0,       0,     222,  125428,       0,228,979000000
0000000000000003,       1,      37,    8988,       0,    5292, 3252400,       0,228,845000000
0000000000000003,       2,     153,   25628,       0,    6565, 4125070,       0,228,845000000
0000000000000003,       3,      60,   19608,       0,    5332, 3287272,       0,228,844000000
0000000000000003,       4,      58,   14196,       0,    5375, 3311944,       0,228,844000000
0000000000000003,       5,   41800,28086150,       0,     133,   18170,       0,228,844000000
0000000000000003,       6,      90,    3780,       0,    5396, 3325036,       0,228,844000000
0000000000000003,fffffffe,       0,       0,       0,    5320, 3321868,       0,228,846000000
000000000000000c,       1,     306,  131514,       0,      54,   15930,       0,228,16000000
000000000000000c,       2,      68,   20718,       0,     281,  126348,       0,228,15000000
000000000000000c,fffffffe,       0,       0,       0,     257,  137598,       0,227,995000000
000000000000000e,       1,     330,  142260,       0,      14,    3378,       0,227,876000000
000000000000000e,       2,      26,    7482,       0,     311,  136890,       0,227,875000000
000000000000000e,fffffffe,       0,       0,       0,     252,  135888,       0,227,853000000
000000000000000b,       1,      31,    8628,       0,     291,  127594,       0,228,168000000
000000000000000b,       2,    5400, 3320494,       0,      36,    6672,       0,228,161000000
000000000000000b,       3,      76,   23454,       0,     286,  124674,       0,228,156000000
000000000000000b,fffffffe,       0,       0,       0,     219,  124602,       0,228,117000000
0000000000000011,       1,     338,  145560,       0,       1,      60,       0,227,711000000
0000000000000011,fffffffe,       0,       0,       0,     249,  134862,       0,227,713000000
000000000000000d,       1,     304,  134214,       0,      44,   12510,       0,227,942000000
000000000000000d,       2,      37,   11808,       0,     311,  135198,       0,227,967000000
000000000000000d,       3,      37,   11244,       0,     308,  134736,       0,227,942000000
000000000000000d,fffffffe,       0,       0,       0,     254,  136572,       0,227,944000000
0000000000000019,       1,     283,  112586,       0,       4,     240,       0,226,521000000
0000000000000019,       2,    1801, 1060528,       0,      14,    1404,       0,226,570000000
0000000000000019,fffffffe,       0,       0,       0,     157,   87398,       0,226,522000000
000000000000001d,       1,     294,  123866,       0,      31,    9474,       0,226,366000000
000000000000001d,       2,      43,   13860,       0,     266,  111572,       0,226,345000000
000000000000001d,fffffffe,       0,       0,       0,     221,  116486,       0,226,348000000
000000000000001a,       1,    1763, 1059490,       0,     105,   10340,       0,226,508000000
000000000000001a,       2,     160,   29150,       0,     941,  561808,       0,226,510000000
000000000000001a,fffffffe,       0,       0,       0,     460,  280309,       0,226,491000000
000000000000001b,       1,     960,  567506,       0,     134,   20258,       0,226,438000000
000000000000001b,       2,     137,   24012,       0,     525,  312178,       0,226,439000000
000000000000001b,       3,      12,     812,       0,    1030,  571690,       0,226,452000000
000000000000001b,fffffffe,       0,       0,       0,     556,  326164,       0,226,452000000
0000000000000015,       1,     745,  402820,       0,      14,    3096,       0,227,306000000
0000000000000015,       2,      23,    7584,       0,     706,  377216,       0,227,262000000
0000000000000015,fffffffe,       0,       0,       0,     642,  375632,       0,227,264000000
0000000000000016,       1,     727,  384398,       0,       1,      60,       0,227,228000000
0000000000000016,fffffffe,       0,       0,       0,     614,  357360,       0,227,204000000
0000000000000004,       1,    5353, 3294454,       0,      39,   12426,       0,228,765000000
0000000000000004,       2,     820,  442420,       0,      18,    2208,       0,228,789000000
0000000000000004,       3,      26,    7482,       0,     436,  213302,       0,228,765000000
0000000000000004,fffffffe,       0,       0,       0,     364,  211156,       0,228,766000000
0000000000000012,       1,     810,  439328,       0,       3,     180,       0,227,694000000
0000000000000012,fffffffe,       0,       0,       0,     667,  400090,       0,227,653000000
0000000000000013,       1,     809,  441196,       0,       5,     300,       0,227,600000000
0000000000000013,fffffffe,       0,       0,       0,     665,  399206,       0,227,576000000
0000000000000014,       1,     814,  441496,       0,       1,      60,       0,227,486000000
0000000000000014,fffffffe,       0,       0,       0,     664,  398664,       0,227,342000000
0000000000000009,       1,     811,  440506,       0,      20,    5430,       0,228,315000000
0000000000000009,       2,      35,   10278,       0,     723,  398820,       0,228,316000000
0000000000000009,fffffffe,       0,       0,       0,     667,  399690,       0,228,286000000
0000000000000005,       1,     457,  220484,       0,       5,     300,       0,228,729000000
0000000000000005,       2,     820,  443348,       0,       3,     180,       0,228,746000000
